AI_TASK,MODEL,VERSION,INPUT_TILE,PLATFORM,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY,NOTES,UPDATED BY,LAST UPDATE
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,192x144,jetson-nano2,tensorrt,GPU,F32,/,/,0.5,4.7,19.0,9.2,33.4,35.2,77.8,12.8,87416.6,47.7,2.1,46.2,1.9,5.8,7.0,63.5,16.2,0.0,38.0,26.8,4.0,0.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,0.5,4.7,19.0,9.5,211.2,63.1,283.8,3.5,23969.1,16.2,1.0,16.2,0.7,3.0,4.0,62.4,0.0,0.0,36.1,25.4,3.6,0.2,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,256x192,jetson-nano2,lne,CPU,F32,/,/,0.9,4.7,19.0,12.6,139.1,48.3,200.0,5.0,34007.9,18.2,1.0,18.2,0.8,6.5,7.0,61.7,0.0,0.0,35.8,25.5,3.7,0.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,0.9,4.7,19.0,12.0,306.9,93.8,412.8,2.4,16481.5,17.5,1.0,17.5,0.7,4.0,4.0,62.7,0.0,0.0,36.8,26.0,3.7,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,256x192,jetson-nano2,lne,GPU/CPU,F32,/,/,0.9,4.7,19.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,256x192,jetson-nano2,tensorrt,GPU,F16,/,/,0.9,4.7,9.5,12.7,32.8,80.1,125.6,8.0,54154.5,46.3,2.1,45.2,1.8,8.2,9.0,64.0,13.7,0.0,38.6,27.4,4.0,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,256x192,jetson-nano2,tensorrt,GPU,F32,/,/,0.9,4.7,19.0,12.7,32.1,76.9,121.6,8.2,55939.3,47.0,2.1,46.2,1.9,8.7,10.0,63.4,0.0,0.0,38.1,27.2,4.0,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety400mf-wholebody,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,0.9,4.7,19.0,12.2,305.3,94.1,411.6,2.4,16528.4,16.5,1.0,16.5,0.7,4.0,4.0,62.8,0.0,0.0,36.5,25.5,3.7,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,128x96,jetson-nano2,lne,CPU,F32,/,/,0.4,7.2,28.6,3.8,65.7,3.0,72.5,13.8,93828.2,16.7,1.0,16.5,0.6,3.8,4.0,59.0,0.0,0.0,36.4,25.5,3.6,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.8,171.7,9.1,184.6,5.4,36846.8,16.5,1.0,16.4,0.6,2.0,3.0,62.2,0.0,0.0,36.6,25.9,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,128x96,jetson-nano2,lne,GPU/CPU,F32,/,/,0.4,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,128x96,jetson-nano2,tensorrt,GPU,F16,/,/,0.4,7.2,14.3,3.8,28.3,4.4,36.5,27.4,186285.9,46.4,2.1,44.3,1.8,3.6,4.0,59.7,16.4,0.0,38.5,27.4,3.8,1.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,128x96,jetson-nano2,tensorrt,GPU,F32,/,/,0.4,7.2,28.6,3.8,29.4,4.3,37.5,26.7,181401.2,46.6,2.1,44.5,1.8,4.2,5.0,59.5,9.9,0.0,37.9,27.0,3.8,1.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.8,167.3,8.0,179.1,5.6,37980.5,17.2,1.0,17.1,0.7,2.1,3.0,62.4,0.0,0.0,36.3,25.5,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,192x144,jetson-nano2,lne,CPU,F32,/,/,1.0,7.2,28.6,9.2,135.9,15.5,160.6,6.2,42358.4,17.6,1.0,17.5,0.7,4.7,5.0,61.1,0.0,0.0,36.2,25.4,3.7,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.5,336.5,32.8,378.8,2.6,17959.9,16.1,0.9,16.0,0.6,2.2,3.0,62.5,0.0,0.0,36.8,26.0,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,192x144,jetson-nano2,lne,GPU/CPU,F32,/,/,1.0,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,192x144,jetson-nano2,tensorrt,GPU,F16,/,/,1.0,7.2,14.3,8.9,29.4,11.0,49.4,20.2,137678.5,47.2,2.1,45.3,1.8,5.6,7.0,59.8,16.9,0.0,39.0,27.7,4.0,2.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,192x144,jetson-nano2,tensorrt,GPU,F32,/,/,1.0,7.2,28.6,9.3,30.6,11.1,51.0,19.6,133460.3,46.9,2.1,45.0,1.8,6.0,7.0,59.9,15.3,0.0,39.0,27.5,4.0,2.5,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.5,343.8,31.6,385.0,2.6,17670.9,16.4,0.9,16.3,0.6,2.2,3.0,62.8,0.0,0.0,36.7,25.9,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,256x192,jetson-nano2,lne,CPU,F32,/,/,1.8,7.2,28.6,12.4,225.9,22.8,261.1,3.8,26059.8,17.5,1.0,17.5,0.7,4.9,6.0,62.2,0.0,0.0,36.7,25.8,3.8,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,12.7,518.6,41.2,572.5,1.7,11882.3,16.3,0.9,16.3,0.7,2.9,3.0,62.8,0.0,0.0,37.4,26.3,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,256x192,jetson-nano2,lne,GPU/CPU,F32,/,/,1.8,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,256x192,jetson-nano2,tensorrt,GPU,F16,/,/,1.8,7.2,14.3,11.5,23.8,18.3,53.6,18.7,126889.9,48.0,2.1,46.2,1.9,7.4,9.0,59.8,10.8,0.0,39.0,28.0,4.2,4.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,256x192,jetson-nano2,tensorrt,GPU,F32,/,/,1.8,7.2,28.6,12.3,30.2,18.3,60.8,16.4,111833.0,47.8,2.1,46.1,1.9,9.3,11.0,59.0,27.5,0.0,39.7,27.9,4.4,3.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-59p,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,12.4,507.6,41.2,561.3,1.8,12119.8,16.5,0.9,16.4,0.7,3.0,3.0,62.9,0.0,0.0,37.1,26.0,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,128x96,jetson-nano2,lne,CPU,F32,/,/,0.4,7.2,28.6,3.8,66.1,4.2,74.1,13.5,91783.3,17.2,1.0,17.0,0.7,3.9,4.0,58.9,0.0,0.0,36.2,25.5,3.6,0.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.8,169.9,10.6,184.3,5.4,36917.4,16.4,0.9,16.3,0.6,2.1,3.0,62.3,0.0,0.0,36.3,25.7,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,128x96,jetson-nano2,lne,GPU/CPU,F32,/,/,0.4,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,128x96,jetson-nano2,tensorrt,GPU,F16,/,/,0.4,7.2,14.3,3.8,26.3,6.3,36.4,27.5,187052.1,47.8,2.1,45.6,1.9,3.9,4.0,60.0,18.4,0.0,38.5,27.5,3.8,1.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,128x96,jetson-nano2,tensorrt,GPU,F32,/,/,0.4,7.2,28.6,3.8,22.8,6.3,32.9,30.4,206477.2,47.3,2.1,45.1,1.8,4.5,5.0,58.4,17.4,0.0,38.2,26.8,3.9,1.7,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.9,169.4,10.2,183.5,5.5,37083.1,16.9,0.9,16.8,0.7,2.1,3.0,62.4,0.0,0.0,36.4,25.6,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,192x144,jetson-nano2,lne,CPU,F32,/,/,1.0,7.2,28.6,9.4,136.9,22.5,168.8,5.9,40296.6,17.2,1.0,17.1,0.7,4.8,5.0,61.1,0.0,0.0,36.1,25.4,3.7,0.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.4,340.4,41.6,391.4,2.6,17380.3,16.9,1.0,16.9,0.7,2.9,3.0,62.5,0.0,0.0,36.8,25.9,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,192x144,jetson-nano2,lne,GPU/CPU,F32,/,/,1.0,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,192x144,jetson-nano2,tensorrt,GPU,F16,/,/,1.0,7.2,14.3,9.1,24.8,17.5,51.5,19.4,132167.8,48.6,2.1,46.7,1.9,6.4,7.0,60.6,17.5,0.0,38.7,27.9,4.0,2.5,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,192x144,jetson-nano2,tensorrt,GPU,F32,/,/,1.0,7.2,28.6,9.3,23.4,17.5,50.2,19.9,135620.6,47.9,2.1,46.0,1.9,7.0,8.0,60.3,19.2,0.0,38.8,27.5,4.2,2.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.4,336.2,41.8,387.4,2.6,17561.0,16.5,0.9,16.5,0.7,2.9,3.0,62.6,0.0,0.0,36.7,25.8,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,256x192,jetson-nano2,lne,CPU,F32,/,/,1.8,7.2,28.6,12.3,225.8,32.7,270.8,3.7,25122.4,17.8,1.0,17.7,0.7,5.8,6.0,62.4,0.0,0.0,36.6,25.8,3.8,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,12.9,513.9,57.4,584.2,1.7,11645.0,16.6,1.0,16.5,0.7,3.0,3.0,62.9,0.0,0.0,37.3,26.5,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,256x192,jetson-nano2,lne,GPU/CPU,F32,/,/,1.8,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,256x192,jetson-nano2,tensorrt,GPU,F16,/,/,1.8,7.2,14.3,11.5,23.4,29.7,64.5,15.5,105424.0,48.2,2.1,46.5,1.9,7.6,9.0,60.6,7.6,0.0,39.2,27.8,4.1,3.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,256x192,jetson-nano2,tensorrt,GPU,F32,/,/,1.8,7.2,28.6,11.9,30.8,29.6,72.4,13.8,94026.2,48.3,2.1,46.7,1.9,9.3,11.0,60.9,18.6,0.0,39.0,27.7,4.4,2.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-86p,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,12.7,509.0,58.2,579.9,1.7,11731.4,17.3,1.0,17.3,0.7,3.0,3.0,63.1,0.0,0.0,36.8,26.2,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,jetson-nano2,lne,CPU,F32,/,/,0.4,7.2,28.6,3.9,66.1,2.3,72.4,13.8,93987.5,16.3,1.0,16.1,0.6,3.8,4.0,59.0,0.0,0.0,34.4,24.0,3.5,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.8,168.4,5.0,177.3,5.6,38377.5,15.5,0.9,15.5,0.6,2.0,3.0,62.4,0.0,0.0,35.3,24.7,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,jetson-nano2,lne,GPU/CPU,F32,/,/,0.4,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,jetson-nano2,tensorrt,GPU,F16,/,/,0.4,7.2,14.3,3.8,30.9,3.2,37.9,26.4,179304.5,46.2,2.0,44.1,1.8,3.7,4.0,59.5,12.2,0.0,38.8,27.6,3.8,1.5,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,jetson-nano2,tensorrt,GPU,F32,/,/,0.4,7.2,28.6,3.8,30.0,3.2,36.9,27.1,184194.6,46.7,2.0,44.7,1.8,4.2,5.0,59.2,23.1,0.0,38.0,26.8,4.1,1.5,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.8,169.5,4.2,177.6,5.6,38309.1,17.8,0.9,17.7,0.7,2.1,3.0,62.6,0.0,0.0,35.7,25.3,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,jetson-nano2,lne,CPU,F32,/,/,1.0,7.2,28.6,9.1,136.4,13.2,158.7,6.3,42860.4,16.7,1.0,16.6,0.7,4.1,5.0,61.0,0.0,0.0,35.9,24.8,3.7,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.4,339.2,20.8,369.5,2.7,18413.3,15.8,0.9,15.8,0.6,2.0,3.0,62.7,0.0,0.0,36.6,25.6,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,jetson-nano2,lne,GPU/CPU,F32,/,/,1.0,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,jetson-nano2,tensorrt,GPU,F16,/,/,1.0,7.2,14.3,9.1,21.6,7.8,38.5,26.0,176652.9,47.2,2.1,45.2,1.8,6.3,7.0,59.7,15.8,0.0,39.0,27.9,4.0,3.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,jetson-nano2,tensorrt,GPU,F32,/,/,1.0,7.2,28.6,9.0,30.6,8.0,47.6,21.0,143016.1,46.4,2.0,44.5,1.8,5.9,7.0,60.0,28.4,0.0,39.0,27.8,4.2,2.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.6,337.2,21.5,368.2,2.7,18475.7,17.3,0.9,17.2,0.7,2.0,3.0,62.6,0.0,0.0,36.7,25.8,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,jetson-nano2,lne,CPU,F32,/,/,1.8,7.2,28.6,12.4,226.6,19.1,258.0,3.9,26368.3,17.1,1.0,17.0,0.7,4.9,5.0,62.0,0.0,0.0,36.6,25.7,3.8,0.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,11.9,512.0,23.6,547.5,1.8,12425.0,16.3,0.9,16.3,0.6,2.1,3.0,62.9,0.0,0.0,37.5,26.5,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,jetson-nano2,lne,GPU/CPU,F32,/,/,1.8,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,jetson-nano2,tensorrt,GPU,F16,/,/,1.8,7.2,14.3,11.6,20.2,13.3,45.1,22.2,150882.8,47.6,2.1,45.7,1.8,7.1,8.0,59.8,16.8,0.0,39.2,27.6,4.1,4.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,jetson-nano2,tensorrt,GPU,F32,/,/,1.8,7.2,28.6,11.6,28.9,13.3,53.9,18.6,126326.9,47.6,2.1,45.8,1.8,8.8,11.0,60.3,37.5,0.0,39.6,27.8,4.6,3.6,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-hands,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,11.5,512.8,23.4,547.8,1.8,12419.8,17.2,0.9,17.1,0.7,2.2,3.0,62.8,0.0,0.0,37.1,26.4,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,jetson-nano2,lne,CPU,F32,/,/,0.4,7.2,28.6,3.9,66.2,13.5,83.6,12.0,81408.9,17.9,1.0,17.8,0.7,3.9,4.0,59.5,0.1,0.0,36.4,25.8,3.6,0.7,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.9,168.7,29.2,201.8,5.0,33711.5,17.1,1.0,17.0,0.7,2.8,3.0,61.9,0.0,0.0,36.4,25.6,3.6,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,jetson-nano2,lne,GPU/CPU,F32,/,/,0.4,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,jetson-nano2,tensorrt,GPU,F16,/,/,0.4,7.2,14.3,3.8,28.1,11.3,43.2,23.2,157580.8,47.3,2.1,45.2,1.8,4.2,5.0,60.4,17.1,0.0,38.6,27.6,3.8,1.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,jetson-nano2,tensorrt,GPU,F32,/,/,0.4,7.2,28.6,3.9,29.9,11.4,45.2,22.1,150523.8,47.0,2.1,45.0,1.8,4.6,5.0,60.1,21.8,0.0,38.2,27.1,3.9,1.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,128x96,jetson-nano2,onnxruntime,CPU,F32,/,/,0.4,7.2,28.6,3.9,172.0,29.4,205.4,4.9,33123.7,16.5,0.9,16.4,0.6,2.7,4.0,61.8,0.0,0.0,36.3,25.6,3.7,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,jetson-nano2,lne,CPU,F32,/,/,1.0,7.2,28.6,9.2,136.1,32.3,177.6,5.6,38303.2,17.5,1.0,17.4,0.7,5.4,6.0,61.4,0.0,0.0,36.1,25.1,3.9,0.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.8,339.2,62.9,411.9,2.4,16517.9,17.2,1.0,17.1,0.7,3.0,3.0,62.9,0.0,0.0,36.9,25.8,3.7,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,jetson-nano2,lne,GPU/CPU,F32,/,/,1.0,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,jetson-nano2,tensorrt,GPU,F16,/,/,1.0,7.2,14.3,9.0,29.8,33.6,72.4,13.8,94006.7,47.9,2.1,46.4,1.9,6.5,7.0,61.0,17.6,0.0,38.9,27.7,4.0,1.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,jetson-nano2,tensorrt,GPU,F32,/,/,1.0,7.2,28.6,9.1,22.1,33.3,64.5,15.5,105404.4,47.7,2.1,46.1,1.8,7.3,8.0,61.3,11.9,0.0,38.8,27.4,4.0,2.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,192x144,jetson-nano2,onnxruntime,CPU,F32,/,/,1.0,7.2,28.6,9.7,338.4,62.8,410.8,2.4,16558.8,16.6,1.0,16.6,0.7,3.0,3.0,62.8,0.0,0.0,36.8,25.9,3.7,0.3,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,jetson-nano2,lne,CPU,F32,/,/,1.8,7.2,28.6,12.0,226.0,47.9,285.8,3.5,23799.3,18.8,1.1,18.7,0.8,6.0,7.0,62.5,0.0,0.0,36.7,25.6,3.8,0.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,12.4,509.1,95.2,616.7,1.6,11031.2,16.9,1.0,16.9,0.7,3.2,4.0,63.1,0.0,0.0,37.6,26.5,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,jetson-nano2,lne,GPU/CPU,F32,/,/,1.8,7.2,28.6,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,jetson-nano2,tensorrt,GPU,F16,/,/,1.8,7.2,14.3,12.4,26.9,76.8,116.0,8.6,58629.9,47.7,2.1,46.6,1.9,10.2,11.0,62.6,13.7,0.0,39.2,27.8,4.0,1.9,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,jetson-nano2,tensorrt,GPU,F32,/,/,1.8,7.2,28.6,12.4,30.8,76.9,120.0,8.3,56672.4,48.1,2.1,47.4,1.9,10.2,11.0,61.5,0.0,0.0,38.4,27.5,4.0,1.8,,,
bodypose-estimation,body-pose-openpifpaf,regnety800mf-wholebody,256x192,jetson-nano2,onnxruntime,CPU,F32,/,/,1.8,7.2,28.6,12.6,519.1,94.2,625.9,1.6,10869.4,16.8,1.0,16.7,0.7,3.1,4.0,63.1,0.0,0.0,37.1,26.1,3.7,0.4,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,jetson-nano2,lne,CPU,F32,/,/,13.0,27.4,109.7,3.8,1075.9,4.9,1084.7,0.9,6272.0,30.5,0.8,30.4,1.2,4.0,5.0,63.7,0.0,0.0,38.7,26.8,4.1,1.5,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,jetson-nano2,onnxruntime,CPU,F32,/,/,13.0,27.4,109.7,3.7,2199.7,5.4,2208.8,0.5,3079.9,25.1,0.6,25.1,1.0,2.7,3.0,63.8,0.0,0.0,40.0,28.2,3.9,0.8,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,jetson-nano2,lne,GPU/CPU,F32,/,/,13.0,27.4,109.7,3.8,266.7,6.9,277.4,3.6,24527.4,46.9,1.8,46.6,1.9,17.9,20.0,58.5,37.1,0.0,39.0,27.2,5.3,4.4,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,jetson-nano2,tensorrt,GPU,F16,/,/,13.0,27.4,54.9,3.6,44.7,5.6,53.9,18.5,126121.3,54.0,2.1,52.0,2.1,12.9,15.0,51.0,33.0,0.0,41.6,28.6,5.0,24.0,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,jetson-nano2,tensorrt,GPU,F32,/,/,13.0,27.4,109.7,3.9,80.8,5.6,90.2,11.1,75391.2,60.9,2.2,59.2,2.4,19.4,22.0,47.4,59.4,0.0,43.4,29.8,6.1,11.9,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,160x120,jetson-nano2,onnxruntime,CPU,F32,/,/,13.0,27.4,109.7,3.6,2207.0,5.8,2216.4,0.5,3069.4,21.6,1.1,21.6,0.8,2.7,7.0,63.9,0.0,0.0,39.1,27.6,3.9,0.8,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,240x180,jetson-nano2,lne,CPU,F32,/,/,28.9,25.6,102.3,5.2,2371.7,9.3,2386.1,0.4,2851.1,31.6,0.9,31.6,1.2,4.0,5.0,64.0,0.0,0.0,40.6,28.6,4.1,1.5,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,240x180,jetson-nano2,onnxruntime,CPU,F32,/,/,28.9,25.6,102.3,5.2,4436.9,15.8,4457.9,0.2,1526.1,25.8,0.6,25.8,1.0,3.0,3.0,63.9,0.0,0.0,40.8,29.1,3.9,0.8,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,240x180,jetson-nano2,lne,GPU/CPU,F32,/,/,28.9,25.6,102.3,5.3,383.0,7.0,395.2,2.5,17212.1,47.1,1.8,46.9,1.9,25.3,28.0,54.8,52.3,0.0,41.5,28.8,6.0,6.1,,,
bodypose-estimation,body-pose-openpifpaf,resnet50-012-13,240x180,jetson-nano2,tensorrt,GPU,F16,/,/,28.9,25.6,51.2,5.3,84.8,10.8,101.0,9.9,67385.5,55.8,2.2,54.4,2.2,18.0,20.0,47.8,53.1,0.0,42.7,29.4,5.9,24.3,,,
