extractor,algorithm,target,pedro_used,threshold,training_time,pedro_time,extraction_time
gridex,anticipate,sol,True,4.506811590587744e-19,0.0200850963592529,5.638081073760986,0.0704638957977294
gridex,anticipate,time,True,0.0460696228049758,0.0106713771820068,2.582608699798584,0.0311322212219238
gridex,anticipate,memory,True,0.0133678124918208,0.0154716968536376,2.196550130844116,0.0647408962249755
gridex,contingency,sol,True,6.2566271608055494e-18,0.0295090675354003,12.184447050094604,0.0951180458068847
gridex,contingency,time,True,0.0128552239027632,0.0099916458129882,2.293256998062134,0.0379354953765869
gridex,contingency,memory,True,0.013956666633632432,0.011011362075805664,2.1094393730163574,0.054250478744506836
