extractor,algorithm,target,pedro_used,threshold,training_time,pedro_time,extraction_time
gridrex,anticipate,sol,True,4.506811590587744e-19,0.0207545757293701,114.31169533729552,0.2886056900024414
gridrex,anticipate,time,True,0.0460696228049758,0.0116386413574218,57.35972952842712,0.1323163509368896
gridrex,anticipate,memory,True,0.0133678124918208,0.012498140335083,58.77578496932984,0.278825044631958
gridrex,contingency,sol,True,6.1234003978505314e-18,0.0236239433288574,214.3941395282745,0.2822511196136474
gridrex,contingency,time,True,0.0128552239027632,0.0111486911773681,58.6504271030426,0.1620562076568603
gridrex,contingency,memory,True,0.013956666633632432,0.011160612106323242,50.302005767822266,0.08352255821228027
