var_0,var_1,var_2,var_3,var_4,var_5,var_6,time,memory
47.70480201748146,11.746735597703204,46.43913762307116,1,18,48,1,74.50299263000488,24.086851
38.783731463597896,28.82338895180603,11.881846187449941,0,30,27,0,74.5423059463501,24.086563
51.73808006882468,9.501784612289486,24.137208823058064,1,49,9,0,74.70929408073425,24.087696
51.53648028357925,3.432641442301846,31.029982687699107,1,12,16,0,74.80056953430176,24.087697
22.244767121744996,3.1104333604035537,11.382391364028278,0,13,26,1,74.90071392059326,24.087696
3.2591402907625358,49.61584805861511,42.26254327633993,0,46,42,0,75.12669634819031,24.084914
10.00370138665531,28.211537479083212,6.261966311468347,1,47,42,0,75.1800320148468,24.087697
10.740805252975859,20.61013524632353,16.029168640692774,0,48,15,1,75.352703332901,24.085339
3.0185365409066507,28.960064855516663,4.219059722476238,0,39,41,1,75.39884305000305,24.087696
23.54720394952763,12.352561568226774,3.6204203169971585,0,16,10,1,75.66127920150757,24.087034
5.1417833806484685,38.55018802266564,29.847085392131206,0,42,47,1,95.79933786392212,59.842524
29.50745524827003,40.78385123948965,5.5619523080293805,1,29,51,0,95.97529649734496,61.538605
7.765235232290161,47.81207770894983,14.377668297657312,1,31,52,0,96.36692833900452,61.734556
13.792107019003737,35.6370294250205,17.75004853016715,0,35,25,0,96.40832352638245,59.840718
26.74167846074322,5.828449398298424,49.724929090867754,1,19,32,0,96.93366956710815,61.732565
49.96438212217182,40.36274852460691,43.45587661147193,0,19,38,1,97.2735559940338,59.64669
52.34667830971855,26.20910838203765,41.696075409558354,1,38,30,0,97.40196776390076,61.735773
4.791678520159094,3.1953816448454457,26.350673698204147,0,50,24,0,74.24245047569275,24.079167
33.94843941520418,17.708328208094528,9.24182346350814,1,7,5,1,74.17109537124634,24.07982
3.900212343052438,50.409094746552775,3.966523182785033,0,13,33,0,74.442138671875,24.079503
9.373014615815185,30.31319956819905,31.152562076317118,1,34,46,0,74.82662081718445,24.079822
23.447102982118334,52.18894150227041,8.133301236851892,0,31,45,1,95.2447862625122,61.727898
34.33777851522527,3.04276124243074,15.956032321430605,1,52,44,0,74.25169444084167,24.079822
27.19305391438697,25.589112797120176,44.9614847305435,0,51,22,1,95.41153573989868,60.935191
36.639142015864394,52.77255080034415,29.74029716536479,1,7,47,1,97.17766451835632,61.727243
38.69340316277663,47.48280825187898,34.344852219461366,1,26,20,0,95.75187420845032,61.453411
27.812673419042582,47.604214488310774,24.769282545606277,0,32,43,1,95.22094082832336,61.124168
37.28372902686487,11.872689349765055,34.69525235097067,1,27,50,0,74.408456325531,24.079505
10.54643930019519,18.09472410661307,31.558322667672332,0,11,28,1,74.54991722106934,24.0792
5.988174257640004,48.65402866076856,10.502969660106038,0,22,31,1,74.6153335571289,24.079823
