MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
age-gender-insightface,mobilenet_0_25x,112x112,lne,CPU,F32,,,0.1,0.3,1.1,3.5,35.5,0.1,39.1,25.6,68820.2,37.8,0.3,0.0,0.0,0.0,0.0,86.1,0.0,0.0,72.0,0.0,0.0,0.0
age-gender-insightface,mobilenet_0_25x,112x112,onnxruntime,CPU,F32,,,0.1,0.3,1.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
