MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
emotion-classic-light-112x96,default_onnx,96x112,lne,CPU,F32,0.4,2.7,10.8,2.3,24.7,0.0,27.0,37.1,262511.1,35.2,1.1,0.0,0.0,0.0,0.0,59.4,0.0,0.0,72.5,0.0,0.0,0.0
emotion-classic-light-112x96,moonshine_onnx,96x112,lne,CPU,F32,0.2,0.1,0.6,2.5,28.9,0.0,31.4,31.8,225132.8,35.1,1.1,0.0,0.0,0.0,0.0,58.4,0.0,0.0,74.0,0.0,0.0,0.0
emotion-classic-light-112x96,moonshine_onnx,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,2.6,80.8,0.7,84.0,11.9,84267.3,34.6,1.1,0.0,0.0,0.0,0.0,57.4,0.0,0.0,74.8,0.0,0.0,0.0
emotion-classic-light-112x96,student_g1,96x112,lne,CPU,F32,0.6,0.4,1.6,2.3,37.4,0.0,39.7,25.2,178480.7,35.0,1.1,0.0,0.0,0.0,0.0,57.7,0.0,0.0,74.7,0.0,0.0,0.0
emotion-classic-light-112x96,student_g1,96x112,onnxruntime,CPU,F32,0.6,0.4,1.6,2.3,144.7,0.1,147.1,6.8,48144.8,34.4,1.1,0.0,0.0,0.0,0.0,57.9,0.0,0.0,75.2,0.0,0.0,0.0
emotion-classic-light-112x96,student_g16,96x112,lne,CPU,F32,0.1,0.1,0.3,2.9,31.4,0.0,34.4,29.1,205883.7,34.8,1.1,0.0,0.0,0.0,0.0,58.1,0.0,0.0,74.0,0.0,0.0,0.0
emotion-classic-light-112x96,student_g16,96x112,onnxruntime,CPU,F32,0.1,0.1,0.3,2.5,63.0,0.1,65.6,15.2,107884.2,34.9,1.1,0.0,0.0,0.0,0.0,59.0,0.0,0.0,74.3,0.0,0.0,0.0
emotion-classic-light-112x96,student_g2,96x112,lne,CPU,F32,0.4,0.2,0.9,2.5,30.9,0.0,33.4,29.9,211860.3,35.0,1.1,0.0,0.0,0.0,0.0,58.5,0.0,0.0,72.8,0.0,0.0,0.0
emotion-classic-light-112x96,student_g2,96x112,onnxruntime,CPU,F32,0.4,0.2,0.9,2.2,109.1,0.1,111.5,9.0,63476.6,35.0,1.1,0.0,0.0,0.0,0.0,57.8,0.0,0.0,74.7,0.0,0.0,0.0
emotion-classic-light-112x96,student_g32,96x112,lne,CPU,F32,0.1,0.1,0.3,2.9,41.1,0.0,44.0,22.7,160847.6,35.1,1.1,0.0,0.0,0.0,0.0,56.8,0.0,0.0,73.4,0.0,0.0,0.0
emotion-classic-light-112x96,student_g32,96x112,onnxruntime,CPU,F32,0.1,0.1,0.3,2.9,50.1,0.1,53.1,18.8,133453.8,35.0,1.1,0.0,0.0,0.0,0.0,59.2,0.0,0.0,74.0,0.0,0.0,0.0
emotion-classic-light-112x96,student_g4,96x112,lne,CPU,F32,0.2,0.1,0.6,2.5,27.6,0.0,30.1,33.2,235057.0,35.4,1.1,0.0,0.0,0.0,0.0,59.3,0.0,0.0,72.0,0.0,0.0,0.0
emotion-classic-light-112x96,student_g4,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,2.5,78.1,0.1,80.6,12.4,87802.6,35.1,1.1,0.0,0.0,0.0,0.0,58.9,0.0,0.0,72.8,0.0,0.0,0.0
emotion-classic-light-112x96,student_g8,96x112,lne,CPU,F32,0.2,0.1,0.4,2.9,28.7,0.0,31.6,31.6,223751.4,34.8,1.1,0.0,0.0,0.0,0.0,56.6,0.0,0.0,73.8,0.0,0.0,0.0
emotion-classic-light-112x96,student_g8,96x112,onnxruntime,CPU,F32,0.2,0.1,0.4,2.6,66.7,0.1,69.3,14.4,102179.9,34.8,1.1,0.0,0.0,0.0,0.0,57.7,0.0,0.0,74.7,0.0,0.0,0.0
emotion-classic-light-112x96,teacher_onnx,96x112,lne,CPU,F32,0.5,8.5,33.8,2.3,36.0,0.0,38.3,26.1,184768.8,35.9,1.1,0.0,0.0,0.0,0.0,57.5,0.0,0.0,73.6,0.0,0.0,0.0
emotion-classic-light-112x96,teacher_onnx,96x112,onnxruntime,CPU,F32,0.5,8.5,33.8,2.3,158.1,0.1,160.4,6.2,44140.1,35.3,1.1,0.0,0.0,0.0,0.0,57.0,0.0,0.0,74.4,0.0,0.0,0.0
