MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
headpose-rankpose,mobilefacenetfc512,112x112,lne,CPU,F32,4.4,0.5,6.2,25.0,1.4,29.0,0.0,30.5,32.8,342134.1,6.1,2.2,6.1,1.9,1.4,2.0,65.6,0.0,0.0,41.2,40.5,8.0,1.0
headpose-rankpose,mobilefacenetfc512,112x112,onnxruntime,CPU,F32,4.4,0.5,6.2,25.0,1.2,104.2,0.1,105.5,9.5,98769.6,6.1,2.2,6.1,1.9,1.0,1.0,68.8,0.0,0.0,41.3,40.7,8.1,0.3
headpose-rankpose,mobilefacenetfc512,112x112,lne,GPU/CPU,F32,4.4,0.5,6.2,25.0,3.5,41.2,0.0,44.8,22.3,232817.6,13.0,6.1,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.5,37.5,9.2,0.6
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,NPU/GPU,S8,4.4,0.5,6.2,6.2,2.4,19.6,0.7,22.7,44.0,458094.2,16.4,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,1.2
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,GPU,S8,4.4,0.5,6.2,6.2,2.2,9.9,3.1,15.2,66.0,687722.3,16.2,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,1.7
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,NPU/GPU,F16,4.4,0.5,6.2,12.5,1.8,28.0,0.5,30.4,32.9,343157.1,16.3,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.2,37.5,9.2,0.9
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,GPU,F16,4.4,0.5,6.2,12.5,1.6,9.2,1.9,12.7,78.8,820826.7,16.3,7.0,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.5,37.5,9.2,2.1
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,GPU,F32,4.4,0.5,6.2,25.0,3.2,11.1,1.9,16.3,61.4,640216.2,16.3,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,1.6
headpose-rankpose,mobilefacenetfc512,112x112,onnxruntime,CPU,F32,4.4,0.5,6.2,25.0,2.7,181.8,0.1,184.6,5.4,56451.5,9.9,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.2,37.5,9.2,0.1
headpose-rankpose,mobilefacenetfc512,192x224,lne,CPU,F32,4.63,1.6,6.3,25.2,2.2,90.6,0.0,92.8,10.8,112293.6,6.3,2.2,6.3,2.0,2.0,2.0,68.0,0.0,0.0,41.1,40.4,8.3,1.1
headpose-rankpose,mobilefacenetfc512,192x224,onnxruntime,CPU,F32,4.63,1.6,6.3,25.2,2.0,238.3,0.2,240.6,4.2,43312.8,6.2,2.2,6.2,1.9,1.3,2.0,69.9,0.0,0.0,41.4,40.6,8.3,0.4
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,NPU/GPU,S8,4.63,1.6,6.3,6.3,3.2,30.1,0.9,34.2,29.2,304586.2,16.2,7.0,9.7,3.0,2.0,2.0,100.0,0.0,1.0,35.8,37.5,9.2,2.6
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,GPU,S8,4.63,1.6,6.3,6.3,4.0,8.8,2.2,15.0,66.6,693653.4,16.0,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.8,37.5,9.2,5.9
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,NPU/GPU,F16,4.63,1.6,6.3,12.6,4.3,46.5,0.9,51.7,19.4,201697.6,16.2,7.0,9.7,3.0,2.0,2.0,100.0,0.0,2.0,35.5,37.5,9.2,1.7
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,GPU,F16,4.63,1.6,6.3,12.6,4.1,9.8,2.6,16.6,60.4,628814.7,16.0,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.8,37.5,9.2,5.3
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,GPU,F32,4.63,1.6,6.3,25.2,4.1,9.5,1.9,15.6,64.3,669539.6,16.1,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.5,37.5,9.2,5.7
headpose-rankpose,mobilefacenetfc512,192x224,onnxruntime,CPU,F32,4.63,1.6,6.3,25.2,3.6,390.4,0.1,394.0,2.5,26442.0,9.8,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.5,37.5,9.2,0.2
