MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
headpose-rankpose,mobilefacenetfc512,112x112,lne,CPU,F32,4.4,0.5,6.2,25.0,2.5,66.7,0.0,69.2,14.4,98272.5,22.8,0.5,22.6,0.9,3.0,3.0,61.0,0.0,0.0,34.5,23.3,3.6,1.0
headpose-rankpose,mobilefacenetfc512,112x112,onnxruntime,CPU,F32,4.4,0.5,6.2,25.0,2.6,231.1,0.2,233.9,4.3,29085.2,22.8,0.5,22.7,0.9,2.0,3.0,64.0,0.0,0.0,35.0,23.9,3.6,0.3
headpose-rankpose,mobilefacenetfc512,112x112,lne,GPU/CPU,F32,4.4,0.5,6.2,25.0,2.5,33.8,0.0,36.2,27.6,187693.4,38.2,1.6,37.6,1.5,5.5,7.0,61.0,16.2,0.0,35.0,24.0,4.0,1.7
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,GPU,F16,4.4,0.5,6.2,12.5,2.5,8.2,0.5,11.2,89.0,605166.7,48.2,2.2,44.3,1.9,5.7,6.0,57.0,8.1,0.0,36.4,24.8,3.8,5.7
headpose-rankpose,mobilefacenetfc512,112x112,tensorrt,GPU,F32,4.4,0.5,6.2,25.0,2.5,9.1,0.5,12.1,82.7,562728.6,47.7,2.1,43.8,1.8,6.7,8.0,56.9,21.9,0.0,34.8,23.6,3.9,5.1
headpose-rankpose,mobilefacenetfc512,112x112,onnxruntime,CPU,F32,4.4,0.5,6.2,25.0,2.4,227.4,0.0,229.9,4.3,29590.2,18.1,1.0,18.0,0.7,2.0,3.0,64.1,0.0,0.0,35.5,24.4,3.7,0.3
headpose-rankpose,mobilefacenetfc512,192x224,lne,CPU,F32,4.63,1.6,6.3,25.2,5.1,224.5,0.0,229.7,4.4,29621.0,23.0,0.5,23.0,0.9,3.7,4.0,62.8,0.0,0.0,35.8,24.5,3.8,0.9
headpose-rankpose,mobilefacenetfc512,192x224,onnxruntime,CPU,F32,4.63,1.6,6.3,25.2,5.1,537.2,0.1,542.5,1.8,12539.7,23.7,0.5,23.7,0.9,2.9,3.0,63.8,0.0,0.0,36.4,25.1,3.7,0.4
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,GPU,F16,4.63,1.6,6.3,12.6,5.1,19.4,0.5,25.0,40.1,272647.8,48.1,2.1,45.2,1.9,9.9,11.0,54.1,31.0,0.0,38.2,26.8,4.5,7.2
headpose-rankpose,mobilefacenetfc512,192x224,tensorrt,GPU,F32,4.63,1.6,6.3,25.2,5.1,20.3,0.5,25.8,38.7,263294.0,48.4,2.1,45.5,1.9,10.1,12.0,54.1,22.7,0.0,37.3,25.7,4.5,7.0
headpose-rankpose,mobilefacenetfc512,192x224,onnxruntime,CPU,F32,4.63,1.6,6.3,25.2,5.1,532.5,0.0,537.7,1.9,12652.8,19.8,0.9,19.7,0.8,2.9,3.0,64.1,0.0,0.0,37.4,25.9,3.8,0.4
headpose-rankpose,mobilefacenetfc512,224x224,lne,CPU,F32,4.43,1.9,6.3,25.3,5.9,362.5,0.0,368.5,2.7,18460.5,23.3,0.5,23.2,0.9,4.3,5.0,63.3,0.0,0.0,36.0,24.5,3.9,0.7
headpose-rankpose,mobilefacenetfc512,224x224,onnxruntime,CPU,F32,4.43,1.9,6.3,25.3,5.9,643.6,0.1,649.5,1.5,10473.9,23.1,0.5,23.1,0.9,3.0,3.0,63.9,0.0,0.0,37.2,25.5,3.8,0.4
headpose-rankpose,mobilefacenetfc512,224x224,lne,GPU/CPU,F32,4.43,1.9,6.3,25.3,5.9,57.8,0.0,63.8,15.7,106692.2,39.2,1.6,38.7,1.6,12.0,16.0,58.7,28.8,0.0,36.8,25.2,4.6,3.2
