MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
emotion-classic-light-112x96,default_onnx,96x112,lne,CPU,F32,0.4,2.7,10.8,1.8,9.0,0.0,10.8,92.3,961655.6,7.8,2.2,7.7,2.4,1.9,2.0,64.7,0.0,0.0,39.7,39.0,7.6,2.2
emotion-classic-light-112x96,moonshine_onnx,96x112,lne,CPU,F32,0.2,0.1,0.6,2.2,11.1,0.0,13.3,75.1,782411.0,7.7,2.2,7.7,2.4,1.9,2.0,67.2,0.0,0.0,39.8,39.0,7.7,1.1
emotion-classic-light-112x96,moonshine_onnx,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,2.2,39.0,0.1,41.3,24.2,252300.0,7.7,2.2,7.7,2.4,1.0,1.0,69.8,0.0,0.0,40.0,39.0,8.0,0.3
emotion-classic-light-112x96,moonshine_onnx,96x112,lne,GPU/CPU,F32,0.2,0.1,0.6,3.8,19.1,0.0,22.9,43.7,455047.1,13.5,6.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.2,37.5,9.2,0.5
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,NPU/GPU,S8,0.2,0.1,0.1,3.8,13.1,1.0,18.0,55.7,580239.4,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.2,37.5,9.2,0.7
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,GPU,S8,0.2,0.1,0.1,3.6,6.6,0.8,11.0,90.9,947331.7,15.9,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.0,37.5,9.2,1.1
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,NPU/GPU,F16,0.2,0.1,0.3,4.0,15.6,0.5,20.1,49.7,517999.2,14.0,6.4,9.7,3.0,2.0,2.0,100.0,0.0,2.0,37.5,37.5,9.2,0.6
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,GPU,F16,0.2,0.1,0.3,3.7,6.1,0.6,10.4,96.0,1000192.0,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.5,37.5,9.2,1.2
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,GPU,F32,0.2,0.1,0.6,4.0,7.1,0.7,11.8,84.6,881010.0,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.0,37.5,9.2,1.0
emotion-classic-light-112x96,moonshine_onnx,96x112,ncnn,GPU,F16,0.2,0.1,0.3,3.6,7.2,0.5,11.3,88.4,921381.5,10.1,5.1,9.7,3.0,2.0,2.0,99.9,0.0,0.0,37.0,37.5,9.2,1.1
