MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x320,lne,CPU,F32,43.8,0.3,0.2,0.9,65.9,673.1,43.1,782.1,1.3,2.6,49.2,0.2,0.0,0.0,0.0,0.0,99.7,0.0,0.0,53.5,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x185,lne,CPU,F32,31.9,0.2,0.2,0.9,101.5,399.8,28.4,529.7,1.9,3.8,45.8,0.2,0.0,0.0,0.0,0.0,99.6,0.0,0.0,52.2,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,320x250,lne,CPU,F32,41.7,0.3,0.2,0.9,50.4,537.8,36.7,624.9,1.6,3.2,50.1,0.2,0.0,0.0,0.0,0.0,99.6,0.0,0.0,52.7,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x640,lne,CPU,F32,73.9,1.3,0.2,0.9,249.1,2722.9,200.5,3172.5,0.3,0.6,66.8,0.3,0.0,0.0,0.0,0.0,99.5,0.0,0.0,53.0,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x380,lne,CPU,F32,67.2,0.8,0.2,0.9,267.2,1610.6,125.6,2003.5,0.5,1.0,54.0,0.2,0.0,0.0,0.0,0.0,99.3,0.0,0.0,53.1,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-12-48,640x480,lne,CPU,F32,72.3,1.0,0.2,0.9,180.9,2026.7,167.1,2374.7,0.4,0.8,63.3,0.2,0.0,0.0,0.0,0.0,99.4,0.0,0.0,54.1,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x320,lne,CPU,F32,53.4,0.5,0.4,1.7,62.7,859.2,39.6,961.5,1.0,2.1,46.5,0.2,0.0,0.0,0.0,0.0,98.9,0.0,0.0,53.9,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x185,lne,CPU,F32,42.2,0.3,0.4,1.7,102.0,505.4,27.2,634.6,1.6,3.2,45.8,0.2,0.0,0.0,0.0,0.0,98.5,0.0,0.0,52.6,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,320x250,lne,CPU,F32,51.9,0.4,0.4,1.7,50.0,673.2,36.1,759.3,1.3,2.6,49.7,0.2,0.0,0.0,0.0,0.0,98.6,0.0,0.0,52.7,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x640,lne,CPU,F32,79.9,2.1,0.4,1.7,253.3,3401.7,208.7,3863.8,0.3,0.5,72.3,0.3,0.0,0.0,0.0,0.0,99.5,0.0,0.0,53.2,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x380,lne,CPU,F32,75.0,1.3,0.4,1.7,266.2,2029.0,121.9,2417.1,0.4,0.8,61.6,0.2,0.0,0.0,0.0,0.0,99.3,0.0,0.0,53.1,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-16-64,640x480,lne,CPU,F32,78.7,1.6,0.4,1.7,182.1,2567.6,165.6,2915.3,0.3,0.7,67.3,0.2,0.0,0.0,0.0,0.0,99.4,0.0,0.0,53.5,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x320,lne,CPU,F32,61.9,0.9,0.7,2.9,65.8,1444.1,41.2,1551.2,0.6,1.3,53.4,0.2,0.0,0.0,0.0,0.0,99.1,0.0,0.0,53.8,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x185,lne,CPU,F32,50.5,0.6,0.7,2.9,105.5,867.2,29.2,1001.9,1.0,2.0,47.0,0.2,0.0,0.0,0.0,0.0,99.7,0.0,0.0,53.6,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,320x250,lne,CPU,F32,60.3,0.7,0.7,2.9,48.6,1157.6,38.2,1244.4,0.8,1.6,44.1,0.2,0.0,0.0,0.0,0.0,99.7,0.0,0.0,53.5,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x640,lne,CPU,F32,84.0,3.7,0.7,2.9,252.3,5799.1,199.9,6251.3,0.2,0.3,75.6,0.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,53.9,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x380,lne,CPU,F32,79.7,2.2,0.7,2.9,271.1,3462.4,118.1,3851.7,0.3,0.5,64.7,0.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,54.6,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-32-72,640x480,lne,CPU,F32,82.9,2.8,0.7,2.9,181.3,4356.9,163.2,4701.4,0.2,0.4,69.7,0.3,0.0,0.0,0.0,0.0,99.9,0.0,0.0,54.5,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x320,lne,CPU,F32,64.0,1.7,1.4,5.7,67.6,2342.5,40.4,2450.4,0.4,0.8,51.6,0.2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,54.1,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x185,lne,CPU,F32,52.2,1.0,1.4,5.7,100.8,1397.0,28.3,1526.2,0.7,1.3,51.9,0.2,0.0,0.0,0.0,0.0,99.9,0.0,0.0,53.8,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,320x250,lne,CPU,F32,62.5,1.3,1.4,5.7,49.7,1869.7,35.1,1954.5,0.5,1.0,47.8,0.2,0.0,0.0,0.0,0.0,99.9,0.0,0.0,53.9,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x640,lne,CPU,F32,86.0,6.6,1.4,5.7,249.1,9253.0,211.7,9713.9,0.1,0.2,81.0,0.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,54.4,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x380,lne,CPU,F32,81.6,3.9,1.4,5.7,263.4,5485.0,122.1,5870.4,0.2,0.3,64.4,0.2,0.0,0.0,0.0,0.0,99.7,0.0,0.0,54.1,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-48-96,640x480,lne,CPU,F32,84.9,4.9,1.4,5.7,177.7,6922.2,162.9,7262.8,0.1,0.3,62.3,0.2,0.0,0.0,0.0,0.0,99.7,0.0,0.0,52.8,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x320,lne,CPU,F32,68.4,2.9,2.5,10.0,65.5,3661.0,41.0,3767.4,0.3,0.5,49.1,0.2,0.0,0.0,0.0,0.0,99.5,0.0,0.0,54.3,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x185,lne,CPU,F32,56.9,1.7,2.5,10.0,102.3,2198.7,26.6,2327.6,0.4,0.9,45.5,0.2,0.0,0.0,0.0,0.0,99.4,0.0,0.0,54.4,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,320x250,lne,CPU,F32,66.5,2.3,2.5,10.0,51.4,2929.9,33.7,3015.0,0.3,0.7,45.4,0.2,0.0,0.0,0.0,0.0,99.4,0.0,0.0,54.6,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x640,lne,CPU,F32,87.3,11.4,2.5,10.0,250.4,14530.6,203.6,14984.6,0.1,0.1,74.7,0.3,0.0,0.0,0.0,0.0,99.7,0.0,0.0,54.5,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x380,lne,CPU,F32,83.3,6.8,2.5,10.0,264.1,8677.4,125.5,9067.0,0.1,0.2,60.3,0.2,0.0,0.0,0.0,0.0,99.7,0.0,0.0,54.8,0.0,0.0,0.0
face-landmarks-detection-retinaface,mobile0.25mod4lite-64-128,640x480,lne,CPU,F32,86.2,8.6,2.5,10.0,176.4,10916.3,163.1,11255.7,0.1,0.2,70.0,0.3,0.0,0.0,0.0,0.0,99.7,0.0,0.0,54.7,0.0,0.0,0.0
