MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,lne,CPU,F32,5.66,1.9,4.2,16.6,4.6,338.4,0.0,343.1,2.9,20636.8,35.6,1.1,0.0,0.0,0.0,0.0,55.9,0.0,0.0,74.6,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,onnxruntime,CPU,F32,5.66,1.9,4.2,16.6,4.8,607.2,0.1,612.0,1.6,11568.8,35.4,1.1,0.0,0.0,0.0,0.0,56.1,0.0,0.0,75.4,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,lne,CPU,F32,5.9,0.0,4.1,16.2,0.3,10.9,0.0,11.2,89.5,633773.1,35.5,1.1,0.0,0.0,0.0,0.0,57.3,0.0,0.0,72.0,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,onnxruntime,CPU,F32,5.9,0.0,4.1,16.2,0.3,46.0,0.1,46.3,21.6,152817.4,35.7,1.1,0.0,0.0,0.0,0.0,59.1,0.0,0.0,72.1,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,lne,CPU,F32,7.25,0.1,4.1,16.2,0.3,13.7,0.0,14.0,71.2,504433.7,35.4,1.1,0.0,0.0,0.0,0.0,54.8,0.0,0.0,70.9,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,onnxruntime,CPU,F32,7.25,0.1,4.1,16.2,0.3,60.2,0.1,60.5,16.5,116975.0,35.6,1.1,0.0,0.0,0.0,0.0,57.0,0.0,0.0,71.4,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,lne,CPU,F32,6.32,0.1,4.1,16.2,0.4,22.5,0.0,23.0,43.5,307809.2,35.8,1.1,0.0,0.0,0.0,0.0,53.4,0.0,0.0,71.5,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,onnxruntime,CPU,F32,6.32,0.1,4.1,16.2,0.4,79.0,0.1,79.6,12.6,88995.9,35.7,1.1,0.0,0.0,0.0,0.0,58.6,0.0,0.0,72.1,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,lne,CPU,F32,5.82,0.2,4.1,16.2,0.5,29.1,0.0,29.7,33.7,238491.4,35.8,1.1,0.0,0.0,0.0,0.0,57.2,0.0,0.0,72.1,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,onnxruntime,CPU,F32,5.82,0.2,4.1,16.2,0.5,91.9,0.1,92.5,10.8,76541.9,35.5,1.1,0.0,0.0,0.0,0.0,58.5,0.0,0.0,72.3,0.0,0.0,0.0
