MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,lne,CPU,F32,5.66,1.9,4.2,16.6,5.9,355.1,0.0,361.1,2.8,18842.3,23.1,0.5,23.0,0.9,4.3,5.0,63.4,0.0,0.0,36.0,24.3,3.9,0.7
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,onnxruntime,CPU,F32,5.66,1.9,4.2,16.6,5.9,579.7,0.0,585.7,1.7,11616.2,22.7,0.5,22.7,0.9,2.9,3.0,63.9,0.0,0.0,37.2,25.4,3.8,0.4
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,lne,GPU/CPU,F32,5.66,1.9,4.2,16.6,5.9,57.6,0.0,63.5,15.7,107090.0,39.1,1.6,38.6,1.6,12.1,17.0,58.9,30.3,0.0,36.6,25.2,4.7,3.2
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,GPU,F16,5.66,1.9,4.2,8.3,5.9,22.2,0.5,28.6,35.0,237780.7,49.3,2.1,46.4,1.9,10.4,12.0,54.2,33.9,0.0,39.3,27.4,4.7,7.0
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,GPU,F32,5.66,1.9,4.2,16.6,5.9,22.3,0.5,28.7,34.8,236829.6,49.5,2.1,46.6,1.9,10.6,13.0,54.4,2.8,0.0,39.2,26.8,4.5,7.3
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,ncnn,GPU,F16,5.66,1.9,4.2,8.3,6.0,27.6,0.2,33.8,29.5,201021.0,23.9,1.0,23.3,0.9,7.6,9.0,51.9,40.6,0.0,37.5,26.0,4.7,6.0
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,ncnn,GPU,F32,5.66,1.9,4.2,16.6,5.9,27.6,0.3,33.9,29.5,200877.7,24.0,1.0,23.4,0.9,7.4,9.0,52.1,29.5,0.0,37.9,26.5,4.6,6.1
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,onnxruntime,CPU,F32,5.66,1.9,4.2,16.6,5.9,581.0,0.0,586.9,1.7,11591.7,19.3,0.9,19.3,0.8,2.9,6.0,64.0,0.0,0.0,36.3,25.3,3.8,0.4
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,lne,CPU,F32,5.9,0.0,4.1,16.2,0.3,11.3,0.0,11.6,85.9,584468.2,22.1,0.5,21.9,0.9,2.8,3.0,58.6,0.0,0.0,33.7,22.8,3.3,0.6
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,onnxruntime,CPU,F32,5.9,0.0,4.1,16.2,0.3,62.4,0.0,62.8,15.9,108340.9,22.1,0.5,22.0,0.9,2.0,2.0,64.5,0.0,0.0,34.2,23.2,3.5,0.1
