MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
face-recognition-insightsface-mobilefacenet,mxnet,112x112,lne,CPU,F32,,,0.4,1.0,4.0,0.4,25.4,0.0,25.8,38.7,7722467.3,10.0,0.5,0.0,0.0,0.0,0.0,41.1,0.0,0.0,-263.2,0.0,0.0,0.0
face-recognition-insightsface-mobilefacenet,mxnet,112x112,onnxruntime,CPU,F32,,,0.4,1.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
