MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
emotion-classic-light-112x96,student_g32,96x112,lne,GPU/CPU,F32,0.1,0.1,0.3,2.4,14.5,0.0,16.9,59.2,402591.5,39.7,1.7,38.9,1.6,4.3,5.0,61.3,3.9,0.0,32.6,21.6,3.6,0.9
emotion-classic-light-112x96,student_g32,96x112,tensorrt,GPU,F16,0.1,0.1,0.1,2.4,5.5,0.3,8.3,120.9,822339.4,50.8,2.1,46.6,2.0,3.8,4.0,59.2,10.9,0.0,33.2,22.0,3.6,1.8
emotion-classic-light-112x96,student_g32,96x112,tensorrt,GPU,F32,0.1,0.1,0.3,2.4,5.5,0.3,8.2,122.6,834140.5,49.9,2.0,45.9,1.9,3.9,5.0,59.5,1.1,0.0,32.9,21.7,3.5,1.9
emotion-classic-light-112x96,student_g32,96x112,ncnn,GPU,F16,0.1,0.1,0.1,2.5,4.6,0.3,7.3,136.8,930970.3,23.3,1.0,22.6,0.9,2.9,3.0,57.9,2.8,0.0,32.1,21.4,3.5,2.1
emotion-classic-light-112x96,student_g32,96x112,ncnn,GPU,F32,0.1,0.1,0.3,2.4,4.5,0.2,7.2,139.2,947237.1,23.3,1.0,22.6,0.9,2.8,3.0,57.7,8.2,0.0,32.6,21.2,3.5,2.2
emotion-classic-light-112x96,student_g32,96x112,onnxruntime,CPU,F32,0.1,0.1,0.3,2.7,52.2,0.0,55.0,18.2,123685.2,20.7,0.9,20.6,0.8,2.0,2.0,64.2,0.0,0.0,32.3,21.4,3.5,0.3
emotion-classic-light-112x96,student_g4,96x112,lne,CPU,F32,0.2,0.1,0.6,2.8,26.1,0.0,28.9,34.6,235286.2,22.2,0.5,21.9,0.9,3.7,4.0,60.7,0.0,0.0,34.4,22.7,3.4,1.1
emotion-classic-light-112x96,student_g4,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,3.0,81.5,0.0,84.5,11.8,80493.6,22.7,0.5,22.5,0.9,2.0,2.0,63.9,0.0,0.0,34.7,23.3,3.6,0.4
emotion-classic-light-112x96,student_g4,96x112,lne,GPU/CPU,F32,0.2,0.1,0.6,2.5,18.0,0.0,20.5,48.8,331756.1,38.4,1.6,37.7,1.6,4.5,5.0,60.8,6.8,0.0,34.3,23.6,3.6,1.5
emotion-classic-light-112x96,student_g4,96x112,tensorrt,GPU,F16,0.2,0.1,0.3,2.6,2.8,0.3,5.6,178.0,1210653.3,49.0,2.0,44.4,1.9,3.4,4.0,60.5,3.0,0.0,35.1,24.0,3.3,5.9
emotion-classic-light-112x96,student_g4,96x112,tensorrt,GPU,F32,0.2,0.1,0.6,2.5,3.6,0.4,6.6,151.6,1031140.3,48.6,2.0,44.0,1.9,4.1,5.0,60.4,8.1,0.0,34.6,23.9,3.4,4.9
emotion-classic-light-112x96,student_g4,96x112,ncnn,GPU,F16,0.2,0.1,0.3,2.6,5.5,0.2,8.2,121.8,828343.1,21.9,0.9,21.2,0.8,2.9,3.0,57.7,4.0,0.0,34.7,23.8,3.6,3.8
emotion-classic-light-112x96,student_g4,96x112,ncnn,GPU,F32,0.2,0.1,0.6,2.5,5.4,0.2,8.0,124.4,846333.8,21.9,0.9,21.2,0.8,2.8,3.0,57.8,12.6,0.0,34.6,23.9,3.6,3.9
emotion-classic-light-112x96,student_g4,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,2.8,81.7,0.0,84.5,11.8,80465.9,19.3,0.9,19.1,0.7,2.0,3.0,64.4,0.0,0.0,34.6,23.6,3.6,0.4
emotion-classic-light-112x96,student_g8,96x112,lne,CPU,F32,0.2,0.1,0.4,3.2,25.8,0.0,29.0,34.5,234526.9,21.8,0.5,21.6,0.8,3.6,4.0,60.1,0.0,0.0,34.5,23.2,3.4,0.8
emotion-classic-light-112x96,student_g8,96x112,onnxruntime,CPU,F32,0.2,0.1,0.4,2.9,67.6,0.0,70.6,14.2,96375.3,22.0,0.5,21.9,0.9,2.0,2.0,64.4,0.0,0.0,34.9,23.6,3.6,0.3
emotion-classic-light-112x96,student_g8,96x112,lne,GPU/CPU,F32,0.2,0.1,0.4,2.4,17.4,0.0,19.9,50.3,342100.0,39.2,1.6,38.5,1.6,4.3,5.0,62.2,4.7,0.0,32.6,21.7,3.6,1.1
emotion-classic-light-112x96,student_g8,96x112,tensorrt,GPU,F16,0.2,0.1,0.2,2.4,4.2,0.3,6.9,145.6,990820.0,49.4,2.1,45.4,1.9,3.6,4.0,61.4,8.2,0.0,33.2,21.9,3.4,3.4
emotion-classic-light-112x96,student_g8,96x112,tensorrt,GPU,F32,0.2,0.1,0.4,2.4,4.6,0.3,7.3,136.8,930530.9,49.8,2.1,45.8,1.9,4.0,5.0,62.0,5.8,0.0,33.3,21.9,3.5,3.1
emotion-classic-light-112x96,student_g8,96x112,ncnn,GPU,F16,0.2,0.1,0.2,2.4,3.8,0.2,6.5,154.5,1050804.1,22.9,1.0,22.2,0.9,2.9,3.0,58.0,9.0,0.0,32.7,21.8,3.4,3.6
emotion-classic-light-112x96,student_g8,96x112,ncnn,GPU,F32,0.2,0.1,0.4,2.4,3.8,0.2,6.5,154.7,1052219.7,22.8,1.0,22.1,0.9,2.8,3.0,57.7,5.1,0.0,32.9,21.9,3.4,3.5
emotion-classic-light-112x96,student_g8,96x112,onnxruntime,CPU,F32,0.2,0.1,0.4,2.9,65.7,0.0,68.7,14.6,99094.4,20.0,0.9,19.9,0.8,2.0,3.0,64.2,0.0,0.0,33.0,22.0,3.6,0.3
emotion-classic-light-112x96,teacher_onnx,96x112,lne,CPU,F32,0.5,8.5,33.8,2.5,33.3,0.0,35.9,27.9,189686.6,22.9,0.5,22.6,0.9,4.6,5.0,61.0,0.0,0.0,35.3,23.7,3.6,2.0
emotion-classic-light-112x96,teacher_onnx,96x112,onnxruntime,CPU,F32,0.5,8.5,33.8,2.9,156.9,0.0,159.8,6.3,42566.2,22.6,0.5,22.6,0.9,2.2,3.0,64.3,0.0,0.0,35.9,24.4,3.6,0.4
emotion-classic-light-112x96,teacher_onnx,96x112,lne,GPU/CPU,F32,0.5,8.5,33.8,2.4,16.8,0.0,19.2,52.0,353844.9,40.1,1.6,39.2,1.6,5.7,7.0,60.0,4.6,0.0,33.4,22.2,3.7,3.6
emotion-classic-light-112x96,teacher_onnx,96x112,tensorrt,GPU,F16,0.5,8.5,16.9,2.4,3.5,0.4,6.3,158.3,1076759.7,51.6,2.2,46.5,2.0,5.4,6.0,59.0,5.1,0.0,34.0,22.8,3.5,11.6
emotion-classic-light-112x96,teacher_onnx,96x112,tensorrt,GPU,F32,0.5,8.5,33.8,2.4,5.5,0.3,8.3,121.0,822868.6,51.9,2.1,47.5,2.0,7.9,9.0,58.0,3.1,0.0,33.6,22.3,3.6,8.7
emotion-classic-light-112x96,teacher_onnx,96x112,ncnn,GPU,F16,0.5,8.5,16.9,2.5,9.0,0.2,11.7,85.5,581777.7,24.9,1.1,24.0,1.0,4.7,6.0,55.2,16.3,0.0,33.1,22.3,3.6,6.1
emotion-classic-light-112x96,teacher_onnx,96x112,ncnn,GPU,F32,0.5,8.5,33.8,2.5,9.2,0.2,11.8,84.4,574242.6,23.7,1.0,22.9,0.9,4.6,6.0,54.7,9.6,0.0,33.4,22.7,3.6,6.0
emotion-classic-light-112x96,teacher_onnx,96x112,onnxruntime,CPU,F32,0.5,8.5,33.8,2.8,156.0,0.0,158.9,6.3,42823.7,20.6,1.0,20.5,0.8,2.3,3.0,64.5,0.0,0.0,33.6,22.4,3.6,0.5
