MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
emotion-classic-light-112x96,default_onnx,96x112,lne,CPU,F32,0.4,2.7,10.8,2.5,22.1,0.0,24.6,40.6,276043.3,22.3,0.5,22.0,0.9,3.8,4.0,59.9,0.0,0.0,34.4,23.0,3.5,2.1
emotion-classic-light-112x96,default_onnx,96x112,lne,GPU/CPU,F32,0.4,2.7,10.8,2.4,13.0,0.0,15.5,64.7,440209.9,40.5,1.7,39.7,1.6,4.8,6.0,61.2,5.6,0.0,32.3,21.5,3.6,3.3
emotion-classic-light-112x96,default_onnx,96x112,tensorrt,GPU,F16,0.4,2.7,5.4,2.4,2.7,0.3,5.4,185.8,1264237.3,50.7,2.1,46.1,2.0,4.1,5.0,58.9,2.4,0.0,32.6,21.8,3.4,10.0
emotion-classic-light-112x96,default_onnx,96x112,tensorrt,GPU,F32,0.4,2.7,10.8,2.4,5.1,0.4,8.0,125.8,855536.0,51.6,2.1,47.4,2.0,5.8,7.0,58.4,3.4,0.0,32.3,21.5,3.5,6.4
emotion-classic-light-112x96,moonshine_onnx,96x112,lne,CPU,F32,0.2,0.1,0.6,2.8,26.1,0.0,28.8,34.7,235835.8,22.5,0.5,22.3,0.9,3.8,4.0,61.2,0.0,0.0,34.7,23.1,3.5,1.1
emotion-classic-light-112x96,moonshine_onnx,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,2.9,82.0,0.0,84.9,11.8,80100.3,21.9,0.5,21.8,0.9,2.0,2.0,64.4,0.0,0.0,35.1,23.5,3.6,0.4
emotion-classic-light-112x96,moonshine_onnx,96x112,lne,GPU/CPU,F32,0.2,0.1,0.6,2.4,18.0,0.0,20.4,48.9,332849.4,40.1,1.7,39.3,1.6,4.5,5.0,61.1,5.2,0.0,31.9,21.4,3.6,1.5
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,GPU,F16,0.2,0.1,0.3,2.4,3.1,0.3,5.9,170.6,1160422.5,50.5,2.0,45.8,2.0,3.4,4.0,60.7,0.0,0.0,32.7,21.5,3.4,5.6
emotion-classic-light-112x96,moonshine_onnx,96x112,tensorrt,GPU,F32,0.2,0.1,0.6,2.4,3.6,0.3,6.3,158.0,1074565.7,50.3,2.0,45.7,1.9,4.0,5.0,60.1,7.9,0.0,32.3,21.5,3.5,5.0
emotion-classic-light-112x96,moonshine_onnx,96x112,ncnn,GPU,F16,0.2,0.1,0.3,2.5,5.5,0.2,8.1,122.7,835022.1,24.2,1.0,23.5,0.9,2.9,3.0,57.5,6.8,0.0,32.3,21.6,3.6,3.8
emotion-classic-light-112x96,moonshine_onnx,96x112,ncnn,GPU,F32,0.2,0.1,0.6,2.4,5.3,0.2,7.9,126.6,861154.5,23.8,1.0,23.1,0.9,2.8,3.0,57.3,7.1,0.0,32.4,21.8,3.6,3.9
emotion-classic-light-112x96,moonshine_onnx,96x112,onnxruntime,CPU,F32,0.2,0.1,0.6,2.8,80.1,0.0,82.9,12.1,82081.8,21.1,0.9,20.9,0.8,2.0,3.0,64.0,0.0,0.0,32.2,21.4,3.5,0.4
emotion-classic-light-112x96,student_g1,96x112,lne,CPU,F32,0.6,0.4,1.6,2.6,34.3,0.0,36.9,27.1,184388.3,22.5,0.5,22.3,0.9,3.7,4.0,61.4,0.0,0.0,36.1,24.8,3.6,2.3
emotion-classic-light-112x96,student_g1,96x112,onnxruntime,CPU,F32,0.6,0.4,1.6,2.8,150.2,0.0,153.1,6.5,44432.5,22.4,0.5,22.3,0.9,2.0,2.0,64.0,0.0,0.0,36.7,25.0,3.6,0.5
emotion-classic-light-112x96,student_g1,96x112,lne,GPU/CPU,F32,0.6,0.4,1.6,2.4,20.7,0.0,23.2,43.1,293410.2,38.5,1.6,37.8,1.6,4.9,6.0,60.9,6.1,0.0,33.4,22.2,3.6,3.6
emotion-classic-light-112x96,student_g1,96x112,tensorrt,GPU,F16,0.6,0.4,0.8,2.4,2.9,0.3,5.6,178.6,1214730.3,49.2,1.9,44.6,1.9,3.9,4.0,60.0,5.3,0.0,33.9,22.6,3.4,15.9
emotion-classic-light-112x96,student_g1,96x112,tensorrt,GPU,F32,0.6,0.4,1.6,2.4,4.1,0.3,6.9,145.4,988943.3,48.9,1.9,44.3,1.9,5.4,6.0,59.2,11.4,0.0,34.0,22.5,3.7,12.1
emotion-classic-light-112x96,student_g1,96x112,ncnn,GPU,F16,0.6,0.4,0.8,2.5,7.2,0.2,9.9,101.0,687311.3,22.4,1.0,21.6,0.9,4.1,5.0,57.7,17.0,0.0,33.6,22.5,3.7,8.4
emotion-classic-light-112x96,student_g1,96x112,ncnn,GPU,F32,0.6,0.4,1.6,2.4,7.2,0.2,9.9,101.5,690375.3,22.2,1.0,21.4,0.9,4.0,5.0,57.8,15.1,0.0,33.8,22.4,3.6,8.5
emotion-classic-light-112x96,student_g1,96x112,onnxruntime,CPU,F32,0.6,0.4,1.6,2.4,151.3,0.0,153.8,6.5,44224.8,19.5,0.9,19.4,0.8,2.0,3.0,64.0,0.0,0.0,33.5,22.5,3.6,0.5
emotion-classic-light-112x96,student_g16,96x112,lne,CPU,F32,0.1,0.1,0.3,3.0,28.1,0.0,31.1,32.2,218774.0,22.2,0.5,22.0,0.9,3.6,4.0,60.6,0.0,0.0,34.8,23.5,3.5,0.6
emotion-classic-light-112x96,student_g16,96x112,onnxruntime,CPU,F32,0.1,0.1,0.3,3.1,62.6,0.0,65.7,15.2,103494.9,21.9,0.5,21.7,0.9,2.0,2.0,64.6,0.0,0.0,35.0,23.5,3.6,0.3
emotion-classic-light-112x96,student_g16,96x112,lne,GPU/CPU,F32,0.1,0.1,0.3,2.4,18.2,0.0,20.7,48.4,329229.1,40.4,1.7,39.6,1.6,4.3,5.0,61.9,7.9,0.0,32.6,21.6,3.7,0.8
emotion-classic-light-112x96,student_g16,96x112,tensorrt,GPU,F16,0.1,0.1,0.2,2.5,8.4,0.3,11.2,89.5,608644.3,49.7,2.1,45.6,1.9,3.1,4.0,61.9,7.5,0.0,33.2,22.2,3.5,1.6
emotion-classic-light-112x96,student_g16,96x112,tensorrt,GPU,F32,0.1,0.1,0.3,2.5,8.6,0.3,11.4,87.4,594711.5,49.9,2.1,45.8,1.9,3.8,4.0,61.9,14.9,0.0,33.1,21.9,3.8,1.4
emotion-classic-light-112x96,student_g16,96x112,ncnn,GPU,F16,0.1,0.1,0.2,2.4,4.1,0.2,6.7,149.3,1015529.3,23.0,1.0,22.4,0.9,2.9,3.0,57.6,10.2,0.0,32.4,21.4,3.5,2.7
emotion-classic-light-112x96,student_g16,96x112,ncnn,GPU,F32,0.1,0.1,0.3,2.4,4.1,0.2,6.7,149.5,1016983.6,23.2,1.0,22.5,0.9,2.8,3.0,58.5,6.5,0.0,32.7,21.6,3.6,2.6
emotion-classic-light-112x96,student_g16,96x112,onnxruntime,CPU,F32,0.1,0.1,0.3,3.1,61.7,0.0,64.8,15.4,104953.5,20.6,0.9,20.5,0.8,2.0,2.0,64.6,0.0,0.0,32.5,21.6,3.6,0.3
emotion-classic-light-112x96,student_g2,96x112,lne,CPU,F32,0.4,0.2,0.9,2.8,27.2,0.0,30.0,33.3,226523.1,22.6,0.5,22.4,0.9,3.8,4.0,60.6,0.0,0.0,34.8,23.6,3.5,1.7
emotion-classic-light-112x96,student_g2,96x112,onnxruntime,CPU,F32,0.4,0.2,0.9,2.5,106.5,0.0,109.1,9.2,62364.2,22.3,0.5,22.2,0.9,2.0,2.0,64.1,0.0,0.0,35.3,24.0,3.6,0.4
emotion-classic-light-112x96,student_g2,96x112,lne,GPU/CPU,F32,0.4,0.2,0.9,2.4,16.9,0.0,19.3,51.7,351895.6,38.7,1.6,38.0,1.6,4.4,5.0,62.1,3.7,0.0,33.3,22.1,3.6,2.5
emotion-classic-light-112x96,student_g2,96x112,tensorrt,GPU,F16,0.4,0.2,0.5,2.4,2.7,0.3,5.4,184.0,1251672.0,49.7,2.1,45.0,1.9,3.6,4.0,60.0,1.1,0.0,33.2,22.2,3.4,9.5
emotion-classic-light-112x96,student_g2,96x112,tensorrt,GPU,F32,0.4,0.2,0.9,2.4,3.6,0.3,6.4,157.4,1070842.8,49.0,2.0,44.4,1.9,4.6,5.0,59.8,8.9,0.0,33.3,22.3,3.6,7.6
emotion-classic-light-112x96,student_g2,96x112,ncnn,GPU,F16,0.4,0.2,0.5,2.4,8.2,0.2,10.9,92.1,626843.4,22.4,1.0,21.8,0.9,2.9,3.0,55.0,15.8,0.0,33.5,22.6,3.7,4.4
emotion-classic-light-112x96,student_g2,96x112,ncnn,GPU,F32,0.4,0.2,0.9,2.5,8.3,0.2,11.0,91.2,620216.0,22.9,1.0,22.2,0.9,2.8,3.0,54.9,8.2,0.0,33.5,22.6,3.6,4.5
emotion-classic-light-112x96,student_g2,96x112,onnxruntime,CPU,F32,0.4,0.2,0.9,2.6,103.1,0.0,105.8,9.5,64320.9,19.9,0.9,19.8,0.8,2.0,3.0,64.4,0.0,0.0,33.2,22.3,3.6,0.5
emotion-classic-light-112x96,student_g32,96x112,lne,CPU,F32,0.1,0.1,0.3,3.0,39.4,0.0,42.4,23.6,160518.4,22.1,0.5,21.9,0.9,3.7,4.0,61.0,0.0,0.0,34.3,23.1,3.5,0.4
emotion-classic-light-112x96,student_g32,96x112,onnxruntime,CPU,F32,0.1,0.1,0.3,3.0,53.9,0.0,57.0,17.5,119324.9,22.8,0.5,22.6,0.9,2.0,2.0,63.8,0.0,0.0,34.9,23.6,3.5,0.3
