var_0,var_1,var_2,var_3,var_4,var_5,var_6,time,memory
37,12,19,8,47,19,26,96.2295491695404,59.833859
11,52,7,10,29,8,17,74.5016577243805,24.07703
7,12,37,20,7,46,37,95.49603867530824,61.727298
4,34,19,41,35,16,4,94.68321704864502,61.725729
17,27,17,48,16,31,4,95.76052832603456,61.72573
6,50,50,51,22,38,33,95.14604115486144,61.724434
7,3,19,35,35,10,46,73.61972784996033,24.079583
48,47,4,6,46,42,29,95.66114783287048,59.442091
12,4,16,23,25,32,47,95.58040857315063,61.726979
10,38,20,35,7,33,8,74.37989640235901,24.079991
10,37,46,12,34,30,23,74.1542477607727,24.07812
20,47,40,28,14,30,26,94.98983192443848,61.725051
11,40,9,28,27,35,17,74.2853672504425,24.077344
15,14,36,13,22,39,32,96.22403311729433,61.724572
38,11,37,29,10,5,5,74.23579478263855,24.078118
31,40,12,16,40,20,48,95.40272617340088,61.724628
23,35,27,49,14,23,31,95.220232963562,61.72306
47,48,41,32,49,17,45,95.36141443252563,61.726307
27,29,42,39,18,25,27,94.9613754749298,60.527842
13,33,9,50,41,37,34,74.06018614768982,24.078312
52,36,32,41,13,37,23,96.80426406860352,61.153584
38,21,13,50,46,48,52,94.836190700531,61.173475
45,23,47,39,44,29,36,96.53384375572205,61.281256
51,35,36,41,34,29,18,96.59357714653017,61.178422
15,27,14,4,22,25,24,95.76213669776917,61.52646
10,43,28,12,47,28,14,74.16735553741455,24.074135
35,15,10,38,46,5,50,74.11727714538574,24.079087
33,44,38,41,50,8,8,94.8485827445984,61.65109
50,18,13,16,40,5,5,96.4101049900055,61.72066
29,6,16,51,22,48,41,95.58114218711852,61.727106
13,39,45,13,6,20,38,91.00413846969604,59.826839
49,12,13,50,52,8,22,95.2227702140808,61.152838
6,35,4,33,15,52,23,94.2957408428192,59.630981
50,12,41,45,23,21,30,97.2684485912323,61.123593
50,34,9,14,28,16,22,74.20572829246521,24.074493
12,32,49,44,30,30,6,94.6813714504242,61.723893
8,52,26,36,8,25,33,94.62588119506836,59.829659
9,26,45,47,7,40,28,74.12754416465759,24.076399
11,14,51,5,9,44,34,73.96391797065735,24.08031
18,30,38,45,4,22,52,95.0642466545105,61.724506
15,16,37,50,19,46,48,94.67872428894044,61.724507
36,52,45,43,22,16,4,95.63602662086488,61.155403
28,6,18,44,47,48,41,94.61488652229308,61.724419
32,35,23,36,51,5,21,95.7046604156494,61.72096
31,26,7,46,23,32,23,95.26623702049255,59.828808
5,9,24,50,21,38,28,74.13938856124878,24.076199
35,29,46,6,5,30,14,96.46056294441225,59.632442
21,18,41,36,30,52,4,94.93253135681152,61.724282
21,34,12,26,29,43,50,95.07641959190369,61.72442
10,7,4,22,29,20,4,74.60876035690308,24.076878
40,45,34,49,29,12,15,95.23340487480164,61.160053
8,5,35,44,25,6,7,94.66729712486269,61.72464
51,40,40,29,26,23,8,95.75107097625732,59.831523
23,5,10,28,6,24,24,73.97626972198486,24.07735
24,37,3,51,34,52,24,73.94268608093262,24.078256
25,25,49,42,17,46,45,94.49259090423584,59.853207
12,9,42,14,6,38,27,74.54195761680603,24.076623
25,50,25,50,12,47,6,94.48952889442444,61.725187
48,11,43,9,39,11,42,73.77163028717041,24.077848
48,23,32,39,34,8,52,96.5697422027588,61.428705
32,51,11,31,7,34,48,74.36532855033875,24.077848
26,15,16,14,20,34,47,95.361736536026,59.833475
30,19,52,39,41,25,19,95.17152762413023,59.304551
21,38,31,16,28,20,25,95.70661234855652,59.833612
23,15,45,35,29,39,15,94.88685011863708,61.725371
5,32,50,26,47,52,5,94.521666765213,61.725506
25,35,3,20,35,5,22,74.16673398017883,24.078574
37,52,8,22,17,19,26,94.82543087005617,61.719541
43,24,49,13,34,34,4,95.02534818649292,61.718892
36,5,52,39,22,50,40,95.72222423553468,61.082865
25,36,51,13,36,30,40,95.30448722839355,61.719807
36,28,52,51,26,14,41,95.11981701850893,61.230207
44,46,3,18,37,15,26,74.3927264213562,24.078713
49,13,22,41,41,34,12,95.6422951221466,58.851253
25,30,4,36,35,23,19,95.48928356170654,61.531377
24,17,44,19,23,19,44,95.31438612937929,61.727245
20,22,11,49,7,36,5,74.26590633392334,24.0798
29,5,35,39,21,15,45,94.71237564086914,59.833211
12,26,29,22,33,16,50,94.58923768997192,61.725509
14,14,12,20,19,40,49,94.45873713493349,59.828989
50,4,45,42,49,20,50,96.29345631599426,60.444119
44,41,42,20,39,22,15,96.41621041297913,61.723682
12,43,19,35,29,12,50,94.26162624359132,61.720868
32,28,48,52,37,49,24,95.18436980247498,61.629734
20,26,39,43,8,37,29,94.70899152755736,61.724395
10,24,42,14,48,51,49,74.32947635650635,24.080025
41,14,45,12,48,18,18,95.76033902168274,61.724221
21,45,46,35,34,25,51,94.93111181259157,61.309817
36,33,29,34,24,38,30,96.21400475502014,61.153904
8,34,17,45,28,50,20,94.4618148803711,59.834979
22,52,49,8,25,18,12,95.01175689697266,59.827106
43,9,43,6,36,4,21,73.54819822311401,24.07589
31,27,16,32,52,42,31,95.03223276138306,59.829768
26,11,34,6,37,9,46,74.01509213447571,24.078391
18,40,27,4,8,16,41,95.28332257270812,61.531765
49,44,43,24,13,15,42,95.38470125198364,60.508335
17,14,31,12,24,40,15,95.61022758483888,61.726468
16,12,9,51,11,25,31,73.90349388122559,24.077225
31,41,44,46,23,20,4,95.1986927986145,61.725683
15,17,12,21,50,7,4,95.14003109931946,59.835946
9,41,46,19,26,21,18,74.25272417068481,24.076905
18,3,43,43,44,28,24,73.85560464859009,24.077169
45,31,32,28,25,26,50,96.41804218292236,61.186848
16,4,16,33,13,27,41,95.26296401023863,61.722835
38,16,3,12,36,13,36,74.17238140106201,24.076881
51,36,44,31,44,45,23,96.01105904579164,61.200746
17,51,23,12,47,35,40,95.04879760742188,61.727332
18,15,8,31,35,43,31,94.2854859828949,61.727691
37,19,44,18,47,19,27,96.1845726966858,61.723685
25,17,5,32,24,18,39,94.35898995399477,59.637724
42,45,4,47,43,7,51,95.66517186164856,60.826253
24,3,36,31,39,7,43,73.92204093933105,24.079615
19,13,13,20,43,4,35,94.6326150894165,61.728099
12,38,27,50,20,24,50,95.02505874633788,61.727692
45,10,46,37,49,48,3,74.32743835449219,24.074624
51,19,25,44,39,16,29,96.86861896514893,61.191559
52,15,51,8,34,39,46,95.94525980949402,59.834948
13,35,37,34,30,45,51,95.31321573257446,59.833381
18,32,3,6,38,39,28,74.56724810600281,24.078856
30,30,42,26,12,14,13,94.67586755752563,61.726557
14,36,39,48,43,4,40,94.82634687423706,61.722785
43,34,13,26,8,26,35,96.7430419921875,61.7263
13,27,41,22,6,51,6,94.18701529502869,61.726539
14,11,26,23,11,31,42,73.86427688598633,24.074721
9,6,50,31,4,42,49,73.96560645103455,24.080447
47,5,32,25,49,44,27,95.92196941375732,61.721336
9,6,18,34,28,48,4,74.3105845451355,24.074693
51,50,9,32,40,32,35,74.28171634674072,24.080449
44,23,46,8,24,31,6,95.47827291488647,59.82751
28,36,38,20,28,18,6,95.21744918823242,61.721919
27,48,34,39,19,34,19,95.35499334335329,60.768831
30,25,49,5,44,46,48,96.34918546676636,59.634877
4,46,43,36,38,45,27,94.71903538703918,61.725539
34,14,12,19,14,48,52,95.76316905021667,61.721491
9,42,48,41,22,41,27,74.27106499671936,24.080449
24,21,10,23,50,44,38,74.11504983901978,24.075617
40,19,9,33,50,29,29,74.25997614860535,24.073642
32,22,45,46,46,49,13,95.15489339828493,61.715932
19,4,47,41,23,41,19,94.64792966842651,61.725899
32,34,18,16,51,31,15,94.85490536689758,59.82998
18,51,16,45,40,44,13,94.77247405052184,61.724452
34,23,11,24,27,6,50,74.35903930664062,24.076032
28,12,10,3,47,29,19,74.38037705421448,24.078361
13,46,5,25,28,26,36,94.14198470115662,59.635196
33,11,7,22,52,31,52,74.05905508995056,24.081537
46,50,48,14,35,25,23,95.50668740272522,59.833093
25,15,47,50,29,13,35,94.8060700893402,61.726013
40,22,8,21,29,50,8,96.88575482368468,61.721874
9,43,5,15,38,44,50,74.37549090385437,24.077519
32,36,23,52,20,31,12,95.23963856697084,61.720626
45,6,22,41,52,41,4,96.04418110847472,61.364058
18,34,16,14,30,50,23,96.38812232017516,59.8321
9,41,36,30,3,24,39,74.35304641723633,24.081536
21,22,21,35,34,47,39,95.1601288318634,60.72422
44,6,20,4,36,24,4,96.07160592079164,61.528748
40,52,18,7,42,48,30,95.56348609924316,61.725983
46,40,3,21,24,43,22,74.477863073349,24.07752
24,11,47,44,29,44,13,73.92752361297607,24.074402
6,11,3,3,30,34,21,74.23059463500977,24.072611
46,5,25,41,42,41,49,96.3328459262848,60.768566
50,12,24,24,20,35,5,96.77628183364868,61.72322
7,28,39,48,8,45,36,95.4341642856598,61.726306
49,13,11,46,6,46,29,74.26884055137634,24.078288
9,47,29,5,18,7,24,74.79713606834412,24.076654
7,27,18,47,37,38,40,95.33712100982666,61.725108
19,23,5,48,49,52,24,95.0664324760437,61.523964
39,47,26,37,23,29,27,95.9663667678833,61.033665
11,44,52,38,14,12,51,74.43552255630493,24.076626
9,13,48,16,12,34,10,74.57728672027588,24.078713
50,47,11,39,31,16,24,74.3989474773407,24.076202
11,42,12,46,26,49,50,74.69071817398071,24.076433
50,40,9,4,23,10,22,74.2974841594696,24.078256
12,10,14,13,15,34,47,74.1128785610199,24.07749
13,29,49,32,49,27,19,94.99575638771056,59.828754
26,5,31,39,52,32,47,95.03319549560548,61.721655
10,16,29,9,33,33,19,74.60154914855957,24.07752
45,30,10,25,15,14,10,74.1556293964386,24.078258
47,41,41,5,45,17,41,95.5900616645813,59.637289
24,40,51,33,51,41,40,95.19819593429564,61.150379
4,18,17,35,12,23,4,94.35547971725464,61.722277
26,48,7,31,25,35,40,95.22022438049316,59.8313
29,26,47,7,8,44,49,97.23940300941469,61.725478
20,21,47,30,14,16,33,95.62554168701172,61.726764
39,9,40,5,27,51,42,74.00159072875977,24.079224
10,7,52,29,50,26,8,74.13456869125366,24.080479
23,13,26,4,29,33,42,95.51858520507812,61.524261
9,31,30,11,50,27,4,74.3159852027893,24.076655
16,45,35,24,14,32,39,94.7665708065033,61.720704
5,14,6,40,42,21,48,94.78036141395567,57.743398
24,25,51,45,46,42,32,95.22418141365053,61.153691
6,21,14,42,25,13,28,96.05108070373537,61.725188
34,20,42,16,6,12,39,95.8293776512146,61.725539
23,46,44,36,5,4,46,95.4487407207489,61.719646
51,39,49,38,8,34,44,96.69435453414916,61.194358
48,41,48,18,39,34,38,96.12485766410828,61.726764
40,40,6,14,34,31,25,94.73776388168336,59.634067
47,42,17,17,48,43,32,95.91434836387634,61.724076
7,42,4,43,13,22,4,94.34698152542114,59.635911
39,50,10,41,7,11,29,74.10313630104065,24.077489
51,7,31,42,24,37,8,96.89839458465576,61.22234
5,34,9,27,32,16,24,74.32666993141174,24.075242
40,5,22,51,40,24,35,94.81170988082886,61.153576
9,43,32,26,51,46,23,74.64188861846924,24.076432
51,3,42,25,33,19,33,73.71841406822205,24.076401
11,36,26,18,8,16,26,74.81581711769104,24.076401
17,36,15,13,12,21,22,96.84845852851868,59.828918
33,52,13,40,41,41,50,95.28928399086,61.651193
37,26,45,27,27,39,22,95.83190178871156,61.265878
41,45,35,26,45,43,14,95.0363655090332,59.829605
42,15,32,47,23,21,16,96.18083024024963,61.167585
14,45,21,24,39,37,24,94.62910079956056,61.718842
10,18,16,37,32,12,9,74.23612403869629,24.076881
10,51,27,13,51,36,21,73.89405536651611,24.078258
49,3,31,4,3,50,5,73.84360885620117,24.078285
15,14,50,14,15,32,46,94.88695430755617,59.828938
39,24,30,4,7,47,26,95.74947190284728,61.529005
40,3,6,27,48,32,17,74.03827095031738,24.077488
52,8,11,46,35,14,10,74.44769954681396,24.076625
13,45,17,46,7,26,14,94.21248579025269,59.8311
22,21,48,38,26,7,33,95.2806360721588,61.719646
23,30,42,17,25,33,42,96.0507550239563,61.725509
38,33,49,37,42,30,17,95.88094329833984,60.554042
4,21,32,18,12,17,44,94.92918348312378,61.71981
21,4,41,31,7,21,32,94.38504934310912,61.724899
23,31,41,4,25,33,51,95.8107500076294,61.52698
33,46,10,51,13,40,8,74.30887746810913,24.076656
52,30,20,17,52,34,5,96.49634885787964,61.726763
33,34,31,51,34,35,49,94.68480658531188,61.156134
38,10,43,8,17,9,10,73.98345255851746,24.078287
30,27,6,52,17,15,4,94.539044380188,59.637317
19,28,19,8,13,35,5,95.82082295417786,59.827543
10,20,7,29,40,18,16,74.53634524345398,24.076401
36,22,19,26,52,39,30,95.91172575950624,59.834687
44,25,40,34,43,29,47,96.20451760292052,61.128753
21,47,20,37,38,41,35,94.78283286094666,61.725189
44,33,18,39,48,52,40,96.60227131843568,61.189387
31,40,28,21,6,24,6,95.25235891342165,61.719074
4,46,18,18,50,41,35,94.48735189437866,61.725219
39,3,39,42,45,28,4,74.06850242614746,24.073685
32,38,33,50,38,28,51,95.2401523590088,61.15463
18,43,40,50,52,7,5,95.08537125587463,61.724419
33,38,16,7,23,39,52,96.15411400794984,61.718304
24,4,36,51,44,7,41,95.53029251098631,61.725898
46,39,13,38,29,18,40,96.38157415390016,61.018941
26,23,29,7,21,38,4,95.99519348144533,61.72439
48,15,48,32,13,30,48,95.84610962867735,61.727852
42,45,37,38,37,34,29,96.19494104385376,61.174969
46,5,49,52,7,33,32,95.11203145980836,61.160078
12,34,25,44,50,22,29,94.43971848487854,61.726764
21,20,18,15,29,43,47,95.1548171043396,59.832389
47,14,12,12,16,43,25,95.86786365509032,61.72054
21,26,44,35,52,36,40,95.02853631973268,61.306186
12,6,22,18,5,34,38,96.31692481040956,61.72028
28,27,49,24,13,31,19,96.78507804870604,60.509932
34,7,37,39,13,37,37,95.239408493042,61.72422
8,49,28,52,32,22,37,94.3988437652588,59.833187
34,44,12,17,35,23,44,95.7645046710968,61.724844
14,12,46,41,4,41,12,95.2341890335083,61.724251
20,16,23,35,30,39,5,94.92580699920654,61.724044
5,38,25,25,4,22,18,94.74853515625,59.832387
5,23,48,50,33,37,47,94.98109245300292,59.831811
17,33,42,30,44,26,36,95.29255867004396,60.849318
22,28,11,49,14,13,6,74.19627499580383,24.076401
26,10,34,43,42,32,14,73.99547362327576,24.075433
43,44,8,26,12,27,44,96.69562244415285,61.726276
40,30,20,48,46,42,41,95.2996518611908,61.160578
31,24,18,15,23,50,35,95.5038242340088,59.831301
49,33,12,37,20,48,12,96.08726644515993,61.682049
42,48,32,38,23,20,25,96.89308071136476,61.451257
8,10,8,45,26,42,21,73.60494780540466,24.077168
18,41,12,22,23,20,7,95.59134650230408,61.726276
51,30,51,36,45,39,26,96.39265275001526,61.162255
50,15,12,21,4,49,17,95.70804476737976,59.834211
15,17,28,20,24,45,40,95.43328332901,59.833604
46,16,8,12,32,14,35,95.52845668792725,61.726563
4,34,5,7,42,50,4,95.08943176269533,59.632318
7,30,6,23,23,29,27,94.30713987350464,59.636909
26,23,24,28,40,8,27,95.7857222557068,61.723423
51,8,19,12,14,22,13,95.86045956611632,59.8311
10,11,29,49,33,15,42,73.65377640724182,24.07749
40,46,40,32,50,48,37,95.50384998321532,61.154013
13,11,5,11,7,17,30,74.0185022354126,24.075853
45,30,20,46,24,38,32,96.17023015022278,61.164934
25,6,20,37,42,40,29,94.0582880973816,59.831507
46,35,52,12,52,34,51,95.15739846229552,61.721844
50,6,11,19,31,6,33,74.33395051956177,24.077223
47,48,12,31,6,25,43,95.59696745872498,61.720868
29,15,23,33,49,22,44,95.67361521720886,59.833157
8,43,35,14,4,31,31,95.47633051872252,59.83321
50,42,32,12,46,13,29,96.30349731445312,61.72116
48,49,11,44,12,50,30,74.10370421409607,24.07341
52,23,29,49,39,32,23,96.88518261909483,61.159186
8,37,34,26,13,47,19,94.71570205688477,59.834396
31,52,41,14,30,34,44,95.05606389045715,59.831525
41,12,25,42,47,38,50,96.00483751296996,61.070152
16,34,10,52,19,29,33,74.56587791442871,24.076657
22,45,14,35,23,25,51,94.67744493484496,59.833245
25,43,15,21,4,50,26,96.30395555496216,59.825718
23,7,51,25,5,12,31,94.2483410835266,59.828179
35,4,24,33,51,15,12,94.85272192955016,61.723241
8,3,7,20,26,43,12,73.9691789150238,24.076654
14,8,39,13,16,51,39,95.7792103290558,59.832419
37,12,26,5,31,36,13,95.64350366592409,59.637745
22,40,12,33,24,13,18,94.26923775672913,61.724645
24,40,30,8,25,34,15,95.45564341545104,59.824572
20,9,12,27,39,36,39,73.95317602157593,24.073213
3,9,19,7,41,27,49,74.29373550415039,24.077878
21,34,9,15,14,6,8,74.22932982444763,24.076319
27,30,8,46,8,45,42,95.18744421005248,59.832387
40,25,38,47,37,36,46,95.76079392433168,61.161833
39,28,6,20,45,45,28,95.41128158569336,59.63263
48,46,5,29,43,6,43,95.24965834617616,59.629091
45,37,40,4,38,23,23,95.84408617019652,61.529614
36,32,44,48,36,36,4,95.14726948738098,61.240485
43,34,32,46,29,50,49,95.97311186790466,61.155022
28,12,6,17,12,7,18,95.18956327438354,59.636998
35,40,13,19,14,21,8,95.94757986068726,61.726276
12,4,40,49,35,27,51,95.74234580993652,61.724931
40,7,39,12,34,44,32,96.32533359527588,61.725539
5,48,36,39,20,51,50,95.02190780639648,59.828205
9,29,15,20,35,46,11,74.43957710266113,24.078744
38,46,7,18,33,15,31,95.26475238800047,61.725508
51,21,13,14,36,32,50,96.70636463165285,61.724076
42,32,32,34,12,23,41,96.52353143692017,61.724252
18,23,27,36,32,20,32,94.33959555625916,59.921386
17,29,22,43,34,15,16,95.05705285072328,59.829931
35,15,36,4,28,44,28,96.48003578186037,61.531319
46,10,23,16,30,5,27,73.78645539283752,24.078744
50,31,4,26,14,47,29,96.0893416404724,59.637714
49,49,46,36,33,33,20,96.18297123908997,60.976315
27,13,4,51,28,35,14,95.15412640571594,61.524018
18,13,35,28,17,39,20,95.38552403450012,61.724421
27,48,47,41,37,12,25,94.46515727043152,61.723893
27,5,32,7,50,6,17,96.05836844444276,61.725868
3,42,17,49,22,17,35,74.31668472290039,24.072957
21,31,33,39,13,50,33,94.42192697525024,61.725365
45,26,3,16,49,36,7,74.43268203735352,24.077199
27,51,51,42,13,20,24,94.72976350784302,61.644668
40,34,11,20,5,30,23,74.47142481803894,24.07752
13,10,39,47,9,16,25,73.93338823318481,24.076881
7,14,4,23,24,18,14,94.3835587501526,59.630249
19,19,10,41,38,19,30,74.24053931236267,24.07749
13,42,13,36,25,51,23,95.2416775226593,61.72065
16,10,7,16,26,39,27,72.40183067321777,24.07251
27,23,29,12,34,49,27,95.09825730323792,61.724901
23,33,25,41,47,20,50,94.7069890499115,61.429272
11,49,16,46,22,3,39,74.32519912719727,24.073073
29,20,31,5,22,47,16,96.12728595733644,59.63649
39,44,15,34,23,52,14,96.1219081878662,61.726277
20,51,50,44,31,18,19,94.9379494190216,61.060559
19,10,33,37,25,33,51,73.97100305557251,24.076233
13,24,38,46,33,38,37,94.7982976436615,59.83242
15,11,21,31,11,36,52,74.1307590007782,24.078289
28,20,28,37,29,31,8,94.40108227729796,61.25214
35,41,36,35,40,19,8,91.76355004310608,61.646843
22,41,39,38,17,44,32,95.67957019805908,61.684784
46,6,50,15,27,51,18,95.70718479156494,59.832748
32,16,17,46,27,8,14,94.47946000099182,61.7249
25,52,26,36,4,44,45,95.48303937911987,61.726276
31,22,15,29,4,40,46,96.11661076545715,61.724251
31,22,40,30,43,18,22,95.72237014770508,61.057069
41,16,17,15,7,13,47,95.49762845039368,59.83178
10,27,18,47,6,30,30,74.60264301300049,24.073063
5,44,42,26,43,6,22,95.3573443889618,59.83113
39,29,10,49,41,12,40,74.36588287353516,24.077201
28,52,31,16,20,4,37,95.6858401298523,61.718838
26,42,45,51,44,14,41,94.22672843933104,59.831332
40,11,32,49,20,39,44,74.13150835037231,24.076402
34,45,23,34,16,52,8,91.29156422615053,61.719544
23,33,20,16,41,25,27,95.26055192947388,59.827007
11,34,18,47,31,50,22,74.32688546180725,24.07785
9,20,27,44,46,9,32,74.05890488624573,24.079224
50,32,40,31,29,23,6,95.9718964099884,59.828298
8,11,46,43,52,9,30,74.29551100730896,24.077199
9,12,14,41,12,16,13,74.30529928207397,24.077489
3,20,45,13,15,37,12,74.11688280105591,24.076401
14,50,6,44,48,39,36,95.5613853931427,59.635942
7,25,39,26,38,52,52,95.418151140213,61.726307
13,40,4,26,8,26,28,95.29878878593443,59.636849
13,36,12,30,50,43,20,94.8293595314026,59.831525
18,8,21,26,30,6,37,94.26124548912048,61.725218
22,15,47,24,37,4,44,95.85287761688232,61.726307
43,13,39,29,7,39,13,95.34793186187744,61.72422
37,12,16,31,52,4,34,94.9487874507904,61.725539
20,41,23,48,17,50,51,94.91833281517027,61.726277
34,9,47,13,52,48,13,73.90257430076599,24.078713
36,52,24,29,36,19,12,95.51354312896729,61.724452
43,11,5,25,39,41,41,74.11595892906189,24.078288
26,30,8,24,40,8,17,95.36605525016785,61.723161
30,31,46,19,31,30,22,95.54977369308472,61.724645
29,27,14,14,4,34,51,95.73894238471983,59.825772
36,18,10,50,18,33,20,73.96197748184204,24.078714
29,37,52,29,50,4,45,91.63074040412904,61.725508
28,26,11,50,32,36,44,74.39145398139954,24.07749
36,24,29,6,19,15,21,96.26798272132874,59.63691
10,40,4,48,47,4,45,74.61948084831238,24.078287
37,18,22,26,12,39,18,96.20622229576112,61.723993
52,47,48,31,49,20,41,95.83036494255066,61.302059
49,41,29,15,52,35,28,95.47775220870972,59.83242
50,8,17,14,23,14,45,95.61157059669496,61.725539
29,43,24,20,17,36,12,94.55483651161194,61.725189
45,32,30,44,16,23,17,96.85290360450745,61.155476
29,32,27,6,44,5,50,96.14010953903198,59.636549
16,25,17,18,43,40,18,94.90400171279909,61.720828
41,44,37,33,39,51,46,96.03488039970398,61.158497
6,20,48,18,29,36,43,95.35760474205016,61.723537
10,32,11,19,9,6,35,73.82716584205627,24.079255
19,18,16,51,18,21,49,95.65157437324524,61.724901
41,35,40,48,42,48,7,95.48812961578368,61.159766
27,42,26,12,32,8,37,96.13518404960632,61.723863
35,6,15,37,47,39,25,96.13273286819458,61.726276
13,12,19,17,7,28,50,94.66622519493104,61.726732
22,3,4,21,18,51,49,74.16040372848511,24.078743
52,16,43,37,42,27,48,96.33824825286864,61.656919
25,39,43,21,16,35,25,94.6939823627472,61.723077
11,50,15,18,12,25,33,74.54717969894409,24.078289
23,43,29,41,30,45,52,95.3726909160614,61.055122
21,36,35,20,42,28,26,94.82811284065248,59.828134
23,37,45,5,40,6,34,95.89746618270874,59.631558
42,49,47,31,45,27,21,96.49558329582214,60.98349
29,43,52,17,29,42,51,96.04255771636964,61.724676
43,13,47,17,5,27,6,96.51300311088562,61.724899
16,4,10,17,31,8,8,74.34037351608276,24.078711
6,43,26,12,41,44,15,95.56423091888428,61.7249
29,17,28,52,31,45,7,94.78465914726256,61.722449
6,45,10,5,34,7,20,74.29709362983704,24.077167
16,44,10,4,27,10,23,73.97720503807068,24.074705
