MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,lne,CPU,F32,5.66,1.9,4.2,16.6,2.4,157.0,0.0,159.4,6.3,65361.5,6.5,2.2,6.4,2.0,2.0,2.0,68.6,0.0,0.0,42.1,40.9,8.4,0.7
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,onnxruntime,CPU,F32,5.66,1.9,4.2,16.6,2.3,264.8,0.1,267.1,3.7,39003.7,6.3,2.2,6.3,2.0,1.3,2.0,69.0,0.0,0.0,42.4,41.2,8.3,0.4
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,lne,GPU/CPU,F32,5.66,1.9,4.2,16.6,5.5,52.9,0.1,58.4,17.1,178460.2,13.1,6.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.5,37.5,9.2,1.8
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,NPU/GPU,S8,5.66,1.9,4.2,4.2,3.1,35.3,0.9,39.3,25.4,265138.9,16.1,7.0,9.7,3.0,2.0,2.0,100.0,0.0,3.0,34.5,37.5,9.2,2.6
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,GPU,S8,5.66,1.9,4.2,4.2,4.7,9.5,2.1,16.4,61.1,636762.4,15.9,6.9,9.7,3.0,2.0,2.0,99.9,0.0,0.0,34.5,37.5,9.2,6.3
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,NPU/GPU,F16,5.66,1.9,4.2,8.3,3.4,51.6,0.8,55.8,17.9,186776.2,16.1,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.5,37.5,9.2,1.8
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,GPU,F16,5.66,1.9,4.2,8.3,4.0,10.9,2.0,16.9,59.1,615724.1,16.0,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.5,37.5,9.2,6.1
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,tensorrt,GPU,F32,5.66,1.9,4.2,16.6,4.6,11.6,1.9,18.2,55.0,572766.5,15.9,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.5,37.5,9.2,5.7
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,ncnn,GPU,F16,5.66,1.9,4.2,8.3,4.7,12.5,0.6,17.8,56.3,586275.4,10.4,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.5,37.5,9.2,5.8
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,ncnn,GPU,F32,5.66,1.9,4.2,16.6,3.8,12.7,0.6,17.0,58.7,611199.4,10.4,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.2,37.5,9.2,6.0
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,onnxruntime,CPU,F32,5.66,1.9,4.2,16.6,4.1,443.2,0.2,447.5,2.2,23282.8,9.8,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.2,37.5,9.2,0.2
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,lne,CPU,F32,5.9,0.0,4.1,16.2,0.3,5.5,0.0,5.8,171.1,1782424.2,6.5,2.2,6.4,2.0,1.1,2.0,64.0,0.0,0.0,40.9,40.0,7.6,0.5
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,onnxruntime,CPU,F32,5.9,0.0,4.1,16.2,0.3,37.9,0.1,38.3,26.1,272081.2,6.5,2.2,6.5,2.0,1.0,1.0,68.6,0.0,0.0,40.9,40.2,8.0,0.1
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,lne,GPU/CPU,F32,5.9,0.0,4.1,16.2,0.5,24.8,0.0,25.3,39.5,411254.3,13.6,6.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.1
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,tensorrt,NPU/GPU,S8,5.9,0.0,4.1,4.1,0.6,17.2,0.5,18.3,54.7,570284.8,16.4,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.1
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,tensorrt,GPU,S8,5.9,0.0,4.1,4.1,0.3,5.7,0.7,6.7,149.6,1558624.6,16.2,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.4
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,tensorrt,NPU/GPU,F16,5.9,0.0,4.1,8.1,0.6,24.5,0.5,25.6,39.0,406218.8,14.5,6.4,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.1
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,tensorrt,GPU,F16,5.9,0.0,4.1,8.1,0.6,8.6,0.7,9.8,101.9,1061754.8,16.1,6.9,9.7,3.0,2.0,2.0,99.9,0.0,0.0,34.0,37.5,9.2,0.2
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,tensorrt,GPU,F32,5.9,0.0,4.1,16.2,0.7,13.6,0.8,15.1,66.2,690180.5,16.1,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.2
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,ncnn,GPU,F16,5.9,0.0,4.1,8.1,0.4,9.5,0.4,10.3,97.2,1012735.3,10.5,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.2
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,ncnn,GPU,F32,5.9,0.0,4.1,16.2,0.4,8.3,0.7,9.4,106.2,1106992.3,10.4,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.3
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,onnxruntime,CPU,F32,5.9,0.0,4.1,16.2,0.4,56.4,0.1,56.9,17.6,183144.6,9.8,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,lne,CPU,F32,7.25,0.1,4.1,16.2,0.3,7.1,0.0,7.4,134.6,1402114.4,6.5,2.2,6.5,2.0,1.1,2.0,64.0,0.0,0.0,40.2,39.5,7.6,0.6
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,onnxruntime,CPU,F32,7.25,0.1,4.1,16.2,0.3,39.4,0.1,39.8,25.1,261744.7,6.6,2.2,6.5,2.1,1.0,1.0,68.9,0.0,0.0,40.4,39.5,7.9,0.1
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,tensorrt,NPU/GPU,S8,7.25,0.1,4.1,4.1,0.7,18.4,0.6,19.7,50.7,528650.6,16.0,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,33.8,37.5,9.2,0.2
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,tensorrt,GPU,S8,7.25,0.1,4.1,4.1,0.7,11.2,0.8,12.6,79.1,823732.7,15.9,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,33.5,37.5,9.2,0.3
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,tensorrt,NPU/GPU,F16,7.25,0.1,4.1,8.1,0.5,25.1,0.6,26.2,38.2,397785.3,14.2,6.4,9.7,3.0,2.0,2.0,100.0,0.0,2.0,33.8,37.5,9.2,0.1
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,tensorrt,GPU,F16,7.25,0.1,4.1,8.1,0.6,9.5,0.5,10.6,94.6,985889.6,15.9,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,33.8,37.5,9.2,0.3
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,tensorrt,GPU,F32,7.25,0.1,4.1,16.2,0.4,14.1,0.6,15.1,66.2,690117.5,15.9,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,33.5,37.5,9.2,0.2
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,ncnn,GPU,F16,7.25,0.1,4.1,8.1,1.0,8.9,0.7,10.6,94.7,986274.1,10.2,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.0,37.5,9.2,0.3
