nScenarios,pv_mean,pv_std,load_mean,load_std,sol,time,memory
28,262.66770833333334,270.722787757911,310.025,159.83073859555302,338.53,48.8,162.14
28,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,347.66,49.4,159.82
28,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,377.11,50.3,161.17
28,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,354.95,48.4,161.48
28,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,369.78,47.6,157.48
28,264.95,273.9898732161464,315.43541666666664,165.98518318610968,363.02,47.1,160.66
28,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,372.83,47.7,161.48
28,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,362.95,50.7,161.45
28,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,342.25,47.8,160.71
28,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,350.04,49.6,160.7
28,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,346.24,48.0,161.52
28,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,355.58,48.1,161.92
28,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,385.62,48.6,161.09
28,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,362.99,49.4,160.29
28,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,378.13,49.8,157.2
28,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,371.22,47.7,160.38
28,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,381.23,47.0,161.5
28,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,371.15,48.0,161.17
28,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,350.04,48.4,159.08
28,273.975,282.96677734909684,321.0885416666667,172.01928965828202,354.7,48.7,161.05
28,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,350.85,49.3,157.98
28,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,360.31,49.3,157.42
28,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,390.7,48.3,163.89
28,273.809375,280.5631958958196,324.81875,169.09394597413643,367.8,49.5,159.57
28,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,383.14,48.9,162.94
28,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,376.14,48.7,158.61
28,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,386.26,47.7,162.51
28,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,376.08,46.5,160.88
28,273.975,282.96677734909684,321.0885416666667,172.01928965828202,354.7,47.9,162.37
28,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,342.25,48.3,158.89
28,262.66770833333334,270.722787757911,310.025,159.83073859555302,338.53,48.1,161.52
28,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,347.66,48.3,160.58
28,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,377.11,57.5,159.89
28,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,354.95,63.8,160.32
28,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,369.78,56.8,159.45
28,264.95,273.9898732161464,315.43541666666664,165.98518318610968,363.02,56.8,159.05
28,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,372.83,49.9,158.32
28,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,362.95,48.6,159.42
28,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,342.25,46.3,159.69
28,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,358.57,47.7,155.31
28,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,354.68,48.2,159.02
28,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,364.27,48.9,160.02
28,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,394.95,49.4,160.25
28,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,371.79,47.5,157.25
28,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,387.27,48.0,160.32
28,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,380.22,48.8,160.73
28,276.153125,283.889522215188,332.0708333333334,175.54242181774435,390.44,49.0,160.49
28,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,380.18,49.1,161.0
28,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,358.57,47.5,159.88
28,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,350.04,47.9,159.01
28,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,346.24,47.7,159.11
28,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,355.58,47.2,157.75
28,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,385.62,48.4,163.89
28,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,362.99,50.4,161.11
28,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,378.13,47.5,159.99
28,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,371.22,47.6,160.04
28,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,381.23,49.0,158.49
28,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,371.15,47.9,160.15
28,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,350.04,49.0,159.42
29,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,345.6,49.2,161.95
29,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,341.8,51.1,159.96
29,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,351.09,49.2,161.84
29,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,380.83,49.1,164.73
29,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,358.4,49.0,168.93
29,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,373.36,51.3,157.13
29,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,366.55,49.6,163.12
29,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,376.45,51.2,162.49
29,277.45,278.03394576921715,328.87708333333336,168.0694836959595,366.5,51.2,162.5
29,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,345.6,50.7,165.11
29,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,357.27,50.0,164.45
29,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,353.37,49.4,162.27
29,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,362.94,50.6,162.34
29,272.559375,281.13062858531805,330.23645833333336,174.5874668085406,393.57,49.4,161.75
29,275.97291666666666,282.7801614030937,327.38854166666664,170.42978018196604,370.47,49.9,163.51
29,276.6458333333333,284.9630725040917,330.9583333333333,176.08089503754297,385.91,51.3,161.8
29,275.7604166666667,285.176073344451,328.30625,172.74973999769387,378.86,49.7,161.21
29,275.60625,283.3276514672324,331.42291666666665,175.19885099935175,389.07,49.9,163.73
29,285.85729166666664,286.46240218133033,338.840625,173.1644320786153,378.8,50.5,163.86
29,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,357.27,49.3,162.47
29,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,344.82,49.4,164.86
29,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,341.05,49.5,163.59
29,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,350.29,53.2,161.62
29,264.0125,272.30506378034295,319.8822916666667,169.10803314424462,379.98,50.4,162.63
29,267.3177083333333,273.90808258839,317.12291666666664,165.07831441922664,357.61,50.9,163.31
29,267.9677083333333,276.01756265634305,320.5729166666667,170.5613461724541,372.55,50.5,161.02
29,267.109375,276.2262444831701,318.009375,167.33250398914146,365.74,49.7,159.82
29,266.9625,274.4400948787974,321.03020833333335,169.70052673741645,375.63,49.6,161.14
29,276.8927083333333,277.4744122004735,328.2114583333334,167.72929943674103,365.66,50.4,163.73
29,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,344.82,48.9,165.38
29,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,353.36,50.5,163.02
29,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,349.54,51.0,162.98
29,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,358.94,49.9,163.69
29,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,389.29,51.6,161.48
29,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,366.44,48.7,160.87
29,273.9302083333334,282.16652372010736,327.715625,174.36068598844,381.76,49.5,163.05
29,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,374.77,48.8,164.77
29,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,384.88,49.5,161.57
29,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,374.68,51.1,161.09
29,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,353.36,49.0,162.93
29,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.69,49.4,162.01
29,262.66770833333334,270.722787757911,310.025,159.83073859555302,337.97,50.3,161.09
29,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,347.09,51.8,162.97
29,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,376.55,49.6,164.57
29,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,354.38,50.8,164.63
29,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,369.21,50.1,162.42
29,264.95,273.9898732161464,315.43541666666664,165.98518318610968,362.45,51.0,163.69
29,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,372.26,50.5,162.76
29,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,362.38,49.3,162.52
29,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.69,49.5,161.31
29,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.48,50.4,162.02
29,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,345.67,49.2,162.11
29,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,355.01,48.4,164.11
29,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,385.06,49.4,164.14
29,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,362.42,49.5,163.8
29,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,377.56,50.8,162.35
29,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,370.66,49.2,159.53
29,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,380.67,50.9,162.61
29,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,370.59,50.2,163.53
29,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.48,49.0,161.49
29,273.975,282.96677734909684,321.0885416666667,172.01928965828202,354.13,48.7,161.12
29,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,350.29,50.1,163.06
29,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,359.74,49.9,162.95
29,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,390.13,50.6,159.18
29,273.809375,280.5631958958196,324.81875,169.09394597413643,367.24,49.5,161.78
29,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,382.57,50.0,162.04
29,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,375.57,49.5,162.54
29,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,385.7,50.4,161.7
29,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,375.51,49.5,160.86
29,273.975,282.96677734909684,321.0885416666667,172.01928965828202,354.13,49.5,162.99
29,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.69,50.0,162.82
29,262.66770833333334,270.722787757911,310.025,159.83073859555302,337.97,50.2,164.87
29,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,347.09,51.2,163.86
29,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,376.55,49.1,163.62
29,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,354.38,50.6,162.8
29,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,369.21,50.3,163.39
29,264.95,273.9898732161464,315.43541666666664,165.98518318610968,362.45,49.7,162.17
29,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,372.26,48.8,163.32
29,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,362.38,51.4,161.98
29,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.69,50.9,162.81
29,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,358.0,50.5,163.02
29,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,354.11,48.9,160.7
29,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,363.71,50.3,161.86
29,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,394.38,50.4,163.17
29,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,371.23,49.5,162.71
29,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,386.7,51.2,162.31
29,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,379.66,49.3,163.91
29,276.153125,283.889522215188,332.0708333333334,175.54242181774435,389.88,50.8,164.34
29,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,379.62,51.2,162.76
29,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,358.0,51.0,162.61
29,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.48,50.6,164.46
29,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,345.67,48.8,160.99
29,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,355.01,52.5,160.21
29,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,385.06,49.5,169.96
29,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,362.42,50.6,162.5
29,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,377.56,50.6,161.49
29,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,370.66,49.5,164.05
29,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,380.67,50.4,164.05
29,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,370.59,50.6,163.7
29,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.48,49.6,162.62
30,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,345.16,51.7,165.63
30,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,341.37,53.1,163.33
30,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,350.65,55.5,165.56
30,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,380.39,51.2,160.93
30,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,357.96,51.6,163.51
30,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,372.93,53.6,164.19
30,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,366.11,51.9,164.47
30,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,376.02,53.6,166.78
30,277.45,278.03394576921715,328.87708333333336,168.0694836959595,366.06,52.2,165.23
30,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,345.16,52.7,167.72
30,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,356.83,54.1,165.35
30,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,352.93,53.2,164.91
30,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,362.5,52.8,164.66
30,272.559375,281.13062858531805,330.23645833333336,174.5874668085406,393.13,48.5,162.33
30,275.97291666666666,282.7801614030937,327.38854166666664,170.42978018196604,370.03,52.4,166.46
30,276.6458333333333,284.9630725040917,330.9583333333333,176.08089503754297,385.47,53.5,165.52
30,275.7604166666667,285.176073344451,328.30625,172.74973999769387,378.42,52.2,164.96
30,275.60625,283.3276514672324,331.42291666666665,175.19885099935175,388.63,53.9,166.7
30,285.85729166666664,286.46240218133033,338.840625,173.1644320786153,378.36,53.8,164.34
30,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,356.83,52.5,162.67
30,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,344.39,53.6,162.81
30,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,340.62,52.3,165.21
30,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,349.85,51.5,164.69
30,264.0125,272.30506378034295,319.8822916666667,169.10803314424462,379.55,53.4,164.05
30,267.3177083333333,273.90808258839,317.12291666666664,165.07831441922664,357.17,49.7,164.07
30,267.9677083333333,276.01756265634305,320.5729166666667,170.5613461724541,372.11,53.0,163.97
30,267.109375,276.2262444831701,318.009375,167.33250398914146,365.31,51.6,165.84
30,266.9625,274.4400948787974,321.03020833333335,169.70052673741645,375.2,52.5,165.1
30,276.8927083333333,277.4744122004735,328.2114583333334,167.72929943674103,365.22,53.7,162.82
30,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,344.39,53.6,163.93
30,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,352.92,54.5,163.63
30,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,349.1,12.8,164.86
30,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,358.51,52.5,165.01
30,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,388.85,53.4,164.5
30,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,366.01,53.4,166.71
30,273.9302083333334,282.16652372010736,327.715625,174.36068598844,381.32,53.7,164.48
30,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,374.33,54.3,164.93
30,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,384.44,53.2,163.92
30,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,374.24,52.8,167.0
30,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,352.92,53.0,165.47
30,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.25,53.7,173.97
30,262.66770833333334,270.722787757911,310.025,159.83073859555302,337.53,52.4,162.24
30,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,346.65,52.8,166.04
30,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,376.11,53.4,164.99
30,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,353.94,53.2,164.81
30,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,368.78,54.0,172.82
30,264.95,273.9898732161464,315.43541666666664,165.98518318610968,362.02,53.1,167.51
30,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,371.82,52.4,164.98
30,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,361.94,51.8,163.59
30,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.25,52.3,163.35
30,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.04,52.4,162.21
30,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,345.23,53.2,164.86
30,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,354.58,52.5,166.29
30,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,384.62,52.1,163.83
30,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,361.99,51.7,164.6
30,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,377.12,52.1,171.33
30,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,370.22,52.5,165.18
30,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,380.23,54.1,162.59
30,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,370.15,53.9,161.73
30,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.04,53.8,165.29
30,273.975,282.96677734909684,321.0885416666667,172.01928965828202,353.7,54.1,173.06
30,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,349.85,53.8,167.35
30,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,359.31,52.6,161.65
30,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,389.7,52.1,163.63
30,273.809375,280.5631958958196,324.81875,169.09394597413643,366.8,52.6,164.0
30,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,382.14,52.4,164.55
30,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,375.13,52.0,165.16
30,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,385.26,52.2,165.63
30,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,375.08,52.2,163.97
30,273.975,282.96677734909684,321.0885416666667,172.01928965828202,353.7,52.9,163.95
30,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.25,52.8,163.21
30,262.66770833333334,270.722787757911,310.025,159.83073859555302,337.53,52.4,164.46
30,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,346.65,52.8,164.72
30,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,376.11,53.3,162.45
30,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,353.94,53.4,166.17
30,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,368.78,54.0,165.52
30,264.95,273.9898732161464,315.43541666666664,165.98518318610968,362.02,51.5,168.67
30,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,371.82,52.7,163.59
30,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,361.94,53.2,165.27
30,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,341.25,52.6,163.72
30,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,357.57,55.7,162.37
30,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,353.67,53.7,164.72
30,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,363.27,54.1,166.2
30,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,393.94,54.2,165.66
30,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,370.79,53.6,165.01
30,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,386.26,52.3,165.09
30,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,379.22,54.4,167.06
30,276.153125,283.889522215188,332.0708333333334,175.54242181774435,389.44,50.8,165.61
30,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,379.18,52.2,162.64
30,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,357.57,53.4,165.82
30,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.04,53.2,164.85
30,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,345.23,54.5,164.23
30,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,354.58,52.0,165.09
30,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,384.62,53.2,164.89
30,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,361.99,53.0,166.12
30,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,377.12,53.1,162.82
30,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,370.22,51.3,163.22
30,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,380.23,53.5,164.24
30,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,370.15,51.2,165.93
30,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,349.04,52.1,165.48
31,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,329.84,52.8,168.43
31,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,326.04,54.0,165.06
31,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,335.32,56.3,166.4
31,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,365.07,55.0,169.01
31,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,342.64,54.7,167.44
31,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,357.6,53.9,167.12
31,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,350.79,55.0,166.41
31,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,360.69,54.1,165.6
31,277.45,278.03394576921715,328.87708333333336,168.0694836959595,350.74,55.8,166.55
31,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,329.84,54.2,169.75
31,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,341.51,55.0,169.21
31,273.38645833333334,281.78005925861737,322.67291666666665,166.35985435643136,337.61,55.4,168.01
31,274.5770833333333,282.1960287486219,324.5729166666667,169.57505742244757,347.18,56.1,169.21
31,272.559375,281.13062858531805,330.23645833333336,174.5874668085406,377.81,54.4,168.62
31,275.97291666666666,282.7801614030937,327.38854166666664,170.42978018196604,354.7,55.5,169.17
31,276.6458333333333,284.9630725040917,330.9583333333333,176.08089503754297,370.15,56.5,167.01
31,275.7604166666667,285.176073344451,328.30625,172.74973999769387,363.1,55.7,166.17
31,275.60625,283.3276514672324,331.42291666666665,175.19885099935175,373.31,53.8,167.68
31,285.85729166666664,286.46240218133033,338.840625,173.1644320786153,363.04,53.7,168.17
31,276.13958333333335,285.20777969723474,323.63125,173.37781439226154,341.51,54.2,169.18
31,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,329.06,53.7,163.99
31,264.81458333333336,272.93997736802817,312.5572916666667,161.13607587015267,325.29,53.8,168.4
31,265.96875,273.34187968568625,314.38958333333335,164.2528636731378,334.52,54.6,167.99
31,264.0125,272.30506378034295,319.8822916666667,169.10803314424462,364.22,54.7,167.84
31,267.3177083333333,273.90808258839,317.12291666666664,165.07831441922664,341.85,54.4,168.31
31,267.9677083333333,276.01756265634305,320.5729166666667,170.5613461724541,356.79,55.2,167.06
31,267.109375,276.2262444831701,318.009375,167.33250398914146,349.98,55.5,164.31
31,266.9625,274.4400948787974,321.03020833333335,169.70052673741645,359.87,54.4,168.29
31,276.8927083333333,277.4744122004735,328.2114583333334,167.72929943674103,349.9,55.1,170.13
31,267.4791666666667,276.2596306453506,313.48229166666664,167.93730228545095,329.06,55.5,165.99
31,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,337.6,54.4,166.2
31,270.70520833333336,279.0127044485727,319.5135416666667,164.7270568368271,333.78,54.1,168.67
31,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,343.18,55.5,167.25
31,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,373.53,54.5,169.39
31,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,350.68,55.2,167.6
31,273.9302083333334,282.16652372010736,327.715625,174.36068598844,366.0,56.1,168.9
31,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,359.0,54.6,167.6
31,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,369.12,55.1,167.29
31,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,358.92,53.6,168.63
31,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,337.6,54.4,171.2
31,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,325.93,55.5,168.34
31,262.66770833333334,270.722787757911,310.025,159.83073859555302,322.21,55.4,165.77
31,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,331.33,54.9,169.21
31,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,360.79,56.0,167.23
31,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,338.62,57.8,166.79
31,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,353.45,54.6,168.44
31,264.95,273.9898732161464,315.43541666666664,165.98518318610968,346.69,54.9,166.64
31,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,356.5,55.0,168.43
31,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,346.62,57.6,169.42
31,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,325.93,55.5,165.79
31,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,333.72,56.5,165.98
31,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,329.91,55.7,163.99
31,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,339.25,54.5,166.47
