nScenarios,pv_mean,pv_std,load_mean,load_std,sol,time,memory
3,271.88958333333335,279.4281923556743,321.38437500000003,167.9097663975884,371.7,4.1,72.78
3,269.89166666666665,278.36969672641374,326.9947916666667,172.8776809684811,402.05,4.1,71.98
3,273.2666666666667,280.00975640244314,324.1770833333333,168.75599772006046,379.2,4.4,71.66
3,273.9302083333334,282.16652372010736,327.715625,174.36068598844,394.51,4.1,71.54
3,273.05833333333334,282.38002307273007,325.08958333333334,171.06298089639301,387.52,4.2,71.66
3,272.909375,280.55669698763097,328.1791666666666,173.4850551420464,397.63,4.2,71.79
3,283.05625000000003,283.6477785081423,335.51666666666665,171.46846871623043,387.43,4.9,72.65
3,273.4322916666667,282.4094580181082,320.453125,171.67819396155426,366.12,4.2,71.68
3,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,354.44,4.1,71.52
3,262.66770833333334,270.722787757911,310.025,159.83073859555302,350.73,4.2,71.98
3,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,359.85,4.7,72.47
3,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,389.31,4.2,71.85
3,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,367.14,4.4,71.46
3,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,381.97,4.6,72.09
3,264.95,273.9898732161464,315.43541666666664,165.98518318610968,375.21,5.1,71.87
3,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,385.02,4.1,72.24
3,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,375.14,4.2,72.46
3,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,354.44,4.2,72.33
3,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,362.24,4.4,72.35
3,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,358.43,4.0,70.97
3,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,367.77,4.2,71.93
3,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,397.82,4.1,72.11
3,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,375.18,4.7,71.86
3,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,390.32,4.1,72.17
3,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,383.41,4.1,71.89
3,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,393.42,4.5,72.29
3,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,383.35,4.5,72.38
3,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,362.24,4.0,71.28
3,273.975,282.96677734909684,321.0885416666667,172.01928965828202,366.89,4.1,71.98
3,271.2395833333333,279.56286989660555,320.140625,165.05451598015338,363.04,4.4,72.38
3,272.4270833333333,279.98164913048566,322.0229166666667,168.24446095337896,372.5,4.7,71.98
3,270.42083333333335,278.9222434645641,327.63645833333334,173.22208235852398,402.89,4.0,72.16
3,273.809375,280.5631958958196,324.81875,169.09394597413643,380.0,4.2,72.3
3,274.4739583333333,282.72714991842975,328.3625,174.70186762620293,395.33,3.6,72.37
3,273.6010416666667,282.9397022389781,325.73229166666664,171.40241848181412,388.33,4.6,72.35
3,273.45000000000005,281.1094582186804,328.82604166666664,173.82760212156066,398.45,4.3,71.62
3,283.61354166666666,284.2073119587002,336.1822916666667,171.80865264565384,388.27,4.3,72.73
3,273.975,282.96677734909684,321.0885416666667,172.01928965828202,366.89,4.0,72.48
3,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,354.44,4.2,72.02
3,262.66770833333334,270.722787757911,310.025,159.83073859555302,350.73,5.0,72.18
3,263.81874999999997,271.12750010853597,311.83958333333334,162.92226832601202,359.85,4.4,72.51
3,261.87395833333335,270.0966783875697,317.28229166666665,167.74264948798282,389.31,4.7,72.41
3,265.1541666666667,271.69111671032886,314.55312499999997,163.7424807135716,367.14,4.7,71.53
3,265.79583333333335,273.7816393118895,317.97708333333327,169.1823187417243,381.97,4.4,72.24
3,264.95,273.9898732161464,315.43541666666664,165.98518318610968,375.21,4.3,71.84
3,264.80625000000003,272.2219012177458,318.43333333333334,168.32927841650786,385.02,4.5,71.77
3,274.6489583333334,275.21932163079487,325.55312499999997,166.37352050001138,375.14,4.4,72.83
3,265.31458333333336,274.0186280845271,310.93958333333336,166.5787792101975,354.44,4.3,71.5
3,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,370.76,4.1,71.4
3,273.92604166666666,282.3261567779335,323.303125,166.68160732186692,366.87,4.3,71.81
3,275.1166666666666,282.7454644002073,325.20625,169.90460485991593,376.46,4.2,71.87
3,273.096875,281.67775672933016,330.87916666666666,174.9279499993418,407.14,4.1,72.64
3,276.5208333333333,283.3376221182759,328.02812500000005,170.76124578823803,383.99,4.1,71.8
3,277.18854166666665,285.51789818014316,331.5989583333333,176.42320773662857,399.46,4.1,72.61
3,276.30312499999997,285.7348014524442,328.9458333333334,173.09152619632258,392.41,4.5,71.75
3,276.153125,283.889522215188,332.0708333333334,175.54242181774435,402.64,4.4,70.93
3,286.41562500000003,287.01951128804126,339.50416666666666,173.50535949735257,392.37,4.2,71.65
3,276.68541666666664,285.76609570414934,324.2604166666667,173.71749904608455,370.76,4.3,72.31
3,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,362.24,4.3,71.75
3,268.02708333333334,276.25142249979405,316.3489583333333,163.09529358807873,358.43,4.1,72.15
3,269.1979166666667,276.6617632519169,318.20625,166.24866027812325,367.77,4.2,72.79
3,267.21666666666664,275.6136523237233,323.75937500000003,171.16505592685297,397.82,4.3,72.04
3,270.56354166666665,277.2356380108624,320.97083333333336,167.08612793797565,375.18,4.5,72.36
3,271.2208333333333,279.37235491539286,324.46770833333335,172.63160468585968,390.32,5.1,71.51
3,270.35520833333334,279.5829721320785,321.87083333333334,169.36745919047993,383.41,4.6,72.16
3,270.20625,277.7747753023496,324.92812499999997,171.76406219914293,393.42,4.3,71.91
3,280.253125,280.8408609104114,332.19687500000003,169.76897381265235,383.35,4.2,72.24
3,270.7270833333334,279.61320288002565,317.28541666666666,169.9782939446281,362.24,4.2,71.64
4,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,356.94,5.3,78.22
4,265.3489583333333,273.4901426448766,313.184375,161.46353582680118,353.15,5.4,77.26
4,266.50624999999997,273.8953361583049,315.028125,164.58755882959193,362.43,6.0,77.41
4,264.5416666666667,272.8576096407958,320.5239583333333,169.45243601622138,392.17,5.5,78.46
4,267.8604166666667,274.4615218474648,317.7645833333333,165.4162634204783,369.74,5.4,78.12
4,268.51145833333334,276.57818811240327,321.21979166666665,170.9025286407136,384.71,5.8,77.82
4,267.65208333333334,276.78592321020665,318.65208333333334,167.67194282981987,377.89,5.2,78.76
4,267.503125,274.99285576065614,321.6770833333333,170.0430744933757,387.8,5.5,77.56
4,277.45,278.03394576921715,328.87708333333336,168.0694836959595,377.84,6.1,78.47
4,268.02187499999997,276.81694997293374,314.1177083333333,168.27839903638332,356.94,5.4,78.98
