var_0,var_1,var_2,var_3,var_4,var_5,var_6,time,memory
27,19,31,20,18,31,16,745.11286,61.712928
29,26,15,36,33,27,12,752.1081443,61.733689
18,7,33,31,29,41,46,736.1755457,61.73369
4,16,52,13,33,46,37,732.1436434,61.733689
42,44,26,22,42,29,43,739.7449925,61.718105
49,14,7,24,6,51,47,761.0800188,59.84057
12,21,34,7,42,48,52,740.6724882,61.73369
15,5,44,16,26,25,48,748.8111265,61.73369
31,21,14,6,25,28,15,743.3321688,59.63417
9,52,22,30,42,51,21,587.4605501,19.89649
12,3,19,52,51,40,37,585.7882843,19.896491
12,12,33,5,22,40,22,737.5925655,59.644729
43,48,38,35,24,48,21,749.8510656,61.534019
20,20,20,8,48,33,42,733.8580949,59.84057
15,10,38,25,20,24,32,584.2482264,19.89649
12,13,30,16,41,24,7,728.4658101,61.733689
46,25,40,26,45,21,29,740.0650799,61.039335
43,46,38,30,27,50,18,750.407968,61.065988
15,6,38,17,16,38,21,731.8444974,61.73369
50,50,13,15,22,39,31,743.9623184,61.733689
35,9,5,14,5,39,22,583.842865,19.896491
28,3,44,39,16,13,44,582.7239056,19.89649
27,18,8,14,30,4,50,747.0240271,59.84057
32,12,24,20,47,41,4,751.0902207,61.721722
32,29,43,8,50,37,44,738.2534587,59.84057
13,18,51,32,23,38,49,733.8245378,59.820858
7,22,11,10,47,29,33,592.2531126,19.876779
44,31,39,24,47,37,47,760.3548517,61.540018
43,43,9,20,44,46,8,590.3513935,19.89649
15,44,37,48,34,35,6,725.8503351,59.840569
11,16,47,5,38,35,6,583.8556406,19.896491
4,46,29,17,12,18,44,739.2037463,61.733689
17,21,35,20,36,49,4,746.0233128,61.733689
10,44,17,39,35,24,25,585.9699562,19.89649
47,14,28,24,27,12,15,753.7158985,61.733689
36,20,12,21,5,42,26,747.865941,61.71257
30,8,20,43,46,52,42,723.6361077,61.722425
20,49,24,36,45,45,46,736.2975838,61.121014
15,32,50,51,12,6,15,735.5641162,61.721721
16,27,14,17,27,26,30,732.9794407,61.728058
52,18,24,21,32,28,37,730.2012894,61.725927
46,16,21,31,33,34,42,753.5447476,61.73369
32,6,52,12,38,45,13,745.0803351,59.840569
27,25,51,25,28,20,37,737.5232718,61.681855
46,28,26,8,21,29,44,740.7354043,59.825082
9,14,28,17,14,36,11,578.703444,19.896491
13,8,34,8,20,35,52,723.4218981,59.822969
33,15,33,48,20,24,28,724.657778,61.73369
14,20,41,42,33,33,27,733.1250832,61.733689
35,50,52,25,28,52,48,741.7076039,61.513388
45,49,41,27,13,33,8,748.5642331,59.840569
46,14,41,47,50,38,16,749.383822,61.16713
22,45,52,18,16,26,49,741.7383595,61.733689
6,15,10,29,33,51,27,584.6605997,19.896491
41,32,47,42,20,40,49,743.328527,61.167903
40,25,35,27,19,45,41,748.6704416,61.282368
10,23,6,51,24,42,52,592.6531179,19.89649
46,3,20,44,13,9,46,586.8278344,19.89649
23,26,19,16,47,5,8,735.9162776,61.721017
3,33,47,50,37,44,10,593.5816739,19.879595
44,46,50,33,30,16,34,745.4294329,61.733689
49,6,51,5,40,12,17,755.6157274,59.64473
51,37,3,50,38,32,32,578.7940209,19.891563
4,9,31,46,9,39,34,574.9935293,19.89649
47,5,4,47,42,31,21,718.0347817,60.831584
40,49,18,45,49,14,26,740.2015817,61.170033
52,33,34,14,40,7,51,750.8281617,61.713978
47,8,22,28,32,25,42,756.1254008,61.732282
3,42,29,51,33,33,15,580.6335595,19.890154
24,34,6,7,19,48,24,749.6786218,59.632058
12,34,46,29,34,8,31,720.8292379,59.840569
25,47,12,4,15,24,18,732.1480038,61.535033
16,50,46,19,13,24,31,728.6396327,59.827898
41,12,11,38,27,45,41,587.8831594,19.89649
38,22,23,26,51,15,50,749.6239874,61.71257
37,43,15,46,46,47,12,745.6618171,61.168557
16,44,16,41,6,39,27,741.414187,61.73369
31,47,36,41,5,25,37,731.6281378,59.84057
29,7,21,48,40,44,13,729.6964221,61.733689
33,19,18,39,52,8,4,738.0359981,61.642575
5,15,22,39,5,8,48,735.1277399,61.73369
38,21,38,32,23,8,31,745.2593715,60.45277
17,51,24,36,49,7,39,732.5773132,61.714682
39,21,22,51,35,22,25,736.9143758,61.173843
43,3,45,26,41,23,7,578.0435567,19.896491
41,49,37,33,5,26,43,752.6290014,60.325534
11,8,37,28,41,50,47,585.8953164,19.886634
33,46,51,34,4,44,25,742.7201841,57.918168
48,10,14,52,24,5,29,584.2621691,19.896491
35,19,21,46,12,52,38,737.6460521,61.200459
10,52,14,40,37,46,24,594.8657944,19.89649
41,37,8,50,31,17,17,758.0950553,61.170099
10,8,44,7,28,7,28,578.7728455,19.896491
31,3,19,3,38,5,9,582.9531267,19.89649
26,22,41,52,36,50,51,731.0798047,61.198653
45,36,34,13,27,30,51,744.8923821,61.725242
3,40,12,14,15,34,12,584.3475752,19.89649
20,10,52,42,13,47,39,583.9948907,19.896491
31,34,43,28,45,23,33,735.5666101,61.114555
10,39,16,3,45,38,51,576.1745672,19.896491
47,11,52,3,16,25,37,584.1183295,19.896491
31,4,34,52,20,41,12,724.0219338,61.733689
26,49,34,29,22,23,35,726.5100043,60.749968
29,8,25,19,45,7,18,728.6036124,61.723129
50,35,22,49,32,45,38,746.5337503,61.167583
16,27,48,28,26,30,37,709.3779216,61.73318
5,7,35,32,40,5,42,720.3331957,61.733689
19,30,52,35,37,26,29,727.040657,60.846199
3,33,3,38,37,29,9,579.178174,19.89649
27,34,11,5,35,13,49,578.9437985,19.89649
30,35,31,38,20,48,4,730.8629,61.732281
13,9,35,35,13,49,19,570.9749982,19.876778
51,27,44,18,30,16,33,740.0417054,61.73369
37,11,36,49,50,26,31,582.4405944,19.89649
6,24,18,47,16,4,43,727.0743887,59.84057
40,19,17,29,31,39,52,739.4440377,61.73369
32,12,35,23,34,29,43,745.4995012,61.728058
46,28,30,24,31,44,30,759.4157238,61.535844
52,51,28,40,19,38,35,745.2472985,61.219956
13,31,24,41,34,33,12,731.6603129,59.840569
33,20,12,49,24,32,34,737.0048325,59.881074
36,11,33,16,19,25,8,597.1582606,19.876074
15,40,21,7,13,45,36,752.8934932,61.733689
5,36,27,49,52,26,21,737.3320916,59.840569
12,39,50,7,13,7,23,760.6722953,61.71961
7,25,10,50,38,39,52,588.3004639,19.896491
21,18,24,52,42,49,40,734.8215604,61.576769
49,25,40,33,4,26,25,767.3053854,61.733689
24,22,13,33,5,43,13,748.0371358,61.717497
40,17,14,47,52,37,39,749.9636843,61.181604
43,14,16,22,14,48,32,751.8464038,60.327836
42,32,26,14,24,18,32,726.5733085,59.84057
26,51,6,33,7,35,13,727.4897413,59.644729
47,4,36,19,16,14,37,746.6752832,61.73369
13,7,50,4,49,48,41,725.5988259,61.516729
38,15,43,43,19,29,48,745.1733882,61.153675
31,41,20,40,32,47,41,740.3731453,61.730873
8,5,26,23,18,48,38,723.1383729,61.733689
38,29,50,24,41,21,32,752.574811,61.612598
11,34,36,26,24,49,44,575.80106,19.896491
7,22,12,50,6,48,48,722.6969674,61.732282
23,34,11,33,5,3,10,572.7369993,19.89649
41,6,36,45,38,51,17,739.9879851,61.128647
8,15,43,16,48,50,52,728.5765772,59.81945
37,14,21,51,29,41,8,735.8691449,61.148792
5,50,9,27,45,5,3,561.0677569,19.885226
21,18,33,48,28,15,20,717.7315998,59.840569
12,11,24,22,7,17,26,572.1428788,19.893675
26,45,52,39,41,42,7,730.9575279,61.71257
9,41,10,44,27,40,9,583.5325792,19.89649
50,35,29,6,45,13,35,743.2581515,59.631354
42,33,16,42,8,41,39,712.3207569,61.153972
12,46,49,41,49,43,34,708.2953825,61.733689
18,27,48,12,33,50,15,723.6882262,61.733689
26,17,6,17,27,5,37,724.1863084,59.644729
25,16,14,50,23,42,20,719.6809728,59.84057
18,41,39,30,33,25,28,720.5908182,59.882124
15,48,11,41,34,52,12,576.0237646,19.896491
9,37,49,27,43,19,19,576.0152366,19.896491
34,36,28,50,12,48,44,722.6131115,61.603831
39,10,47,45,9,51,52,573.3329091,19.896491
50,41,19,23,19,52,7,742.3090878,61.733689
38,11,14,5,10,44,8,563.8122377,19.890859
8,31,19,14,45,38,20,722.6656096,61.733689
14,23,31,14,27,38,27,684.4432125,59.84057
41,38,6,35,6,8,44,730.7085497,59.595881
31,19,10,48,25,35,20,562.779135,19.878186
51,38,27,15,18,6,16,725.8562682,59.840569
40,47,32,47,19,18,35,726.993649,61.164944
16,4,30,18,52,33,33,721.3441958,59.830009
15,5,38,24,43,34,42,716.846889,59.83353
38,33,9,49,7,17,47,568.9092944,19.878187
12,14,18,47,51,15,26,711.0624971,61.73369
5,23,16,30,7,29,18,701.9384139,59.823674
49,11,11,27,52,30,45,574.0418153,19.89649
19,12,38,8,7,37,50,732.4676445,59.84057
8,34,17,20,30,28,4,704.6294279,61.724537
7,41,5,33,21,31,42,724.1768093,61.53785
35,23,51,33,41,27,23,734.4661055,61.240895
9,8,34,21,41,31,44,583.5541124,19.896491
30,47,36,38,22,45,41,720.1478932,61.177541
6,12,25,18,46,19,14,731.3796279,61.714681
13,19,26,15,14,45,31,742.0792012,59.840569
38,51,29,12,51,29,33,753.2638931,61.725241
11,41,44,50,10,48,9,579.7130399,19.896491
26,34,26,26,33,38,25,709.2351298,61.064025
20,3,45,44,9,42,9,582.3909523,19.882411
11,9,36,20,26,25,7,581.5677826,19.896491
47,25,11,52,50,38,24,583.1328201,19.89649
49,29,7,52,20,6,14,740.3467705,61.169824
47,10,38,36,48,36,27,585.294246,19.892266
16,37,33,29,4,8,14,740.6717372,61.71257
25,27,19,36,18,6,31,743.1198025,59.840569
47,41,48,32,46,26,43,744.8224962,61.203087
52,39,26,44,23,21,37,762.9222212,61.163238
51,16,45,50,34,44,32,764.6376212,61.165197
43,45,3,3,50,4,27,581.0693147,19.890154
42,42,36,17,6,41,28,734.7762475,59.840569
45,26,26,36,44,16,13,757.7987943,61.321454
32,20,29,17,26,40,20,748.7341356,61.733689
8,31,32,41,19,17,38,723.787771,59.84057
41,33,3,25,52,5,10,582.5811286,19.89649
43,22,22,23,25,38,33,748.4023008,59.688229
34,17,4,8,39,26,51,734.2023039,61.53785
43,51,43,24,12,8,18,747.4020102,61.73369
49,12,42,37,40,45,5,767.9744084,61.733689
10,42,39,40,52,35,27,570.7870054,19.89649
30,13,23,42,25,19,36,739.2181809,61.733689
36,14,49,47,30,4,30,726.9842346,61.733689
20,37,21,35,41,49,17,729.9383647,61.73369
5,15,44,14,42,31,30,729.9394009,59.840569
7,12,14,18,46,46,15,733.667944,61.73369
40,19,39,24,25,23,28,737.5299151,60.285682
10,41,46,9,36,36,43,577.486542,19.896491
43,26,28,34,16,35,16,748.3335347,61.713175
6,28,22,28,28,18,41,726.4877512,61.733689
10,45,22,21,27,3,48,569.9273136,19.894378
15,3,33,9,36,37,7,577.2081065,19.89649
29,34,36,33,25,26,45,727.3713784,61.237364
23,34,51,8,26,25,38,730.8707812,59.84057
16,27,16,38,28,42,36,726.439672,61.726649
11,7,21,39,25,11,36,567.4436831,19.896491
12,37,42,18,22,37,41,712.8011134,59.839161
49,52,43,8,28,37,47,742.4970171,59.828601
44,38,43,20,31,51,52,730.5223544,59.83353
43,44,13,19,4,26,22,746.7134719,61.72665
11,13,45,14,20,42,37,577.3650179,19.89649
46,33,20,15,6,36,36,737.8993108,59.84057
35,17,47,50,23,28,43,722.4790709,60.97629
37,38,43,38,19,7,42,753.9006536,60.314718
52,31,44,20,34,31,52,737.5356379,59.837753
26,28,38,17,43,52,49,747.6337256,61.733689
26,23,39,33,30,43,15,724.5197344,59.840569
41,9,22,48,30,14,32,594.7261147,19.89649
32,11,17,15,18,3,41,593.6700296,19.896491
39,38,32,22,26,17,27,744.5435498,61.69088
7,21,27,28,8,52,31,732.1949997,61.733689
11,26,43,35,25,33,24,583.1812689,19.896491
38,47,45,27,38,38,19,748.1004059,61.711885
5,7,4,4,52,20,15,741.4357152,59.448889
33,47,32,16,41,46,7,742.4351201,61.733689
39,22,14,20,38,33,19,742.6152966,61.73369
26,35,5,20,23,28,23,743.8303988,61.53785
10,33,52,33,25,42,25,582.1989441,19.89649
14,47,50,22,40,24,5,715.2810261,61.724538
3,19,48,13,7,6,24,577.8323669,19.896491
51,26,40,23,27,49,7,752.3490407,61.733689
34,40,9,52,30,36,25,579.831785,19.892266
45,8,25,51,49,43,22,743.2839446,61.167752
24,9,52,50,11,36,13,577.2673213,19.89649
13,51,30,6,18,17,13,739.9178164,59.644729
47,42,15,18,48,50,19,741.5199502,61.716089
39,47,40,38,25,6,49,737.3920901,60.272504
12,38,32,5,48,26,22,737.8809006,59.64473
10,41,15,4,27,46,5,583.5976696,19.89649
47,9,48,19,40,23,40,577.3847508,19.89649
34,50,16,24,25,37,44,736.2003708,61.718202
24,32,46,25,46,14,17,723.2611265,61.716793
14,3,20,41,37,27,15,576.2434018,19.893675
27,41,45,24,16,35,31,737.4110684,61.733689
8,35,6,29,40,30,37,718.9513605,59.64473
36,10,24,52,6,41,26,577.0054152,19.896491
28,25,28,46,37,37,36,731.8869956,61.04654
40,40,5,40,7,22,40,702.3274202,60.129516
34,41,14,36,16,17,51,732.5298088,60.372412
47,21,40,16,36,37,48,742.7166474,59.826489
10,40,28,11,11,28,20,568.745868,19.89649
48,5,17,22,30,48,16,741.8775463,61.721017
9,21,18,51,40,16,28,589.354398,19.896491
36,52,48,20,13,19,44,740.8291829,61.111557
52,15,16,13,43,30,20,742.0231311,61.733689
49,10,3,11,35,12,18,578.6766012,19.89649
36,24,24,18,47,7,38,743.7552621,61.72665
36,47,32,6,51,48,22,735.7663956,59.64473
51,36,39,7,38,44,21,745.721349,61.718201
30,36,39,36,48,42,21,723.1388426,60.810455
30,10,17,26,13,49,41,567.9455206,19.896491
11,44,29,7,13,43,6,569.2041647,19.89649
49,22,29,46,44,44,34,763.4211431,61.163134
14,40,8,19,35,35,25,735.5662019,61.728761
32,41,8,21,16,19,37,732.2199678,59.820857
46,23,31,6,45,30,12,752.6888676,59.64473
14,16,7,13,31,34,30,743.6128387,59.834234
35,39,6,33,32,47,28,738.5552909,59.64473
46,47,16,14,44,8,32,741.2681618,61.73369
7,29,24,19,37,27,41,720.4832287,61.733689
26,42,22,8,14,40,36,725.3765557,59.820858
6,49,41,51,19,50,49,738.1441243,61.733689
22,35,17,37,40,47,37,724.8694315,61.653169
50,31,17,31,43,32,41,730.9900289,61.733689
6,13,5,30,31,26,34,721.3260112,59.64473
50,22,17,18,51,21,28,743.5829399,61.724538
50,43,28,5,19,12,6,734.9037678,59.644729
12,13,10,9,3,30,8,588.9343607,19.896491
48,45,52,21,8,8,22,739.4286823,61.733689
37,28,39,29,34,45,43,740.5479615,61.162998
4,39,37,7,43,45,18,733.7794909,61.733689
34,23,19,52,48,27,14,723.0636902,60.952403
21,39,13,30,35,12,15,741.8867629,61.733689
45,28,48,47,27,46,28,748.274966,61.150172
25,4,16,38,7,21,51,720.9320164,61.73369
12,46,34,50,52,46,18,722.7303164,61.73369
44,29,39,16,13,39,28,758.2804246,61.039599
38,3,39,26,5,26,16,576.9887638,19.89649
17,45,27,42,18,26,12,731.2034016,61.733689
35,7,47,7,50,32,31,741.9174962,61.725242
8,39,34,8,29,49,29,693.9119771,59.830713
41,5,42,44,44,18,27,726.6245725,61.18779
15,12,14,17,26,44,5,720.690088,61.73369
29,6,13,29,36,17,24,680.2417035,61.73369
32,23,51,35,38,49,27,735.0742674,60.964572
12,37,52,36,19,30,48,713.2714796,61.729466
32,22,8,30,18,17,18,729.6504171,61.726649
39,45,14,44,32,15,31,723.3737047,61.165377
39,28,10,41,12,34,35,565.2126055,19.89649
52,19,41,44,47,24,36,739.0485771,61.149281
46,34,39,38,17,34,33,735.152874,60.92896
5,26,27,43,30,33,52,718.4300282,59.824378
20,32,25,44,41,39,12,712.0064592,61.717498
14,15,36,38,44,7,50,727.4546747,61.73369
29,4,40,24,22,7,12,734.5303428,61.733689
42,3,20,21,17,45,17,574.0566912,19.89649
25,18,10,35,7,21,48,579.3128972,19.89649
34,14,48,12,27,42,37,731.8948457,61.725241
8,25,26,6,20,28,31,732.6989281,59.64473
25,11,21,10,7,37,37,568.14169,19.89649
6,38,19,38,22,19,20,730.5603678,61.73369
31,10,27,24,27,34,16,568.6755409,19.896491
20,21,11,16,39,31,43,579.2911415,19.883818
19,44,23,26,30,36,34,730.6366665,60.913018
20,16,13,22,23,21,42,736.7135141,61.71609
22,52,40,49,35,5,14,723.8950562,59.840569
26,39,33,31,49,28,51,720.8526933,61.163607
10,14,22,15,21,26,4,581.196677,19.883819
4,37,43,49,40,46,48,724.0408142,61.73369
40,18,39,38,19,6,16,735.0240204,58.540698
46,50,36,40,21,16,39,737.4794507,61.171604
38,20,8,21,17,46,23,723.3723178,59.840569
12,30,10,26,46,33,52,567.4051507,19.876779
11,33,41,3,37,8,21,541.817034,19.904693
9,32,11,25,7,16,18,543.2362664,19.901429
9,44,26,13,20,17,27,551.1138654,19.900613
52,10,36,20,43,34,7,553.5315156,19.910238
33,15,24,18,22,30,4,674.2685549,61.747549
6,42,16,51,19,21,47,674.9923315,61.747493
35,40,37,32,12,31,45,689.7505178,61.746957
17,21,38,19,34,4,36,689.7853744,61.747773
30,31,46,19,31,30,22,693.5986369,61.740428
30,34,14,48,35,23,40,698.8369298,61.743692
51,47,24,48,45,12,19,707.2787147,61.178684
44,37,39,43,15,5,12,712.6764746,61.182741
50,13,11,50,14,28,19,494.4732497,19.882731
10,3,12,4,43,31,23,518.7384849,19.902074
11,30,6,18,49,35,10,513.3238819,19.902074
10,51,17,24,46,31,20,522.8980782,19.882195
52,11,31,24,51,29,48,520.182534,19.886611
10,24,42,14,48,51,49,520.1144102,19.884467
4,46,18,18,50,41,35,649.4698424,61.718322
7,36,40,7,13,49,4,623.8803732,61.739441
44,37,15,25,4,19,7,661.5911555,61.739441
12,44,6,24,8,40,17,656.6812205,59.650481
49,36,25,45,43,37,17,673.4900291,61.174601
34,6,52,8,49,48,6,656.6021588,59.831762
4,13,33,48,19,30,24,648.3810668,61.722074
31,40,22,39,17,49,46,653.6748364,61.70024
18,39,8,23,19,46,27,661.834856,61.739441
17,6,14,44,45,21,38,654.7222378,61.723274
42,52,31,24,47,24,37,672.3894627,61.564093
36,10,6,12,41,6,48,503.8156302,19.896491
39,15,28,18,42,34,46,668.330636,61.73369
47,34,44,16,7,24,49,663.5338898,61.730081
4,24,28,27,29,43,37,645.1074498,61.733297
29,5,30,17,19,50,27,658.4352903,61.732761
16,4,10,17,31,8,8,522.6724353,19.89449
24,39,5,13,38,30,14,657.1067159,57.75161
15,17,12,21,50,7,4,635.136384,59.84057
8,49,28,52,32,22,37,643.4916327,59.84057
35,43,9,17,16,32,51,510.6871018,19.896491
17,14,9,43,23,41,16,513.5308549,19.89649
18,25,9,40,33,47,3,519.77233,19.896491
44,28,27,34,40,5,36,659.6506295,61.664905
30,29,12,38,14,8,15,661.816416,61.727937
48,51,42,13,16,32,29,670.3827043,61.73369
16,18,26,8,52,15,37,655.403496,59.840569
37,35,11,52,18,42,21,511.926244,19.898003
22,52,37,41,20,19,48,656.9116673,61.71515
42,3,45,49,12,41,29,523.0617149,19.896658
3,38,4,6,14,52,44,527.9781036,19.896826
20,38,6,32,18,22,20,655.9026935,59.648762
24,5,23,46,41,6,37,651.5522282,59.840569
47,5,9,21,33,7,9,529.3627932,19.899179
47,29,4,44,15,13,36,683.1319849,60.832611
49,23,16,32,28,19,30,668.3571124,59.840569
27,7,40,17,12,16,30,678.8405168,59.844266
50,14,4,21,6,18,49,666.44081,59.644729
34,43,40,36,48,25,17,669.6301355,61.623128
41,24,43,52,33,46,49,650.9945931,61.169871
9,16,38,38,42,29,13,518.7767873,19.898675
14,31,31,33,28,35,24,655.1663861,61.733689
22,28,16,6,29,33,39,664.2321439,59.644729
23,47,24,16,27,37,40,672.4348328,59.836426
49,20,43,17,46,17,26,671.9241083,61.725793
32,9,32,19,36,39,6,515.6496553,19.882954
30,25,49,5,44,46,48,666.3786485,59.642194
6,15,4,35,45,30,33,645.7714844,59.644778
33,18,31,27,43,5,16,661.2404349,61.722969
7,24,8,29,40,13,30,666.2589705,61.731154
41,38,31,44,23,12,37,678.6524384,61.158167
22,10,5,20,46,33,50,512.1957235,19.896491
38,38,35,45,26,18,38,663.7746813,61.157013
46,35,52,12,52,34,51,666.5163014,61.727938
51,8,42,49,48,20,38,676.1797199,61.17679
6,37,43,14,36,4,40,660.0018146,59.833745
20,25,28,36,52,37,50,662.0049226,61.134926
34,49,29,4,4,45,13,664.8756921,61.522033
15,11,28,5,36,52,16,526.7940094,19.89649
16,26,15,21,37,16,36,673.0901313,61.73369
43,29,51,31,25,26,48,658.1520402,61.21454
45,10,16,25,11,47,8,505.372036,19.89649
25,7,45,42,29,25,48,656.4017463,61.733689
38,28,31,27,25,22,49,662.1766429,61.008614
32,36,23,52,20,31,12,654.1094418,61.729096
31,13,36,31,48,13,30,623.8003507,59.84057
43,14,50,36,13,23,12,676.3619928,61.350543
34,44,31,37,39,36,23,652.2136097,61.093795
51,31,34,18,27,39,29,663.3983147,61.73369
37,19,23,31,51,6,38,666.1891868,61.733689
14,8,39,13,16,51,39,651.4474936,59.84057
48,5,49,27,43,18,33,666.3883488,61.73369
6,51,21,20,32,6,52,651.2577856,61.733689
49,9,13,32,47,22,25,503.4173288,19.89649
34,6,4,41,40,39,7,653.0943124,59.644729
40,32,43,27,17,13,46,660.7369585,61.712854
24,14,22,41,24,25,36,643.4508169,61.275493
47,9,47,41,13,44,46,515.5118144,19.877955
10,37,51,4,43,42,22,519.1270654,19.883051
49,13,11,46,6,46,29,512.6857295,19.880603
48,13,51,52,37,28,39,664.9897857,61.150542
8,49,14,44,27,20,32,642.6928823,59.824682
15,50,26,51,25,33,13,641.5794489,60.407867
10,51,21,17,45,30,33,510.1707075,19.89649
38,26,52,42,21,6,18,662.216996,61.170681
38,37,13,33,18,40,50,663.4291101,61.722362
5,48,36,39,20,51,50,642.2183912,59.841578
39,9,40,52,41,45,24,515.047662,19.896826
7,17,16,18,31,26,50,644.2422993,61.733689
42,33,47,33,41,49,28,661.143796,61.161746
51,10,28,36,32,30,29,509.9641166,19.89649
52,23,24,46,47,7,40,665.7977147,61.173367
39,46,13,50,38,19,51,664.4584837,61.151534
11,26,45,46,7,25,35,511.8196366,19.895026
50,4,21,39,33,5,52,663.9118381,61.729065
51,32,45,38,37,31,26,665.6487789,61.224286
34,44,29,52,36,8,18,655.808187,61.226564
4,18,17,35,12,23,4,656.3724613,61.73369
37,12,20,14,22,17,36,657.3390481,59.84057
52,21,5,16,33,47,47,659.9805644,59.638529
22,30,22,26,25,14,21,656.9111049,59.84057
46,43,52,40,6,12,41,677.0137084,60.827892
50,7,41,4,29,48,33,665.6414716,61.536385
5,9,44,32,15,30,4,513.9506977,19.887642
24,48,26,31,49,25,36,653.7092147,61.144817
28,11,16,16,15,33,32,514.4299371,19.88677
16,21,12,43,35,14,15,651.072587,61.733297
35,44,21,25,6,33,30,660.6494291,61.73369
16,41,15,7,22,40,14,646.7092161,61.733689
10,43,11,20,41,18,10,509.3252869,19.89649
28,20,34,42,43,42,34,653.4406202,61.074679
46,13,11,38,42,15,26,510.8578019,19.896491
17,21,21,33,42,28,19,640.6976442,60.815786
15,26,3,8,47,38,4,504.0856192,19.896491
3,16,45,5,21,4,36,505.008312,19.89649
7,42,4,43,13,22,4,643.1991854,59.64473
42,32,20,12,50,22,44,663.917078,61.73369
23,8,4,32,26,20,47,647.2457759,61.537849
30,13,48,27,23,30,20,643.3827987,61.73369
44,35,19,18,12,16,45,668.8311031,61.73369
13,24,38,46,33,38,37,656.7256591,59.84057
44,23,48,44,30,31,23,632.4431107,61.178861
43,11,27,35,30,38,51,512.6952751,19.896491
20,30,39,6,6,36,36,653.1964672,59.644729
33,43,31,47,23,14,41,660.0694013,61.669011
39,50,30,23,34,29,44,667.1059933,60.992036
10,42,35,36,26,46,21,518.3054025,19.883754
15,27,50,38,19,12,19,667.293453,61.713208
39,11,44,16,25,8,50,521.557646,19.896625
49,42,48,18,13,17,28,678.0985625,61.647191
18,41,39,31,43,7,28,647.7185016,61.725881
51,43,14,44,19,45,19,679.155314,61.164155
9,34,50,14,29,43,32,521.6310761,19.896625
34,45,23,34,16,52,8,621.2437944,61.719641
38,44,3,49,7,33,6,523.1975558,19.896625
13,40,13,39,7,52,23,657.0103657,61.724473
7,50,42,31,47,32,48,646.9531639,61.727825
51,31,37,8,46,20,4,662.8806372,59.823976
16,18,28,15,31,27,33,656.7735314,59.829241
9,3,9,19,38,3,47,506.8256083,19.896677
34,19,3,12,11,36,11,508.8220992,19.896677
12,41,49,44,45,4,39,653.0275218,61.729233
28,35,7,4,19,25,23,658.324121,61.538036
26,20,6,26,6,24,33,623.985456,57.749852
21,31,45,36,8,22,22,635.8907468,61.733876
51,10,21,6,17,24,35,507.6983914,19.896677
15,27,19,46,28,32,22,632.3841555,61.732347
11,52,21,7,32,26,29,514.3640065,19.896677
39,19,15,20,17,4,27,661.9178951,61.733877
30,7,48,45,15,27,7,643.807327,61.73334
37,40,11,51,34,18,42,513.8130534,19.89649
19,19,14,52,26,30,5,636.3771951,61.731228
12,20,13,47,8,6,28,637.4066267,59.840757
43,38,21,39,27,29,27,666.5621452,61.354764
39,3,39,42,45,28,4,505.965471,19.896491
4,13,48,20,23,23,14,640.5411701,61.733689
26,19,51,4,21,28,49,648.9546196,61.537849
11,29,10,29,44,37,24,512.6706896,19.89649
43,48,18,17,27,40,7,653.0261428,61.733689
49,11,42,12,16,38,35,520.1760252,19.89649
50,8,17,14,23,14,45,658.5602944,61.73369
11,31,50,33,26,29,4,523.362771,19.896491
22,12,18,8,34,40,44,650.3211205,59.84057
23,24,24,41,45,29,35,649.4186823,61.09567
19,8,43,38,21,36,44,644.8161299,61.73369
46,13,19,39,24,33,7,667.2154484,59.84057
30,17,29,52,23,13,45,657.8007686,59.830687
21,30,38,43,7,17,18,645.8884068,61.713442
13,36,47,36,4,44,52,648.5527303,61.727522
7,5,24,24,27,21,17,655.350008,61.719777
34,44,12,17,35,23,44,661.9261198,61.731042
9,38,41,11,17,28,13,517.0928547,19.893843
30,24,11,52,11,5,5,513.9598722,19.881922
31,35,8,43,31,30,42,640.738035,59.829473
14,9,42,44,21,25,36,509.7015414,19.878354
11,50,15,18,12,25,33,521.9254994,19.888915
3,48,46,34,7,35,29,511.4419677,19.895251
7,52,6,50,21,7,36,644.4225123,59.636449
3,51,35,16,8,39,20,512.6082973,19.89649
18,38,18,14,16,43,48,646.4467592,59.824545
29,44,5,51,22,47,6,643.8562157,59.644778
49,22,49,24,47,33,39,664.3877301,61.572766
48,23,32,50,21,27,30,662.5579545,61.16447
51,52,44,41,26,31,8,667.3506706,61.190191
45,29,47,48,18,46,29,656.6706929,61.17023
11,34,18,43,34,23,31,516.0646639,19.89649
44,21,36,26,17,21,48,666.4655457,61.698908
22,4,31,32,42,48,49,648.4594514,61.733689
20,41,28,15,37,24,20,647.2225871,59.84057
50,15,12,21,4,49,17,661.1783056,59.84057
23,9,4,12,33,22,11,512.1984301,19.89649
37,13,26,30,36,23,33,655.8759279,59.840569
35,24,12,39,35,6,32,650.7526851,61.517303
44,11,30,51,10,14,30,513.2358582,19.89649
43,17,36,20,13,50,6,660.2082756,61.73369
16,38,21,47,17,44,43,644.1187985,61.73369
41,19,28,30,51,19,26,658.7155538,60.904151
49,7,32,45,22,15,36,681.0087321,61.247015
26,34,22,6,6,13,35,655.909559,59.64473
10,24,32,15,36,32,50,526.2836771,19.89649
22,5,21,16,6,37,16,645.5455811,61.73369
51,16,8,16,51,44,37,663.8920953,61.733689
29,40,50,31,50,44,52,651.2505801,61.167896
10,11,13,30,21,51,25,513.9733911,19.878187
