var_0,var_1,var_2,var_3,time,memory
31,52,14,29,767.5189383,44.923938
30,11,40,37,766.7579913,47.460953
17,14,30,22,748.9622324,47.328276
11,12,10,12,730.5244844,37.225987
4,7,35,6,715.5440462,22.902853
21,7,33,16,753.0453556,47.449622
45,16,13,22,742.4786558,43.020744
48,17,7,20,730.7359207,30.918802
34,49,30,17,756.8844268,47.463109
30,39,40,21,751.1878655,47.461051
43,50,16,16,763.5602212,46.983381
22,48,21,47,761.4549732,47.458515
5,12,34,21,718.7627766,25.817401
51,35,50,31,749.7513945,47.46139
34,14,8,51,739.240694,33.1502
28,12,39,19,747.1187654,47.442713
47,17,40,41,742.554651,47.46102
8,14,37,23,724.3062704,33.213304
18,51,41,27,743.4387581,47.434245
14,14,49,20,729.4339452,44.923603
22,12,19,8,742.0500834,42.166745
27,26,42,25,749.1680875,47.449761
20,18,15,4,749.1779637,34.403663
28,31,24,40,745.5606616,47.441848
21,7,15,28,732.1874475,46.294628
10,6,49,18,736.9260125,37.254095
37,22,51,4,727.3035133,34.415678
25,10,38,12,736.209286,47.209071
7,41,31,50,725.7846019,31.040227
42,38,22,43,745.8771012,47.445051
27,46,13,31,779.8896952,43.020332
14,17,12,15,743.2293453,41.08713
14,14,19,15,747.9017329,44.903536
43,45,42,8,753.9864571,42.189799
47,16,39,18,757.7464297,47.465729
20,50,52,51,757.2822309,47.450357
26,45,11,43,771.4699826,39.172879
38,7,22,46,780.3233154,47.468408
17,25,51,22,796.1772397,47.331413
16,45,29,37,761.3070836,46.989905
36,8,43,16,764.4420433,47.458757
27,39,34,23,767.7581782,47.46897
37,12,13,51,766.2739699,43.028539
21,15,18,46,757.2596846,47.441348
43,16,20,47,766.9819453,47.43924
31,17,18,52,764.9484375,47.440893
25,19,51,37,757.0769982,47.468886
21,33,35,30,766.5562344,47.464406
9,25,27,48,742.7914836,35.284817
17,32,5,7,751.2389145,26.823667
25,33,39,15,773.9094651,47.437399
27,10,51,35,757.8012326,47.468524
15,42,14,24,761.7000351,44.931032
10,18,31,36,756.527626,37.256866
4,46,31,5,748.2787373,23.093992
48,50,48,35,768.1944022,47.461038
41,20,32,9,750.9924645,44.07568
39,15,50,32,750.5623665,47.460281
47,16,25,27,761.966866,47.46063
42,16,31,13,773.1893442,47.433051
22,37,26,14,763.9038506,47.434513
15,10,15,4,755.7265084,34.415643
31,26,35,13,757.4094884,47.43305
48,14,13,18,762.3829231,43.020995
5,28,34,10,742.32867,25.79531
10,26,12,21,765.3304625,37.263723
9,40,23,38,748.9635756,35.282169
32,19,24,50,761.6436703,47.459762
45,50,7,33,757.1531947,30.918828
35,18,26,5,752.67696,36.306457
38,30,16,18,772.11046,46.981873
31,29,47,52,775.0527651,47.460665
23,48,35,7,759.3099937,40.235928
8,6,26,30,744.2548678,33.211143
9,38,29,10,749.9901702,35.259671
10,47,33,4,744.224206,34.414904
31,13,40,29,760.8677952,47.451578
26,16,49,31,750.4531932,47.440885
24,44,32,51,766.729075,47.441483
50,23,51,10,758.051604,45.863083
44,7,11,10,745.9545238,39.156092
48,16,29,49,766.0479856,47.449741
33,40,17,46,769.981488,47.321419
41,31,34,20,761.5409424,47.449384
21,14,21,18,769.3731859,47.439825
12,21,37,38,754.2839134,41.093375
38,22,21,23,771.847517,47.457489
12,44,39,11,764.5813811,41.104824
39,23,22,8,743.035867,42.176587
45,51,12,4,764.531395,34.414825
12,25,29,30,775.9790511,41.089244
15,43,10,6,741.0323224,37.334153
29,10,22,17,772.6023731,47.45098
47,20,32,41,680.9092224,47.459608
11,16,52,20,674.294009,39.192501
7,40,5,11,664.459527,26.711073
44,33,35,22,693.8903747,47.460008
28,5,5,49,653.3547862,26.605445
41,39,14,4,675.1122477,34.415633
8,48,17,48,673.5264628,33.231461
34,51,26,22,671.9850435,47.460893
33,8,34,14,669.1152976,47.434832
6,8,24,34,641.4253376,28.586901
27,29,34,6,658.0114446,38.340519
17,23,38,19,659.4422021,47.328872
37,14,52,19,652.0426483,47.458935
43,8,17,18,668.3756835,47.323997
40,18,39,9,655.2109704,44.075681
32,48,11,28,676.314317,39.173748
51,16,46,10,652.1921895,45.878571
4,33,28,30,636.7851684,23.287405
44,50,17,43,667.5487034,47.326355
50,16,36,32,646.9145362,47.460389
30,33,47,16,626.2392385,47.450044
30,6,49,9,623.9236128,44.100223
49,6,34,30,644.7023108,47.461167
52,35,4,10,619.2158129,21.804175
44,4,42,33,631.9967339,47.460266
32,45,23,39,640.917603,47.438392
20,6,46,4,624.2515571,34.415627
50,45,22,24,633.0534461,47.460771
9,37,27,49,621.2361574,35.282167
33,52,42,37,625.7036507,47.461417
22,15,9,29,625.2248049,35.210346
31,18,13,30,626.5520618,43.020123
27,32,16,45,622.6545682,46.983513
44,22,51,44,610.1485651,47.460145
43,20,34,24,627.7213342,47.460123
45,47,10,29,623.1759205,37.209062
9,37,47,44,604.9314022,35.282174
14,23,16,51,628.739635,44.92489
7,34,19,31,628.8754454,31.040222
6,8,28,15,611.6199012,28.586901
6,22,12,43,512.6649225,28.597086
37,17,51,10,518.2537968,45.881001
27,15,12,5,522.1203585,36.314462
33,35,11,41,525.7877691,39.176983
29,33,41,9,526.42588,44.085454
7,29,47,20,526.7514224,31.052435
43,8,37,50,526.8374701,47.467745
36,44,19,30,526.0463846,47.438513
4,38,9,9,529.4360645,23.125985
7,22,31,16,529.5700226,31.047459
36,33,5,11,530.8352437,26.715624
16,4,39,47,531.5788455,46.926919
16,34,27,18,532.9566624,46.990624
46,26,10,45,534.4470091,37.243916
41,20,25,38,541.3485014,47.471561
26,9,10,37,542.1139688,37.233011
35,16,14,42,542.59413,44.935959
19,45,36,4,543.1809952,34.428548
30,43,37,40,550.2334566,47.473972
41,32,25,26,552.8338616,47.473821
9,20,8,39,535.6741707,33.154302
52,32,35,8,529.6425841,42.191557
36,23,17,52,543.7149637,47.332212
16,22,28,14,566.3979607,46.990464
51,12,52,51,558.4732099,47.466701
8,22,16,16,531.6728683,33.220686
41,10,32,41,555.7488573,47.467355
18,30,43,20,553.5653269,47.440098
45,29,5,37,562.1618574,26.69704
42,35,46,43,559.5501764,47.449511
50,22,26,18,565.5125942,47.46459
22,38,14,51,567.3268459,44.929554
46,39,29,48,564.8985517,47.450438
29,45,26,52,567.2765541,47.446694
22,36,26,4,550.8030241,34.403659
33,15,32,18,552.3397415,47.444858
14,43,7,33,556.5355902,30.903954
36,33,29,22,565.5257182,47.467247
42,34,12,51,547.8374884,41.090839
19,48,34,33,575.8085091,47.418885
30,6,40,40,533.1008556,47.455808
22,52,17,40,557.9432993,47.31945
37,43,41,4,539.3979659,34.414817
48,21,41,12,544.1310546,47.217725
14,32,46,47,540.0648289,44.924329
14,14,10,49,525.0862863,37.230193
8,8,9,40,536.2631736,33.259097
4,15,8,47,547.7798476,23.020281
26,48,17,31,553.6709328,47.326418
11,41,17,14,573.2920213,39.19185
32,50,7,10,553.3054738,30.924278
30,24,37,42,556.3779018,47.459357
19,34,31,50,560.7973204,47.434246
26,26,36,48,573.2230215,47.460722
36,10,17,39,570.4478843,47.322248
41,48,52,43,544.6332386,47.46079
15,32,36,18,565.844856,46.294561
18,32,34,33,569.4011765,47.430702
17,5,24,52,573.9895849,47.327159
42,48,16,36,576.0996981,46.983589
48,28,45,32,540.6768775,47.460409
10,18,46,49,525.1316686,37.256933
20,44,50,9,536.4590528,44.07572
8,39,50,49,548.4214828,33.23476
32,34,14,25,551.9909053,44.927483
52,40,15,34,560.7441919,46.300982
6,22,7,51,570.6975629,28.877687
32,12,47,27,546.3287106,47.461874
10,39,46,11,544.3914006,37.259886
15,37,38,36,550.2444623,46.297009
37,27,35,6,564.4540226,38.342434
36,17,13,47,557.4463482,43.024563
26,23,29,30,556.0546741,47.463202
17,22,49,30,562.0202618,47.329571
29,31,41,10,543.0100777,45.880703
6,30,21,25,573.7903957,28.589938
39,39,52,18,567.2822378,47.460004
22,45,17,4,567.5873911,34.415746
38,33,47,17,576.5423291,47.46307
36,10,51,32,574.6927538,47.463206
33,37,51,44,563.9706006,47.446146
13,15,6,38,568.4168909,28.673117
29,14,46,15,573.2220387,47.42077
48,40,7,40,562.7518656,30.918503
20,21,13,51,575.0748992,43.018692
33,40,19,5,561.8793039,36.306525
16,7,6,13,542.0282652,28.702684
47,38,36,46,562.9377954,47.452775
23,46,22,36,571.3682847,47.452252
35,45,4,5,561.5900595,22.034338
17,5,35,42,562.7920868,47.31466
43,47,42,16,578.6657686,47.440026
5,43,8,31,562.0411251,25.776641
46,48,47,20,576.4607232,47.454259
29,30,18,11,572.2421176,46.765644
9,35,12,50,568.9279549,35.285218
39,51,5,38,564.1217573,26.693551
23,32,9,38,573.0953012,35.22451
19,49,14,6,571.9725273,38.337457
39,45,8,11,589.9252348,33.127754
21,5,7,14,538.7779624,30.929816
15,9,30,39,552.0697515,46.294092
5,16,48,36,536.1908584,25.813263
9,44,31,21,528.8789775,35.28223
4,5,35,27,534.8780971,23.28652
44,44,51,37,538.0970583,47.460164
28,7,42,52,517.287606,47.461199
20,34,10,28,567.6727731,37.230252
46,10,36,41,550.5238559,47.461277
8,25,6,51,542.3999081,28.691785
30,8,33,36,555.395381,47.461728
10,28,38,31,542.6577168,37.256864
8,46,37,38,578.3990538,33.231735
43,38,48,4,542.8282642,34.415745
28,38,8,11,554.7095599,33.138475
39,39,37,10,581.3244286,45.878639
33,35,17,39,561.1987088,47.326413
8,20,19,50,541.5846963,33.231817
38,16,32,42,581.8500328,47.460539
40,22,7,31,563.6304326,30.918899
5,5,37,26,579.3879678,25.80228
34,37,26,19,606.9004276,47.45881
48,27,20,26,609.8468113,47.444501
43,41,29,11,605.910037,46.775136
31,31,25,12,600.9784656,47.209916
12,44,20,45,596.6032562,41.111178
14,25,37,6,603.7764993,38.32895
5,49,45,27,588.1043775,25.799655
6,20,18,7,587.1173992,28.591882
40,16,5,43,590.016422,26.707125
40,28,28,12,606.849277,47.205513
42,37,46,9,604.2273593,44.077815
10,46,15,19,598.0110459,37.259984
8,34,9,24,600.1607025,33.263551
37,24,32,5,609.6681714,36.291328
24,16,8,9,605.8000963,33.105371
27,27,35,29,610.5235984,47.444189
40,45,37,26,620.6896923,47.442162
5,32,14,23,604.2127831,25.8113
22,32,47,8,617.4988663,42.187703
7,4,34,37,596.4497313,30.882368
8,28,46,4,596.7397776,33.252292
20,8,36,30,599.5401154,47.432793
19,19,35,37,608.5927246,47.426322
17,34,40,52,614.316438,47.328708
49,5,12,35,610.1750312,41.109154
44,46,36,38,615.6861506,47.45445
20,30,11,48,608.9041052,39.173711
33,44,40,8,613.8303914,42.183805
12,29,43,46,608.3000038,41.105638
39,49,28,4,596.5337176,34.415746
13,30,30,29,608.1477163,43.02086
50,34,22,37,614.8467903,47.455109
4,14,41,32,598.0868027,23.286582
42,24,41,34,616.1243427,47.458591
52,13,16,36,616.6678326,46.983676
14,35,19,47,606.5049052,44.923794
34,5,19,15,612.6890323,47.434665
10,33,19,15,601.3987954,37.252436
38,38,49,22,608.4449224,47.461536
40,20,11,44,604.6151407,39.173684
7,28,25,12,608.0511284,31.042035
40,10,51,35,612.9549773,47.461064
44,15,49,38,613.9797337,47.461533
6,26,21,46,598.9941704,28.587083
34,49,42,41,607.1609449,47.461191
19,45,24,4,603.8113835,34.415696
24,44,32,31,617.4481719,47.45987
21,46,52,42,616.0889549,47.456878
4,24,5,37,586.9547842,25.801671
17,38,5,32,609.0024383,26.705818
46,6,36,52,615.555788,47.460668
13,4,26,43,605.1493275,42.732069
51,36,50,11,610.9743874,46.773909
15,18,23,31,606.0220599,46.297227
47,19,28,49,626.4427223,47.461099
34,19,47,4,603.8731599,34.415746
24,40,23,45,614.9261096,47.458068
39,46,17,33,630.8310766,47.3264
13,33,14,18,619.70381,43.027776
6,35,33,13,602.9797761,28.579382
52,32,4,46,614.6635025,21.799363
52,18,50,46,613.9418037,47.460568
15,13,39,40,616.6447661,46.284514
52,29,40,49,627.1857698,47.460293
51,24,9,26,614.8213432,35.212927
35,52,22,9,621.6734211,44.075882
27,31,35,5,614.5548325,36.301364
32,23,21,28,620.80123,47.449995
43,33,23,28,629.4588571,47.443744
15,34,31,20,623.4413388,46.277179
39,48,34,13,615.2262688,47.42087
11,41,34,48,611.7820382,39.173989
11,11,48,16,614.5219157,39.179107
5,16,17,37,604.7096775,25.802819
45,27,45,48,612.7961812,47.461095
49,32,16,48,633.4625545,46.970636
14,6,43,5,615.7289624,36.319953
30,4,48,44,615.5783336,47.450754
12,6,39,36,611.4639335,41.09387
5,12,29,11,602.0920298,25.805384
8,48,21,52,606.7735043,33.227317
6,37,22,19,606.99857,28.584035
48,14,18,27,609.1533191,47.431179
44,30,37,17,605.0054352,47.463257
39,33,31,41,615.1653488,47.461176
4,49,24,36,608.4009492,23.287654
5,51,5,11,615.6203792,26.729791
12,40,20,41,619.0236316,41.110139
51,49,51,16,611.7468088,47.450302
34,32,49,40,612.3154233,47.461107
48,4,26,30,620.5841851,47.460902
43,40,9,46,612.1678398,35.231002
43,42,33,7,625.0005813,40.236153
44,42,10,12,617.0612524,37.228314
42,48,51,29,613.365999,47.462089
4,15,45,14,599.5656021,23.285987
38,31,40,29,614.1223109,47.460624
29,4,37,33,608.7799833,47.46098
9,9,35,27,602.8237007,35.272703
17,15,15,45,611.2598362,46.296447
8,32,50,49,613.5134175,33.231735
35,28,5,30,614.6852643,26.705847
9,19,40,33,598.9027529,35.282191
45,34,21,48,618.6293173,47.458541
8,38,28,23,605.9667656,33.231739
9,40,7,10,616.7196851,30.924098
52,31,41,14,615.909198,47.43454
32,49,16,19,621.9898853,46.983493
26,15,46,8,619.5942452,42.185806
47,51,52,26,608.6113639,47.460347
26,40,16,45,613.6062729,46.983549
47,8,11,51,609.712301,39.178697
49,6,18,48,615.6417747,47.433518
50,28,32,22,614.4225183,47.461522
5,39,6,14,610.5511501,26.924707
12,34,52,30,601.1550369,41.109723
13,24,20,35,610.6095133,43.021957
31,52,34,15,605.9181924,47.436205
51,9,29,42,604.1672578,47.461
52,18,47,22,610.7654932,47.460394
39,8,40,10,615.5905316,45.858553
34,7,52,18,613.7021599,47.438895
8,5,28,24,602.3939054,33.229673
24,51,34,34,597.7138894,47.458404
32,27,8,48,616.8070898,33.138869
13,22,33,30,603.8630214,43.004756
17,9,11,39,626.3895383,39.151309
46,15,5,30,613.5296926,26.706013
16,4,46,50,606.7263727,46.905836
29,12,9,26,609.2887421,35.220945
11,8,33,11,592.8819788,39.188374
5,12,34,21,606.0673947,25.80684
30,7,14,14,605.9196696,44.905816
41,10,23,39,610.4860046,47.447639
48,6,24,4,611.4127526,34.401713
24,51,30,14,624.7997456,47.430973
42,28,11,15,608.9827282,39.166342
52,21,11,23,608.565891,39.165559
45,15,14,47,617.8736157,44.918834
41,47,51,12,625.7684257,47.22299
12,17,13,50,607.1145139,41.117244
9,43,47,13,600.7721922,35.281383
33,43,12,29,611.2536986,41.100727
4,9,43,40,587.4921894,23.269029
11,13,13,12,609.6776674,39.191507
39,21,8,29,604.0509756,33.15006
47,44,17,46,613.2375848,47.326422
21,27,21,42,610.2198212,47.457866
48,52,23,41,602.5136747,47.458167
8,30,30,31,608.227715,33.231741
32,10,34,34,606.1257806,47.460676
6,21,51,31,588.9756198,28.587083
14,14,19,15,610.8215144,44.923314
13,24,23,29,607.8734043,43.021006
52,47,40,20,606.8366952,47.46001
50,13,31,42,605.9671891,47.460078
11,35,33,47,610.4189663,39.192575
23,27,22,47,611.0817502,47.461343
39,51,20,10,609.9606376,45.878567
16,42,12,23,620.5794649,41.085182
45,42,51,33,607.6906393,47.460008
52,14,8,17,608.6646323,33.150267
19,19,37,28,612.2797384,47.41705
8,16,25,15,605.2169244,33.230589
5,22,21,49,598.339978,25.813385
42,50,30,17,620.5101235,47.446172
42,10,5,5,596.4807048,26.707319
4,32,44,32,590.72456,23.266352
35,9,17,40,611.3323023,47.326713
17,51,24,11,614.7222548,46.759158
13,30,5,6,611.4831588,26.975196
22,48,48,37,607.014462,47.460937
15,42,14,24,612.1028607,44.923517
25,29,8,26,606.9488673,33.150085
46,42,43,47,606.8990831,47.460698
51,39,52,24,609.7670085,47.44139
4,33,7,33,605.1543565,23.082281
37,30,34,46,617.0399334,47.459873
14,36,6,44,613.1912701,28.670507
6,45,48,14,597.2070589,28.57341
13,21,35,32,602.3362627,43.008973
27,26,44,41,613.9481614,47.460257
15,9,6,14,607.6066589,28.695495
40,21,26,25,609.7265861,47.456216
10,47,34,12,598.1669836,37.248201
49,30,5,27,595.8547914,26.696695
15,15,52,25,611.834861,46.295513
50,5,21,19,615.4900515,47.457513
9,18,32,38,600.9496274,35.281531
45,46,41,35,610.4274814,47.454773
24,40,51,31,617.1138585,47.45978
22,18,19,6,604.9723423,38.331471
23,48,35,7,603.9565406,40.232474
4,45,51,31,597.6445105,23.287472
33,11,17,34,619.1692345,47.321476
14,33,24,30,610.3805954,44.917501
6,14,31,4,601.6312234,28.650959
49,48,37,11,609.7081714,46.772502
10,38,21,5,610.3981197,36.287581
30,29,47,41,599.6304395,47.460406
40,33,31,47,612.5584595,47.460976
35,10,7,27,602.8254488,30.931507
45,45,6,10,605.6186626,28.714039
7,25,8,16,605.0776825,31.122896
33,42,7,51,601.9290571,30.918894
13,46,48,40,605.3300714,43.020869
10,27,4,7,605.7132974,21.816277
17,13,33,19,604.260468,47.327974
51,18,26,17,604.1644695,47.463319
11,22,48,11,592.9225011,39.196117
6,22,31,33,595.1365564,28.587085
29,10,22,17,605.0833197,47.463718
33,18,33,42,625.2306645,47.459926
30,31,46,13,606.2274854,47.433128
49,12,42,24,605.9621863,47.459738
31,7,20,22,611.8940756,47.443158
46,39,11,41,604.6725216,39.173804
33,14,40,24,604.3967221,47.460752
45,43,15,44,612.618911,46.296614
17,51,36,31,596.8627498,47.328886
25,21,21,28,597.7563663,47.457752
16,37,11,39,600.5548537,39.164979
33,35,20,12,606.0954919,47.212525
47,38,46,14,599.2714071,47.434552
36,32,45,15,606.8398569,47.416674
34,38,29,26,615.0680473,47.461077
8,47,34,34,589.1834524,33.217844
39,19,29,17,605.7211123,47.45359
7,11,48,42,588.1661172,31.042152
25,23,33,5,603.4035211,36.290514
31,29,49,52,606.4920502,47.452516
8,14,41,40,594.252121,33.231855
50,16,36,32,604.9453764,47.441628
46,22,5,35,597.539674,26.694052
37,51,10,42,602.5571647,37.230431
42,10,13,40,602.0247262,42.989613
15,46,6,41,604.9222546,28.673883
43,35,14,17,614.8363676,44.907825
31,36,30,52,606.8522964,47.447979
6,45,26,12,583.3260145,28.589107
44,46,28,24,602.3310847,47.456259
32,44,42,14,606.2741106,47.427331
18,50,49,34,596.7630851,47.434315
29,42,46,25,599.9761031,47.461352
51,27,17,11,591.1820948,46.770509
44,4,34,33,603.1913176,47.459256
44,40,52,52,595.2052417,47.460304
46,35,43,21,600.5327349,47.460999
39,8,26,13,600.4630051,47.430624
48,37,21,22,597.0924435,47.457479
17,17,11,39,598.710232,39.173601
6,8,28,15,583.1941254,28.586967
40,50,47,16,597.7269969,47.450114
20,7,14,25,600.391921,44.923841
31,47,9,49,590.1382284,35.230815
49,37,39,5,595.0809965,36.306524
4,30,51,22,582.9391522,23.287474
8,46,37,50,594.3847947,33.231736
11,33,21,16,601.844996,39.192402
47,41,11,10,589.2374713,39.153361
18,10,38,33,588.0305755,47.432059
5,33,43,15,589.7466466,25.813242
25,37,42,27,584.9032671,47.460834
43,49,8,20,597.265528,33.149998
44,25,11,49,583.5259688,39.173806
24,34,52,20,591.6868362,47.45969
46,8,47,49,593.6527765,47.461323
48,32,45,6,583.7235661,38.340586
26,27,29,4,583.1593561,34.415745
9,7,51,28,581.966356,35.283165
7,28,26,50,578.2462134,31.040282
38,9,45,9,578.8723989,44.075747
34,51,49,20,585.72562,47.460018
16,29,48,9,591.1877451,44.075401
21,24,23,52,596.3726828,47.458208
29,46,13,6,591.7486424,38.341406
39,35,48,33,602.1948428,47.460328
32,15,44,29,590.894042,47.461335
22,42,19,38,599.782141,47.433926
17,44,17,14,604.9327855,47.32443
8,46,49,7,603.7590427,33.129224
15,9,18,13,598.9718599,46.294392
39,8,33,40,601.7788799,47.447212
36,8,12,33,601.5151722,41.099729
20,36,10,17,597.5856054,37.212148
25,32,39,24,603.3912838,47.453457
15,11,34,8,601.5855627,42.163742
44,26,7,22,593.1347415,30.909745
28,35,19,18,605.131341,47.431677
49,36,16,33,611.7700667,46.965988
20,39,36,35,596.0184803,47.430866
37,14,19,12,605.7787635,47.220595
43,52,20,31,605.9064474,47.427521
8,15,31,18,599.9343674,33.226699
15,29,7,46,590.0047939,30.905589
27,25,24,16,606.8924925,47.4341
50,44,27,45,607.2154088,47.450457
50,39,43,27,601.5887003,47.45223
16,43,6,4,594.1478853,29.208719
45,42,52,33,612.0855231,47.460009
50,30,23,45,616.8314373,47.458103
25,50,31,32,621.0900195,47.460708
6,24,31,25,591.9104071,28.587092
33,4,45,43,602.0263953,47.460755
35,36,19,49,613.5462646,47.433714
12,51,4,45,606.8800488,21.799254
30,45,50,7,605.8760397,40.235966
11,16,52,32,606.1315868,39.192585
25,8,49,13,606.7892969,47.432694
29,17,45,47,610.6445773,47.461037
28,49,26,37,622.6375229,47.460552
43,40,6,9,622.0845752,28.725325
42,39,29,34,616.0686941,47.460823
50,15,52,4,610.4106667,34.415746
7,13,52,38,596.4235437,31.039428
9,49,43,13,603.5186143,35.281383
8,22,15,15,602.7787807,33.232366
24,45,44,45,609.4593267,47.459752
38,41,22,9,610.8912492,44.075748
32,8,52,32,599.1540134,47.44383
10,27,5,13,592.2229717,26.70906
50,14,49,24,600.2512896,47.460733
48,19,40,12,597.9705424,47.222989
5,27,6,47,594.9443128,26.839773
20,17,18,50,613.4708335,47.415794
52,9,34,35,609.4721045,47.46067
50,52,13,28,607.2917871,43.020378
30,38,4,24,596.4378247,21.780925
33,41,19,38,611.2438991,47.433717
33,5,28,47,605.9005203,47.460183
13,40,29,32,595.4064782,43.00395
19,37,12,50,607.0352528,41.100691
23,29,29,26,599.7962971,47.458091
4,17,14,17,585.0943427,23.280737
16,5,37,40,594.5556872,46.983243
28,38,45,17,602.6774433,47.442606
40,6,36,23,593.2813983,47.460795
34,7,31,24,599.9780152,47.461693
5,32,10,51,589.6056154,25.760715
39,23,43,36,601.4313459,47.460732
19,37,5,40,606.588675,26.692464
12,28,40,50,601.3860006,41.093534
32,17,10,13,608.6921782,37.216101
49,38,6,30,603.7865117,28.690523
15,44,41,4,595.3279037,34.415704
9,49,50,50,597.5236697,35.282242
9,21,32,32,589.2424364,35.280145
51,10,6,47,603.710494,28.702237
43,10,35,48,605.8046713,47.449287
38,51,8,47,599.5410843,33.139526
12,32,34,40,612.8598337,41.109727
31,39,33,24,608.8121181,47.455597
5,42,13,34,598.263582,25.801764
15,33,11,12,607.9866946,39.161012
36,50,32,17,608.0176282,47.453913
16,41,42,49,608.3422225,46.985194
13,27,13,11,610.4066257,43.005739
52,44,41,40,611.2036293,47.459203
25,49,52,12,609.399168,47.223007
18,48,49,42,600.225574,47.434315
48,51,52,22,606.4161601,47.461483
30,22,28,36,616.1450748,47.460503
29,9,40,6,601.7591162,38.342678
7,7,26,26,576.6178443,31.038402
43,45,12,43,593.3641341,41.100719
51,36,18,51,601.0300906,47.433499
36,50,20,23,607.3639083,47.443283
46,45,41,37,605.8274744,47.460729
49,48,17,41,619.0957103,47.326423
15,35,50,40,595.9430141,46.29701
40,29,11,22,620.9092145,39.173864
21,18,10,47,602.3279159,37.230189
32,30,34,22,602.3897779,47.461595
42,46,33,25,601.9635313,47.461365
10,41,6,34,598.5278475,28.690691
41,30,40,27,593.5479026,47.460683
26,36,25,8,609.5655265,42.185805
34,10,13,22,597.8342245,43.009939
46,11,4,43,603.0172162,21.799049
12,19,9,24,599.0529599,35.220351
11,40,36,16,608.3028336,39.192493
47,42,24,14,615.5414863,47.43428
43,45,39,28,599.402019,47.460594
24,35,32,42,604.9036264,47.45986
24,16,48,48,593.1246424,47.441706
16,30,13,35,611.7352412,43.004107
17,20,8,20,593.8823216,33.128899
39,47,34,46,610.7150664,47.44959
14,40,20,35,616.0932937,44.912702
24,38,14,51,602.3143818,44.91411
35,18,33,32,603.0533919,47.460605
28,46,42,47,608.407213,47.439786
17,7,19,18,603.8622015,47.329192
31,6,14,13,615.5268042,44.919635
49,9,44,40,599.1211896,47.459975
44,48,16,17,605.4747193,46.971916
25,39,52,18,610.8396344,47.440657
8,13,10,5,604.5856082,33.124924
46,7,37,37,590.9969049,47.447015
28,32,28,22,607.9633496,47.460982
4,9,36,33,584.7440205,23.262693
51,44,38,11,609.5498912,46.764757
48,17,7,20,590.9203119,30.913826
40,7,30,14,586.2731366,47.434305
16,47,21,26,602.1770136,46.981123
13,25,36,16,592.8618731,43.021603
6,16,52,18,589.1424541,28.587026
49,35,10,29,597.7492661,37.230249
18,17,44,4,591.042551,34.415617
21,40,13,15,597.9320009,43.014088
44,39,21,24,607.0595775,47.458246
8,10,41,30,589.2505939,33.221867
41,27,52,40,596.8001287,47.458644
37,31,13,22,616.369246,43.019988
42,29,27,37,605.790062,47.460354
41,34,50,45,598.6299696,47.460751
28,34,14,20,606.4995482,44.92375
45,20,12,35,594.8935921,41.10084
28,12,29,35,600.7919135,47.46114
26,17,29,4,611.3008714,34.415746
15,5,24,5,594.7884946,36.306204
22,20,33,51,588.4863467,47.460798
22,36,36,36,579.7006321,47.460942
25,36,49,30,601.0009167,47.46085
31,23,29,26,606.2030313,47.459839
7,43,18,10,596.7072763,31.027692
39,43,15,32,611.7617342,46.296615
50,43,31,9,611.6876721,44.075748
46,6,17,45,619.473264,47.327418
4,34,23,43,591.4077818,23.287466
6,46,41,38,600.5002303,28.587093
33,18,14,17,611.1757884,44.924388
19,28,52,30,599.7181153,47.434262
13,15,41,34,600.0996706,43.021427
44,38,12,22,599.5737691,41.100769
30,16,19,40,608.957732,47.434391
17,9,15,29,599.1602626,46.293161
34,33,40,21,598.4396234,47.460992
45,34,27,9,602.0806332,44.075748
47,46,13,12,633.5417783,43.012384
33,52,11,32,628.4821489,39.173804
35,49,14,44,653.6505897,44.923888
41,39,8,30,654.804533,33.140935
42,47,49,36,643.2468224,47.441948
21,43,32,20,639.4043789,47.447725
8,44,5,31,652.1839848,26.692602
24,19,24,38,657.4641824,47.439117
26,44,34,31,646.9183221,47.456804
19,8,13,23,642.0196581,42.999252
7,36,41,14,650.0603344,31.035225
36,47,20,8,646.1448629,42.182996
4,15,52,25,637.7468324,23.270297
29,42,4,46,650.0417082,21.781628
26,42,48,18,649.9208598,47.44566
50,48,7,37,650.2282741,30.903406
5,17,42,27,644.7926922,25.807285
15,20,34,31,650.1194232,46.285877
52,36,12,32,650.0765746,41.090864
52,52,25,41,651.864949,47.453907
42,42,52,15,615.3487494,47.436249
30,9,8,21,616.6082656,33.131096
41,33,8,36,616.7208858,33.150129
36,8,51,21,614.7409329,47.460702
34,45,13,36,621.0684378,43.02043
14,50,29,46,632.9024534,44.924432
44,19,22,9,617.0263894,44.07579
44,10,16,9,629.1939743,44.080493
8,19,49,43,602.2943482,33.231743
23,34,32,52,616.152159,47.458027
21,31,21,8,616.0677269,42.185844
38,37,22,31,638.1186907,47.461306
20,52,6,26,616.4075289,28.690578
11,19,10,34,620.3745654,37.229258
39,25,13,28,622.2743104,43.020416
6,48,9,42,611.9087343,28.620214
12,29,14,32,639.8522816,41.119246
16,33,20,35,636.5009525,46.984696
10,20,19,51,620.3585308,37.257248
16,21,6,39,619.2258279,28.690673
17,13,5,38,600.0210812,26.689623
19,44,7,27,606.9136727,30.918867
21,9,23,50,604.5992861,47.456801
21,22,11,37,610.2314351,39.173812
52,37,14,41,614.2362587,44.923891
34,25,33,6,612.2907758,38.340586
