MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
incar-object-detection-nanodet,5x,320x320,lne,CPU,F32,1.8,2.5,9.8,7.2,138.2,0.0,145.4,6.9,71643.7,6.0,2.2,6.0,1.9,1.3,2.0,66.6,0.0,0.0,43.6,42.8,8.2,0.7
incar-object-detection-nanodet,5x,320x320,onnxruntime,CPU,F32,1.8,2.5,9.8,3.8,278.1,0.1,282.0,3.5,36944.8,6.0,2.2,6.0,1.9,1.0,2.0,68.7,0.0,0.0,43.5,42.6,8.3,0.4
incar-object-detection-nanodet,5x,320x320,lne,GPU/CPU,F32,1.8,2.5,9.8,9.8,283.7,0.1,293.6,3.4,35487.1,12.6,6.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.0,37.5,9.2,0.3
incar-object-detection-nanodet,5x,320x320,tensorrt,NPU/GPU,S8,1.8,2.5,2.5,8.1,78.4,0.8,87.3,11.5,119378.7,16.2,7.0,9.7,3.0,2.0,2.0,100.0,0.0,2.0,37.8,37.5,9.2,1.1
incar-object-detection-nanodet,5x,320x320,tensorrt,NPU/GPU,F16,1.8,2.5,4.9,7.8,74.2,1.2,83.3,12.0,125134.8,16.1,7.0,9.7,3.0,2.0,2.0,100.0,0.0,1.0,38.0,37.5,9.2,1.2
incar-object-detection-nanodet,5x,320x320,tensorrt,GPU,F32,1.8,2.5,9.8,7.4,18.3,0.6,26.3,38.0,396162.9,15.9,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.2,37.5,9.2,3.7
incar-object-detection-nanodet,5x,320x320,ncnn,GPU,F16,1.8,2.5,4.9,8.0,20.7,0.5,29.2,34.2,356728.0,10.4,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.2,37.5,9.2,3.3
incar-object-detection-nanodet,5x,320x320,ncnn,GPU,F32,1.8,2.5,9.8,9.9,21.7,0.9,32.5,30.8,320753.8,10.5,5.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.0,37.5,9.2,3.0
incar-object-detection-nanodet,5x,320x320,onnxruntime,CPU,F32,1.8,2.5,9.8,9.8,491.5,0.1,501.3,2.0,20781.9,9.7,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.2,37.5,9.2,0.2
incar-object-detection-nanodet,m,320x320,lne,CPU,F32,0.9,1.2,4.7,6.9,86.0,0.0,92.9,10.8,112167.5,5.9,2.2,5.9,1.9,1.1,2.0,65.6,0.0,0.0,42.0,41.2,8.1,0.6
incar-object-detection-nanodet,m,320x320,onnxruntime,CPU,F32,0.9,1.2,4.7,3.4,176.5,0.1,180.0,5.6,57889.9,6.0,2.2,6.0,1.9,1.0,1.0,68.3,0.0,0.0,41.9,41.2,8.2,0.3
incar-object-detection-nanodet,m,320x320,lne,GPU/CPU,F32,0.9,1.2,4.7,10.0,191.6,0.1,201.6,5.0,51673.3,12.8,6.0,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.8,37.5,9.2,0.2
incar-object-detection-nanodet,m,320x320,tensorrt,NPU/GPU,S8,0.9,1.2,1.2,8.6,75.3,0.7,84.6,11.8,123168.2,16.3,7.0,9.7,3.0,2.0,2.0,100.0,0.0,1.0,36.7,37.5,9.2,0.6
incar-object-detection-nanodet,m,320x320,tensorrt,NPU/GPU,F16,0.9,1.2,2.4,8.0,62.4,0.9,71.4,14.0,145989.3,16.2,7.0,9.7,3.0,2.0,2.0,100.0,0.0,1.0,37.0,37.5,9.2,0.7
incar-object-detection-nanodet,m,320x320,tensorrt,GPU,F32,0.9,1.2,4.7,9.6,20.3,1.3,31.2,32.1,334427.1,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.0,37.5,9.2,1.6
incar-object-detection-nanodet,m,320x320,ncnn,GPU,F16,0.9,1.2,2.4,8.4,19.8,0.5,28.6,34.9,363971.7,10.3,5.2,9.7,3.0,2.0,2.0,99.9,0.0,0.0,37.0,37.5,9.2,1.7
incar-object-detection-nanodet,m,320x320,ncnn,GPU,F32,0.9,1.2,4.7,8.8,18.7,0.7,28.2,35.4,369325.2,10.4,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.0,37.5,9.2,1.8
incar-object-detection-nanodet,m,320x320,onnxruntime,CPU,F32,0.9,1.2,4.7,7.8,312.1,0.2,320.1,3.1,32552.2,9.7,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,37.2,37.5,9.2,0.2
