MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
imagenet-mobilenet-v2,fp32,224x224,onnxruntime,CPU,F32,71.8,0.6,3.5,14.0,1.8,119.2,0.2,121.3,8.2,85929.3,7.0,2.2,7.0,2.2,1.0,1.0,67.9,0.0,0.0,39.9,39.0,8.2,0.3
imagenet-mobilenet-v2,fp32,224x224,lne,GPU/CPU,F32,71.8,0.6,3.5,14.0,3.7,68.7,0.1,72.6,13.8,143573.0,13.5,6.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.0,37.5,9.2,0.5
imagenet-mobilenet-v2,fp32,224x224,tensorrt,NPU/GPU,S8,71.8,0.6,3.5,3.5,4.5,26.9,1.4,32.8,30.5,318095.7,16.5,7.2,9.7,3.0,2.0,2.0,100.0,0.0,1.0,36.2,37.5,9.2,1.0
imagenet-mobilenet-v2,fp32,224x224,tensorrt,GPU,S8,71.8,0.6,3.5,3.5,4.0,12.4,3.6,19.9,50.2,522887.0,15.7,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,1.7
imagenet-mobilenet-v2,fp32,224x224,tensorrt,NPU/GPU,F16,71.8,0.6,3.5,7.0,4.2,36.3,0.9,41.4,24.1,251457.1,14.7,6.6,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.5,37.5,9.2,0.8
imagenet-mobilenet-v2,fp32,224x224,tensorrt,GPU,F16,71.8,0.6,3.5,7.0,3.8,8.8,2.4,15.1,66.4,691722.9,15.9,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,2.2
imagenet-mobilenet-v2,fp32,224x224,tensorrt,GPU,F32,71.8,0.6,3.5,14.0,3.8,12.5,2.4,18.7,53.5,557283.8,15.9,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,1.8
imagenet-mobilenet-v2,fp32,224x224,ncnn,GPU,F16,71.8,0.6,3.5,7.0,4.1,12.6,0.6,17.4,57.5,599520.1,10.1,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.2,37.5,9.2,1.9
imagenet-mobilenet-v2,fp32,224x224,ncnn,GPU,F32,71.8,0.6,3.5,14.0,5.8,11.1,0.9,17.7,56.4,587469.5,10.2,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.0,37.5,9.2,1.9
imagenet-mobilenet-v2,fp32,224x224,onnxruntime,CPU,F32,71.8,0.6,3.5,14.0,3.9,209.4,0.5,213.8,4.7,48731.7,9.6,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.2,37.5,9.2,0.2
imagenet-mobilenetv3,large,223x224,lne,CPU,F32,75.2,0.4,5.5,21.9,2.1,29.9,0.1,32.0,31.2,325407.1,7.3,2.2,7.2,2.3,1.9,2.0,63.4,0.0,0.0,39.0,38.1,7.9,0.9
imagenet-mobilenetv3,large,223x224,onnxruntime,CPU,F32,75.2,0.4,5.5,21.9,2.1,120.4,0.2,122.7,8.1,84892.2,7.3,2.2,7.2,2.3,1.0,1.0,68.0,0.0,0.0,39.5,38.4,8.2,0.2
imagenet-mobilenetv3,large,223x224,lne,GPU/CPU,F32,75.2,0.4,5.5,21.9,4.7,81.4,0.1,86.2,11.6,120872.3,13.8,6.3,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.5,37.5,9.2,0.3
imagenet-mobilenetv3,large,223x224,tensorrt,GPU,F32,75.2,0.4,5.5,21.9,4.3,14.2,2.5,21.0,47.6,496214.2,16.1,7.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,1.1
imagenet-mobilenetv3,large,223x224,ncnn,GPU,F16,75.2,0.4,5.5,10.9,5.0,16.4,0.6,22.0,45.4,473447.2,10.6,5.2,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.5,37.5,9.2,1.1
imagenet-mobilenetv3,large,223x224,ncnn,GPU,F32,75.2,0.4,5.5,21.9,4.3,15.5,1.2,21.0,47.7,496789.2,10.5,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.2,37.5,9.2,1.1
imagenet-mobilenetv3,large,223x224,onnxruntime,CPU,F32,75.2,0.4,5.5,21.9,3.4,204.9,0.2,208.5,4.8,49964.5,9.9,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,0.1
imagenet-mobilenetv3,small,223x224,lne,CPU,F32,67.4,0.1,2.9,11.8,2.1,9.4,0.1,11.5,86.9,905026.5,7.1,2.2,7.1,2.2,1.4,2.0,61.9,0.0,0.0,39.2,38.5,7.7,0.7
imagenet-mobilenetv3,small,223x224,onnxruntime,CPU,F32,67.4,0.1,2.9,11.8,2.0,59.1,0.1,61.1,16.4,170512.9,7.1,2.2,7.1,2.2,1.1,2.0,66.2,0.0,0.0,39.6,38.7,8.1,0.1
imagenet-mobilenetv3,small,223x224,lne,GPU/CPU,F32,67.4,0.1,2.9,11.8,5.5,31.4,0.1,37.0,27.0,281552.0,13.0,6.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,0.2
imagenet-mobilenetv3,small,223x224,tensorrt,NPU/GPU,S8,67.4,0.1,2.9,2.9,4.3,35.4,1.3,41.1,24.4,253744.7,16.1,7.0,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.8,37.5,9.2,0.2
imagenet-mobilenetv3,small,223x224,tensorrt,GPU,F32,67.4,0.1,2.9,11.8,3.5,11.8,2.9,18.2,55.1,573948.1,15.9,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.5,37.5,9.2,0.3
imagenet-mobilenetv3,small,223x224,ncnn,GPU,F16,67.4,0.1,2.9,5.9,3.8,12.1,0.6,16.5,60.6,631014.4,10.3,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.2,37.5,9.2,0.4
imagenet-mobilenetv3,small,223x224,ncnn,GPU,F32,67.4,0.1,2.9,11.8,3.8,14.3,0.7,18.8,53.3,555639.4,10.3,5.2,9.7,3.0,2.0,2.0,99.9,0.0,0.0,36.2,37.5,9.2,0.3
imagenet-mobilenetv3,small,223x224,onnxruntime,CPU,F32,67.4,0.1,2.9,11.8,4.4,109.1,0.3,113.7,8.8,91622.2,9.8,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.0,37.5,9.2,0.1
imagenet-resnet-resnet18,benchmark,224x224,lne,CPU,F32,69.6,3.7,11.7,46.8,2.4,87.8,0.1,90.2,11.1,115497.2,7.9,2.4,7.8,2.5,3.3,4.0,67.9,0.0,0.0,40.1,39.2,8.5,2.4
imagenet-resnet-resnet18,benchmark,224x224,lne,GPU/CPU,F32,69.6,3.7,11.7,46.8,5.1,142.5,0.3,147.8,6.8,70474.6,14.3,6.5,9.7,3.0,2.0,2.0,99.9,0.0,0.0,37.5,37.5,9.2,1.3
imagenet-resnet-resnet32,caffe,224x224,lne,CPU,F32,73.3,4.6,20.7,82.9,2.4,169.5,0.1,171.9,5.8,60600.6,7.7,2.3,7.7,2.4,3.8,4.0,69.1,0.0,0.0,40.5,39.4,8.7,1.5
imagenet-resnet-resnet32,caffe,224x224,lne,GPU/CPU,F32,73.3,4.6,20.7,82.9,5.0,129.9,0.1,135.0,7.4,77165.7,13.6,6.4,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.0,37.5,9.2,1.9
imagenet-resnet-resnet50,onnx,224x224,lne,CPU,F32,76.0,7.7,25.5,102.1,2.3,256.0,0.1,258.4,3.9,40325.7,8.4,2.5,8.4,2.6,3.0,3.0,69.5,0.0,0.0,40.7,39.8,8.7,1.7
imagenet-resnet-resnet50,onnx,224x224,onnxruntime,CPU,F32,76.0,7.7,25.5,102.1,2.3,709.3,0.1,711.6,1.4,14641.1,8.3,2.5,8.2,2.6,1.0,2.0,69.2,0.0,0.0,41.2,40.3,8.3,0.7
imagenet-resnet-resnet50,onnx,224x224,lne,GPU/CPU,F32,76.0,7.7,25.5,102.1,5.2,364.5,0.1,369.8,2.7,28172.7,14.6,6.7,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.5,37.5,9.2,1.1
imagenet-resnet-resnet50,onnx,224x224,tensorrt,NPU/GPU,S8,76.0,7.7,25.5,25.5,4.0,34.0,1.3,39.3,25.4,264863.2,16.8,7.3,9.7,3.0,2.0,2.0,100.0,0.0,1.0,39.0,37.5,9.2,10.7
imagenet-resnet-resnet50,onnx,224x224,tensorrt,GPU,S8,76.0,7.7,25.5,25.5,5.0,9.9,2.1,17.0,58.8,612264.0,16.4,7.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,39.0,37.5,9.2,24.8
imagenet-resnet-resnet50,onnx,224x224,tensorrt,NPU/GPU,F16,76.0,7.7,25.5,51.1,3.9,47.6,1.0,52.4,19.1,198738.1,15.2,6.8,9.7,3.0,2.0,2.0,100.0,0.0,2.0,39.0,37.5,9.2,8.0
imagenet-resnet-resnet50,onnx,224x224,tensorrt,GPU,F16,76.0,7.7,25.5,51.1,3.9,9.2,1.9,15.0,66.5,692850.8,16.6,7.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,39.0,37.5,9.2,28.0
imagenet-resnet-resnet50,onnx,224x224,tensorrt,GPU,F32,76.0,7.7,25.5,102.1,3.8,17.6,1.2,22.5,44.4,462322.4,16.9,7.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,39.0,37.5,9.2,18.7
imagenet-resnet-resnet50,onnx,224x224,ncnn,GPU,F16,76.0,7.7,25.5,51.1,3.6,26.4,1.0,31.0,32.2,335848.6,11.4,5.6,9.7,3.0,2.0,2.0,100.0,0.0,0.0,39.0,37.5,9.2,13.6
imagenet-resnet-resnet50,onnx,224x224,ncnn,GPU,F32,76.0,7.7,25.5,102.1,4.3,26.9,0.8,31.9,31.3,326410.4,11.6,5.6,9.7,3.0,2.0,2.0,100.0,0.0,0.0,39.0,37.5,9.2,13.2
imagenet-resnet-resnet50,onnx,224x224,onnxruntime,CPU,F32,76.0,7.7,25.5,102.1,4.7,1041.0,0.1,1045.8,1.0,9962.9,10.7,5.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,38.5,37.5,9.2,0.4
imagenet-squeezenet,benchmark,227x227,lne,CPU,F32,58.2,0.8,1.2,4.9,2.4,28.6,0.1,31.1,32.2,335369.9,6.9,2.2,6.9,2.2,1.9,2.0,64.1,0.0,0.0,39.7,38.8,7.8,1.6
imagenet-squeezenet,benchmark,227x227,lne,GPU/CPU,F32,58.2,0.8,1.2,4.9,5.4,81.4,0.1,86.9,11.5,119962.7,13.6,6.3,9.7,3.0,2.0,2.0,100.0,0.0,0.0,36.0,37.5,9.2,0.5
