MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
imagenet-alexnet,benchmark,227x227,lne,CPU,F32,56.6,1.4,61.0,243.9,8.5,446.0,0.1,454.5,2.2,5914.0,68.8,0.5,0.0,0.0,0.0,0.0,87.3,0.0,0.0,73.7,0.0,0.0,0.0
imagenet-efficientb0,default,224x224,lne,CPU,F32,77.1,0.8,5.3,21.1,8.1,717.0,0.1,725.2,1.4,3706.5,48.8,0.4,0.0,0.0,0.0,0.0,88.1,0.0,0.0,75.9,0.0,0.0,0.0
imagenet-efficientb0,default,224x224,onnxruntime,CPU,F32,77.1,0.8,5.3,21.1,8.1,1144.3,0.2,1152.6,0.9,2332.2,47.9,0.3,0.0,0.0,0.0,0.0,88.3,0.0,0.0,76.8,0.0,0.0,0.0
imagenet-googlenet,benchmark,224x224,lne,CPU,F32,66.5,3.2,7.0,28.0,8.2,702.4,0.1,710.7,1.4,3782.2,56.0,0.4,0.0,0.0,0.0,0.0,86.7,0.0,0.0,75.4,0.0,0.0,0.0
imagenet-mobilenet,default,224x224,lne,CPU,F32,69.5,1.1,4.2,16.9,8.5,288.9,0.1,297.4,3.4,9037.8,42.2,0.3,0.0,0.0,0.0,0.0,87.9,0.0,0.0,75.4,0.0,0.0,0.0
imagenet-mobilenet-v2,fp32,224x224,lne,CPU,F32,71.8,0.6,3.5,14.0,8.4,276.6,0.1,285.0,3.5,9432.1,41.2,0.3,0.0,0.0,0.0,0.0,85.3,0.0,0.0,75.0,0.0,0.0,0.0
imagenet-mobilenet-v2,fp32,224x224,onnxruntime,CPU,F32,71.8,0.6,3.5,14.0,8.1,587.9,0.1,596.0,1.7,4509.9,40.4,0.3,0.0,0.0,0.0,0.0,87.8,0.0,0.0,75.8,0.0,0.0,0.0
imagenet-mobilenetv3,large,223x224,lne,CPU,F32,75.2,0.4,5.5,21.9,8.6,178.4,0.1,187.1,5.3,14365.9,46.5,0.3,0.0,0.0,0.0,0.0,87.3,0.0,0.0,71.9,0.0,0.0,0.0
imagenet-mobilenetv3,large,223x224,onnxruntime,CPU,F32,75.2,0.4,5.5,21.9,8.2,602.1,0.2,610.5,1.6,4403.3,42.4,0.3,0.0,0.0,0.0,0.0,87.3,0.0,0.0,72.6,0.0,0.0,0.0
imagenet-mobilenetv3,small,223x224,lne,CPU,F32,67.4,0.1,2.9,11.8,8.4,59.1,0.1,67.7,14.8,39725.2,42.0,0.3,0.0,0.0,0.0,0.0,86.5,0.0,0.0,71.2,0.0,0.0,0.0
imagenet-mobilenetv3,small,223x224,onnxruntime,CPU,F32,67.4,0.1,2.9,11.8,8.1,234.8,0.1,242.9,4.1,11064.4,40.0,0.3,0.0,0.0,0.0,0.0,89.0,0.0,0.0,72.2,0.0,0.0,0.0
imagenet-resnet-resnet18,benchmark,224x224,lne,CPU,F32,69.6,3.7,11.7,46.8,7.9,502.9,0.1,510.8,2.0,5262.0,59.2,0.5,0.0,0.0,0.0,0.0,56.5,0.0,0.0,64.9,0.0,0.0,0.0
imagenet-resnet-resnet32,caffe,224x224,lne,CPU,F32,73.3,4.6,20.7,82.9,7.9,854.4,0.1,862.4,1.2,3117.0,51.4,0.5,0.0,0.0,0.0,0.0,58.0,0.0,0.0,66.4,0.0,0.0,0.0
imagenet-resnet-resnet50,onnx,224x224,lne,CPU,F32,76.0,7.7,25.5,102.1,7.8,1289.2,0.1,1297.1,0.8,2072.3,74.7,0.7,0.0,0.0,0.0,0.0,58.3,0.0,0.0,64.7,0.0,0.0,0.0
imagenet-resnet-resnet50,onnx,224x224,onnxruntime,CPU,F32,76.0,7.7,25.5,102.1,7.8,3108.9,0.1,3116.8,0.3,862.4,64.0,0.6,0.0,0.0,0.0,0.0,57.3,0.0,0.0,64.6,0.0,0.0,0.0
imagenet-squeezenet,benchmark,227x227,lne,CPU,F32,58.2,0.8,1.2,4.9,8.6,165.9,0.1,174.6,5.7,15397.2,40.1,0.3,0.0,0.0,0.0,0.0,86.8,0.0,0.0,74.3,0.0,0.0,0.0
