MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
body-pose-openpifpaf,regnety400mf-59p,128x96,lne,CPU,F32,0.2,4.7,19.0,1.7,18.6,6.3,26.5,37.7,392837.8,3.9,0.8,3.8,1.2,1.3,2.0,61.4,0.0,0.0,42.8,42.3,7.7,0.5
body-pose-openpifpaf,regnety400mf-59p,128x96,onnxruntime,CPU,F32,0.2,4.7,19.0,1.7,44.4,4.0,50.2,19.9,207700.8,3.8,0.8,3.8,1.2,1.0,1.0,64.4,0.0,0.0,43.0,42.1,7.9,0.3
body-pose-openpifpaf,regnety400mf-59p,128x96,tensorrt,NPU/GPU,F16,0.2,4.7,9.5,1.7,12.9,2.4,17.0,58.7,611960.1,10.8,6.7,3.8,1.2,1.0,1.0,63.2,0.0,1.0,50.0,49.0,6.7,1.0
body-pose-openpifpaf,regnety400mf-59p,128x96,tensorrt,GPU,F16,0.2,4.7,9.5,1.6,3.5,2.5,7.6,131.2,1366869.0,10.5,6.7,9.6,3.3,1.9,2.0,61.2,5.0,0.0,49.8,49.0,7.9,1.8
body-pose-openpifpaf,regnety400mf-59p,128x96,tensorrt,GPU,F32,0.2,4.7,19.0,1.6,7.0,2.4,11.0,91.1,949289.2,10.5,6.7,9.8,3.3,2.2,3.0,61.1,11.1,0.0,49.6,48.8,7.9,1.3
body-pose-openpifpaf,regnety400mf-59p,128x96,onnxruntime,CPU,F32,0.2,4.7,19.0,1.7,46.2,4.1,52.0,19.2,200489.9,4.3,4.7,4.3,1.4,1.0,1.0,64.9,0.0,0.0,49.5,48.6,8.2,0.3
body-pose-openpifpaf,regnety400mf-59p,192x144,lne,CPU,F32,0.5,4.7,19.0,3.8,35.2,12.3,51.3,19.5,202990.8,3.9,0.8,3.9,1.2,2.0,2.0,63.5,0.0,0.0,43.0,42.2,7.9,0.6
body-pose-openpifpaf,regnety400mf-59p,192x144,onnxruntime,CPU,F32,0.5,4.7,19.0,3.9,87.6,21.6,113.1,8.8,92149.9,3.8,0.8,3.8,1.2,1.3,2.0,65.7,0.0,0.0,43.1,42.3,8.0,0.3
body-pose-openpifpaf,regnety400mf-59p,192x144,tensorrt,NPU/GPU,F16,0.5,4.7,9.5,3.4,14.8,7.2,25.4,39.4,410666.0,10.8,6.7,3.8,1.2,1.0,1.0,63.0,0.0,3.0,50.0,49.0,7.5,1.3
body-pose-openpifpaf,regnety400mf-59p,192x144,tensorrt,GPU,F16,0.5,4.7,9.5,3.6,3.9,7.1,14.6,68.5,714219.1,10.6,6.7,9.9,3.3,3.1,4.0,61.6,4.8,0.0,49.8,48.8,8.1,2.2
