MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,lne,CPU,F32,5.66,1.9,4.2,16.6,8.3,760.0,0.0,768.4,1.3,3498.4,41.1,0.3,0.0,0.0,0.0,0.0,89.0,0.0,0.0,78.0,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze,224x224,onnxruntime,CPU,F32,5.66,1.9,4.2,16.6,8.4,1205.4,0.1,1213.8,0.8,2214.5,40.4,0.3,0.0,0.0,0.0,0.0,88.5,0.0,0.0,78.9,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,lne,CPU,F32,5.9,0.0,4.1,16.2,0.5,25.9,0.0,26.4,37.8,101717.3,38.3,0.3,0.0,0.0,0.0,0.0,86.2,0.0,0.0,71.9,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,32x32,onnxruntime,CPU,F32,5.9,0.0,4.1,16.2,0.5,125.4,0.1,126.0,7.9,21334.1,38.1,0.3,0.0,0.0,0.0,0.0,86.9,0.0,0.0,72.7,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,lne,CPU,F32,7.25,0.1,4.1,16.2,0.6,33.2,0.0,33.8,29.6,79513.4,39.7,0.3,0.0,0.0,0.0,0.0,84.6,0.0,0.0,72.3,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,48x32,onnxruntime,CPU,F32,7.25,0.1,4.1,16.2,0.6,141.0,0.1,141.7,7.1,18974.7,39.4,0.3,0.0,0.0,0.0,0.0,87.8,0.0,0.0,73.0,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,lne,CPU,F32,6.32,0.1,4.1,16.2,1.0,56.6,0.0,57.6,17.4,46673.8,39.8,0.3,0.0,0.0,0.0,0.0,86.9,0.0,0.0,72.5,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x48,onnxruntime,CPU,F32,6.32,0.1,4.1,16.2,0.9,189.9,0.1,190.9,5.2,14082.1,39.6,0.3,0.0,0.0,0.0,0.0,86.5,0.0,0.0,73.1,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,lne,CPU,F32,5.82,0.2,4.1,16.2,1.1,73.5,0.0,74.7,13.4,36001.1,40.0,0.3,0.0,0.0,0.0,0.0,86.5,0.0,0.0,72.6,0.0,0.0,0.0
eyegaze-rankgaze,mobilefacenet-mpiigaze-righteye-t50,64x64,onnxruntime,CPU,F32,5.82,0.2,4.1,16.2,1.3,216.2,0.1,217.6,4.6,12354.6,39.7,0.3,0.0,0.0,0.0,0.0,88.0,0.0,0.0,73.1,0.0,0.0,0.0
