var_0,var_1,var_2,var_3,time,memory
4,6,21,17,73.59326076507568,26.306339
23,46,8,5,74.48881840705872,36.009754
32,44,51,5,74.48183608055115,39.323919
19,26,38,26,73.44624781608582,50.451649
23,35,44,9,74.8579478263855,47.093267
34,32,31,14,75.19197845458984,50.451798
51,5,51,15,74.61685752868652,50.453097
15,32,10,36,74.75456762313843,40.247326
9,33,29,45,74.34130859375,38.299668
30,35,12,35,73.66672134399414,44.118114
11,24,51,48,74.23580121994019,42.209967
35,38,49,16,74.9560968875885,50.467508
50,21,34,40,75.23896288871765,50.478428
10,46,31,11,74.57290768623352,40.277313
42,17,49,46,74.64339637756348,50.478142
52,35,8,45,74.59754061698914,36.167512
15,8,43,44,74.68902778625488,49.316146
49,49,28,36,75.74149298667908,50.47869
39,45,52,31,75.29376673698425,50.478834
37,27,12,35,75.16929984092712,44.118114
6,50,52,20,74.08100032806396,31.605707
5,30,17,14,74.07837581634521,28.83158
9,44,51,34,74.41699266433716,38.30086
35,38,25,52,75.27421474456787,50.479588
6,8,51,50,73.84716033935547,31.600792
4,21,15,46,73.94200301170349,26.303673
25,52,22,20,75.29171395301819,50.479688
35,49,43,34,75.00085210800171,50.479706
25,11,41,4,74.48284697532654,37.434364
36,43,13,16,75.65971159934998,46.036693
18,35,47,40,74.57828879356384,50.452935
30,28,40,40,73.87653470039368,50.474625
46,5,52,47,75.00997948646545,50.47904
21,35,6,4,74.39450907707214,32.232962
21,32,51,6,74.63837051391602,41.355567
43,52,16,9,74.99514150619507,47.09453
23,25,26,43,75.17830324172974,50.476976
47,18,13,44,75.1995141506195,46.038812
47,9,21,28,75.28390693664551,50.475355
23,26,36,43,75.46021890640259,50.476722
50,25,33,50,74.03994345664978,50.478321
28,36,14,36,74.21500754356384,47.943244
5,44,30,40,74.45186591148376,28.832798
6,30,12,6,73.01499700546265,31.631534
25,20,36,42,75.33900618553162,50.476258
22,23,6,28,74.39598536491394,31.708033
25,5,37,11,75.04048013687134,49.790739
4,47,32,21,74.13488936424255,26.306856
13,11,48,13,73.38022470474243,46.041553
7,43,23,29,74.72636795043945,34.059651
29,51,51,13,75.3394501209259,50.450123
26,40,26,40,74.0529215335846,50.477867
15,29,11,31,75.1360411643982,42.191366
12,49,15,51,74.97372436523438,44.133498
43,36,20,40,75.66700005531311,50.462385
17,33,10,24,74.83616542816162,40.247556
33,32,21,17,75.01963806152344,50.47412
50,47,33,42,75.74505662918091,50.480728
19,52,44,40,74.94869709014893,50.453607
32,38,13,47,75.050776720047,46.03623
16,5,35,42,74.62427735328674,49.994109
4,35,9,46,74.0160620212555,26.152834
8,30,14,6,74.53078031539917,36.183854
26,41,24,13,75.00433421134949,50.442415
26,24,45,45,73.8457760810852,50.472537
46,32,5,46,73.01021528244019,29.717368
25,20,50,13,75.09407043457031,50.444678
17,47,16,35,75.34552359580994,49.99525
17,25,35,40,75.31365013122559,50.340203
30,17,8,51,74.33480048179626,36.161613
45,23,33,16,75.275723695755,50.462896
44,33,29,44,74.02443504333496,50.47142
30,52,50,13,75.132395029068,50.441725
44,19,39,32,75.15096759796143,50.472132
50,52,12,37,75.30845594406128,44.108676
40,31,35,14,75.19724941253662,50.445892
41,5,48,17,75.10132503509521,50.474999
46,16,21,4,74.54854798316956,37.425495
44,51,19,50,75.48435831069946,50.446493
15,31,15,36,75.41097092628479,49.308659
44,49,42,5,74.65447330474854,39.319583
40,42,22,5,74.93896269798279,39.319583
23,8,39,22,75.15502119064331,50.471634
52,51,25,9,75.36580729484558,47.088806
37,49,23,50,75.3930013179779,50.471343
22,52,46,19,75.20716881752014,50.474239
37,9,10,31,74.67829012870789,40.234853
8,8,31,11,74.20330500602722,36.242483
33,7,22,30,75.17266798019409,50.474102
34,14,6,25,74.48667025566101,31.702582
20,41,37,6,74.49519062042236,41.353561
19,7,47,18,75.09320116043091,50.447589
42,29,20,20,74.40087056159973,50.455942
23,50,17,41,75.56304430961609,50.339527
27,6,21,16,75.01439499855042,50.462701
31,18,21,23,75.28507828712463,50.471331
45,13,21,9,75.25592422485352,47.088953
46,9,43,40,75.01033473014832,50.473425
9,16,28,48,74.33065414428711,38.294945
47,26,6,30,74.5924015045166,31.7037
10,36,40,31,75.0046968460083,40.271148
18,21,14,47,74.87670969963074,47.937722
31,10,33,22,74.98766732215881,50.475213
20,44,49,36,75.28553748130798,50.457124
29,37,21,6,74.73374962806702,41.354731
6,50,19,44,75.08537769317627,31.601192
38,19,15,4,74.61385130882263,37.430031
30,21,36,40,75.47152900695801,50.474721
21,40,36,8,74.85863327980042,45.200083
48,51,28,32,75.79289317131042,50.475494
39,23,12,15,75.54525423049927,44.11345
26,16,48,44,74.70274591445923,50.475531
47,30,19,41,75.053147315979,50.447851
38,48,36,37,75.81259417533875,50.475373
50,24,48,33,74.74885416030884,50.474895
36,10,45,44,74.86488032341003,50.475117
18,14,24,35,74.7428708076477,50.449031
28,10,20,11,75.06797909736633,49.786185
45,18,9,29,74.64668869972229,38.244821
50,34,47,17,75.26615357398987,50.477354
40,12,45,46,75.26895332336426,50.476409
9,39,15,37,75.12176942825317,38.296887
30,21,49,36,74.70134782791138,50.475626
9,24,24,9,73.3199679851532,38.284903
26,4,47,17,74.91648149490356,50.47766
42,8,17,34,75.52301263809204,50.34328
39,32,52,38,75.1758451461792,50.474703
36,33,7,44,74.52717542648315,33.934041
24,37,4,15,74.40230321884155,24.814379
39,39,28,4,74.81640219688416,37.430755
15,30,47,7,74.61734580993652,43.251174
49,38,45,52,75.24270391464233,50.476084
34,20,4,14,74.33595609664917,24.814374
28,27,26,43,75.40026569366455,50.47558
15,25,8,19,74.95898342132568,36.165774
43,20,42,43,74.21686911582947,50.475667
21,9,7,12,74.66840553283691,33.944202
17,34,15,30,75.3376579284668,49.310596
41,22,37,10,75.03364086151123,48.893649
47,47,45,46,75.79060316085815,50.475664
18,28,51,41,74.88620924949646,50.450547
43,21,14,49,75.22041821479797,47.939895
34,4,52,4,73.22996520996094,37.43198
12,27,42,5,74.5854184627533,39.324002
23,35,37,32,74.72147274017334,50.47418
13,36,31,40,75.34287452697754,46.037099
33,11,24,40,75.19300556182861,50.477064
38,26,47,38,73.31736326217651,50.477711
29,39,41,17,75.35711455345154,50.479284
31,44,47,49,75.60521268844604,50.477978
46,6,41,20,75.19224166870117,50.477525
24,28,11,18,75.71799206733704,42.190744
49,38,5,34,74.71718215942383,29.722114
16,34,47,52,74.89777851104736,50.001431
9,43,7,49,74.24857997894287,33.935961
43,43,43,39,75.28046751022339,50.476656
48,43,10,36,75.3310067653656,40.24635
8,34,32,25,74.15784430503845,36.248003
22,11,14,38,75.09272766113281,47.940738
12,8,6,8,73.52434635162354,31.720818
33,7,39,47,74.93807649612427,50.478246
16,33,10,8,75.32919526100159,40.203589
34,12,49,7,74.57213807106018,43.253586
29,6,5,16,74.57519435882568,29.787519
35,19,37,5,74.67834877967834,39.324144
28,7,52,10,74.91592216491699,48.897317
4,47,50,6,74.07998061180115,26.217616
24,41,42,46,75.38419103622437,50.479139
16,6,49,51,74.64516806602478,50.003246
17,50,51,19,74.8812837600708,50.346647
33,22,50,52,75.28654646873474,50.479318
52,41,35,29,75.09994053840637,50.479879
23,22,22,34,75.14645051956177,50.47925
39,14,41,37,75.06607556343079,50.480067
33,39,25,31,75.73443675041199,50.480501
24,8,39,50,74.67036771774292,50.477736
31,29,5,27,74.88386583328247,29.723467
19,40,20,13,75.1936240196228,50.452504
15,40,50,12,75.06038641929626,49.316205
39,37,38,48,75.51686072349548,50.478366
6,21,45,10,74.01091051101685,31.587029
40,26,43,14,75.08259725570679,50.444897
23,9,34,9,73.96954798698425,47.085276
47,45,20,22,75.74665880203247,50.452331
21,26,48,38,74.49810004234314,50.466187
18,44,9,51,74.57353258132935,38.243287
13,49,14,35,75.45592451095581,46.037754
42,17,21,22,75.36337614059448,50.469688
4,11,26,15,73.68245434761047,26.304429
5,47,22,6,74.24110531806946,28.812104
18,20,29,25,74.9529960155487,50.446469
41,52,45,33,75.23962569236755,50.472533
45,52,25,38,75.84501314163208,50.473343
34,44,5,45,74.45284461975098,29.718255
10,52,10,11,74.84858703613281,40.230979
43,14,8,40,74.56671237945557,36.162675
6,27,36,37,73.70551300048828,31.596548
18,28,24,51,74.95112943649292,50.446946
44,26,16,43,75.57011866569519,49.993462
36,30,34,47,75.32267951965332,50.469411
50,40,4,19,74.4887707233429,24.813801
21,23,25,14,75.25010514259338,50.448996
5,37,6,26,74.6539375782013,29.854119
50,11,13,7,74.8116934299469,43.251539
18,29,42,44,75.1823582649231,50.447762
9,15,33,17,74.26052403450012,38.292618
34,37,43,19,75.32866477966309,50.472412
11,32,9,42,74.43799233436584,38.24635
32,21,14,4,74.30791759490967,37.430527
14,51,27,4,74.59045195579529,37.430422
42,31,20,9,75.10916447639465,47.087148
37,35,29,51,75.27405905723572,50.475869
51,45,5,43,75.14717388153076,29.71585
50,22,7,16,75.10231947898865,33.933543
22,8,17,48,75.32096028327942,50.342373
30,9,32,13,74.91235756874084,50.449515
27,42,21,17,75.26411008834839,50.471541
26,52,18,6,74.9009919166565,41.355408
25,25,29,18,75.31977319717407,50.473543
22,34,27,52,75.20548915863037,50.474135
11,28,14,14,73.39584827423096,42.21224
18,50,28,28,74.03250789642334,50.449976
18,47,15,11,75.24834966659546,49.316986
35,44,44,35,73.70149493217468,50.476528
45,10,26,11,74.91938829421997,49.787848
10,30,19,10,73.3782730102539,40.260061
14,5,36,20,74.77899193763733,47.938
14,19,13,41,74.9451196193695,46.03428
44,46,42,23,75.28783535957336,50.475678
12,6,48,14,74.74444603919983,44.124538
16,16,33,46,74.82998013496399,49.995395
45,23,33,37,75.58259630203247,50.47415
35,25,17,6,74.62298464775085,41.354427
11,49,12,45,75.24817109107971,42.217393
42,21,9,22,75.0479805469513,38.246439
20,41,40,9,75.01033425331116,47.087587
11,15,48,29,74.32886910438538,42.205099
43,16,36,18,75.08802270889282,50.473875
15,42,4,45,73.93826913833618,24.814906
30,5,38,51,75.01843237876892,50.476048
31,21,20,48,75.26316833496094,50.45591
18,9,30,28,74.69366669654846,50.450576
45,8,30,42,75.44583296775818,50.476914
47,39,26,23,75.2632565498352,50.474906
5,24,41,29,73.58907628059387,28.824919
4,30,14,44,74.01239347457886,26.29571
51,38,18,42,75.51468133926392,50.449927
33,49,31,36,75.89277577400208,50.476285
34,47,28,33,75.80727124214172,50.476141
28,25,48,23,75.34475183486938,50.475962
51,22,24,24,73.96090006828308,50.474753
30,5,40,8,74.94896841049194,45.175974
32,15,7,9,75.39722323417664,33.928506
5,36,23,16,74.35228133201599,28.82599
44,18,13,12,75.40080380439758,46.031083
19,41,45,43,74.92478966712952,50.449431
16,43,8,15,75.18870663642883,36.163364
33,7,35,26,74.87977027893066,50.477548
25,20,12,28,74.93890690803528,44.117276
44,15,27,48,75.07749533653259,50.472738
44,51,10,30,75.01833248138428,40.245911
31,13,29,47,74.83204698562622,50.475445
13,26,29,17,74.75098848342896,46.036308
19,21,13,37,74.95471596717834,46.03563
33,26,39,40,75.57082056999207,50.476405
32,13,44,20,75.14111185073853,50.476698
21,52,21,48,75.21110987663269,50.470846
38,25,46,8,74.83944034576416,45.202072
45,21,7,8,75.0771872997284,33.895577
41,7,43,39,75.31500482559204,50.476898
37,42,37,47,75.36751055717468,50.476722
6,29,25,18,74.18172550201416,31.603359
48,25,13,20,75.41987299919128,46.036598
15,50,5,31,74.48721098899841,29.722202
49,12,16,43,75.36783075332642,49.999549
37,11,22,22,73.8720109462738,50.47362
7,48,23,14,74.6635468006134,34.05642
23,23,52,50,74.47226786613464,50.474572
8,16,9,30,74.5326919555664,36.277305
43,12,13,43,73.89678740501404,46.036685
21,49,42,40,75.43688225746155,50.473763
6,8,32,17,73.9023814201355,31.60385
10,33,26,26,73.74643993377686,40.273727
36,14,18,48,75.15501880645752,50.449631
52,14,31,30,75.0072238445282,50.478491
11,19,13,40,74.81745314598083,42.212418
44,24,11,45,74.99364519119263,42.190688
43,12,7,11,74.87217330932617,33.948294
49,12,51,12,73.76918458938599,50.239905
51,51,47,9,75.15564012527466,47.092662
51,40,52,8,74.88251256942749,45.20272
52,41,25,39,75.52338743209839,50.477855
21,35,16,12,75.42785573005676,50.004325
44,24,31,8,74.91536235809326,45.20272
6,8,11,4,74.29521918296814,31.672084
7,48,31,16,74.29247832298279,34.057084
51,49,35,26,74.9835512638092,50.477245
7,28,38,40,74.05093765258789,34.057178
25,20,40,7,74.8855094909668,43.252865
25,35,26,34,75.59138035774231,50.477447
15,48,20,4,74.64689660072327,37.433323
11,38,24,15,74.63745379447937,42.209851
23,17,16,25,75.5033028125763,50.001092
11,49,43,16,74.60469341278076,42.210114
31,44,25,39,75.38806080818176,50.478592
11,32,5,29,74.86309695243835,29.723884
44,30,8,30,73.63246297836304,36.159801
27,45,22,7,75.3256368637085,43.245681
24,25,4,36,74.34987020492554,24.808943
12,36,27,8,74.92099642753601,44.139118
37,33,33,38,75.14511775970459,50.470729
7,20,25,32,73.93149137496948,34.057874
44,14,51,28,74.89500546455383,50.470125
49,36,27,42,75.67120289802551,50.4701
39,21,4,6,74.4614827632904,24.827055
19,32,14,10,75.35774636268616,47.929449
23,52,22,36,75.58333826065063,50.478841
34,27,51,14,74.96422004699707,50.451992
40,12,15,31,75.18493556976318,49.304677
40,13,22,29,75.698903799057,50.469855
26,37,52,10,75.16976237297058,48.89075
9,18,6,48,74.41696190834045,31.703248
20,44,20,8,74.93407344818115,45.197957
28,7,21,20,75.53406476974487,50.469769
35,7,30,42,75.08682894706726,50.472538
9,7,44,19,74.26040124893188,38.29603
47,7,42,29,75.08560562133789,50.47238
43,9,37,50,75.18316602706909,50.473493
41,39,44,7,75.3320620059967,43.248833
27,43,35,15,74.99962496757507,50.4491
26,29,27,29,74.32039618492126,50.473615
32,5,52,49,74.59920239448547,50.473992
44,10,22,35,75.51292610168457,50.473481
24,46,34,6,74.85094952583313,41.352816
31,38,34,45,75.16602730751038,50.472864
19,39,52,23,75.15587520599365,50.447189
29,37,20,11,74.82004690170288,49.786123
37,28,15,25,75.31053829193115,49.308776
35,44,36,15,75.36665320396423,50.449073
19,14,19,7,74.89131259918213,43.248777
16,37,18,52,75.21305418014526,49.99814
29,8,44,47,74.3676209449768,50.475138
16,27,12,13,75.72067379951477,44.111726
24,9,45,13,74.93270444869995,50.448017
8,30,33,15,74.3999981880188,36.244971
10,29,6,50,74.23048520088196,31.704006
41,37,29,44,75.57509756088257,50.47486
31,51,9,10,75.20037770271301,38.212036
13,9,4,40,73.68808269500732,24.813277
45,37,9,13,75.05814862251282,38.242725
14,20,19,50,74.81152248382568,47.937549
16,15,37,37,73.35982036590576,49.997566
42,17,45,32,75.21948742866516,50.474829
48,52,6,32,74.74376630783081,31.704477
40,34,44,11,75.06988763809204,49.787226
42,12,16,48,75.46900343894958,49.997844
47,17,52,17,73.90664339065552,50.477026
32,32,16,35,75.65629720687866,49.996901
20,33,41,42,75.14352345466614,50.45615
36,41,43,19,75.00912189483643,50.47153
26,46,30,24,75.06556987762451,50.475524
23,19,38,45,75.0332088470459,50.472756
29,12,20,50,74.93939805030823,50.456611
46,12,14,21,75.37526345252991,47.937706
32,38,24,49,75.19385600090027,50.473801
51,24,34,34,73.8432936668396,50.47493
24,19,37,32,75.01539921760559,50.473181
22,13,42,48,74.7920868396759,50.474953
15,8,23,15,73.77863264083862,49.31392
16,17,5,27,74.29621291160583,29.720974
26,39,29,8,75.10879325866699,45.200528
47,25,32,48,75.6754903793335,50.475679
11,40,20,25,74.9451174736023,42.207093
41,5,19,27,75.32409715652466,50.448817
38,18,24,18,74.15083837509155,50.473573
20,29,16,7,74.93748044967651,43.251009
32,23,31,39,75.10911989212036,50.475288
39,28,10,36,75.06641125679016,40.244534
43,22,13,24,75.23848009109497,46.034453
17,5,13,26,74.92017102241516,46.032721
37,10,9,13,74.89727354049683,38.236116
51,31,23,7,74.74150538444519,43.251626
5,50,6,5,73.27829003334045,30.19117
33,28,26,40,75.19300198554993,50.475888
18,22,48,13,74.98378276824951,50.448827
33,9,40,50,74.83404088020325,50.47579
36,51,18,45,75.52457618713379,50.449159
21,27,28,29,75.03533411026001,50.473037
11,28,40,48,74.73062014579773,42.208843
26,4,33,31,74.8854820728302,50.476938
48,37,40,22,75.55345749855042,50.477751
44,23,8,13,75.12869262695312,36.162085
40,30,34,43,75.33871483802795,50.477089
6,46,14,21,75.0543885231018,31.603251
18,15,50,8,75.32931423187256,45.201862
50,14,49,6,74.81224656105042,41.356245
16,47,5,4,74.87633538246155,30.552559
41,50,7,25,74.94966459274292,33.934545
40,13,22,12,75.30290079116821,50.238393
16,22,5,26,74.61260223388672,29.722114
38,40,30,17,75.21053194999695,50.479304
17,10,28,9,74.63271164894104,47.096199
35,39,20,16,75.04147338867188,50.458911
25,10,17,28,75.05112791061401,50.344202
6,18,15,22,74.2625343799591,31.603101
10,21,52,15,74.35959243774414,40.273038
26,38,40,31,75.02078485488892,50.477269
9,8,4,8,73.13161063194275,24.825001
43,19,48,8,74.92646884918213,45.20272
21,30,42,24,74.67339038848877,50.475092
12,7,6,11,74.59006404876709,31.724378
32,52,4,51,74.39180278778076,24.816367
9,19,33,52,74.32720065116882,38.295889
36,35,16,26,75.41526579856873,50.002251
36,36,9,8,74.87676358222961,38.193696
33,42,26,33,74.70622062683105,50.477194
33,18,49,12,75.11844563484192,50.237457
27,33,11,38,74.7994954586029,42.190045
11,34,32,35,74.86572599411011,42.208812
32,43,7,44,74.56510829925537,33.936369
16,52,4,33,74.142662525177,24.816833
48,8,43,48,74.34562468528748,50.479472
27,38,11,37,75.19481658935547,42.180342
43,15,42,45,75.24471473693848,50.477816
9,35,34,7,74.82831358909607,38.262644
7,21,41,47,73.91057467460632,34.058176
52,42,12,47,75.26886796951294,44.118339
37,15,36,14,75.46223974227905,50.451839
10,12,47,29,74.20041084289551,40.269533
50,5,31,45,75.20800352096558,50.470884
20,46,38,17,75.22615623474121,50.450148
25,4,51,47,74.94144177436829,50.468507
27,46,41,42,75.50747227668762,50.470674
17,34,31,25,74.98673439025879,50.337449
33,42,28,7,74.87068247795105,43.244744
16,41,8,9,74.92490792274475,36.121595
31,45,11,25,75.46915888786316,42.182504
29,8,27,12,75.17829465866089,50.241655
30,26,9,50,74.48360967636108,38.248426
40,9,45,49,75.2926824092865,50.465925
18,4,29,48,74.73174262046814,50.441605
29,40,27,9,75.01841139793396,47.087303
7,48,33,47,74.94592785835266,34.052961
11,33,8,43,74.26191735267639,36.157466
25,26,15,27,75.11775541305542,49.30855
18,30,26,11,75.00578141212463,49.783932
40,13,43,9,74.84254765510559,47.086295
10,14,42,28,74.18446087837219,40.268305
16,45,41,39,75.36389827728271,49.993751
22,46,39,38,75.20587110519409,50.473611
12,21,34,25,74.8314311504364,44.122305
35,5,45,22,74.88570785522461,50.473914
7,30,19,52,74.78432512283325,34.051504
35,8,29,40,75.12477159500122,50.472388
41,9,46,39,75.30533838272095,50.472512
22,5,16,15,75.30507397651672,49.99804
33,19,50,23,75.10834836959839,50.473344
26,7,7,38,74.44010639190674,33.95076
47,32,39,15,74.80714464187622,50.446753
18,23,28,17,75.51164054870605,50.447539
23,20,12,15,75.28588008880615,44.112309
36,47,46,45,75.16430902481079,50.472486
25,11,7,7,73.3807008266449,33.925148
8,39,36,12,74.43365168571472,36.246722
41,24,5,9,74.51864814758301,29.761707
21,29,11,52,74.70718622207642,42.186283
49,34,41,11,75.01681590080261,49.784138
11,37,6,42,74.48721146583557,31.704349
37,6,21,19,75.44842052459717,50.469521
6,5,18,38,74.22560977935791,31.600722
31,34,34,24,75.18626189231873,50.474168
43,12,31,33,75.69440937042236,50.473936
32,16,39,39,74.25116682052612,50.474178
9,23,28,5,74.76317167282104,38.41498
24,7,27,35,75.45205736160278,50.473079
26,39,26,49,75.37710690498352,50.471383
37,28,18,21,75.98485732078552,50.446713
24,32,17,16,75.91157531738281,50.338527
50,22,28,30,75.6815664768219,50.470468
39,39,9,42,74.83062243461609,38.24445
26,23,9,9,73.63719916343689,38.23817
12,25,51,46,74.53231716156006,44.124452
20,17,30,11,75.08746385574341,49.790999
11,32,28,14,74.62490439414978,42.207055
52,48,47,37,75.5150580406189,50.474116
52,27,11,5,74.63382720947266,39.319791
37,44,32,41,75.50161838531494,50.474093
26,25,18,35,75.2916648387909,50.448226
29,22,45,29,73.94002985954285,50.474514
20,44,25,11,75.19459629058838,49.787569
30,41,11,19,75.19081974029541,42.188528
26,27,44,35,75.25136184692383,50.476021
18,6,43,15,75.30164003372192,50.448663
12,25,16,37,75.18379402160645,44.127909
49,33,22,44,75.65971422195435,50.47603
36,32,40,19,75.24104762077332,50.471499
4,51,11,29,74.28304767608643,26.254559
8,24,27,40,74.52539539337158,36.246462
16,46,38,43,75.77499651908875,49.999118
30,12,13,31,75.27782797813416,46.035744
21,43,52,50,74.71460938453674,50.472026
28,13,17,51,74.81302332878113,50.342046
42,52,47,18,75.27075147628784,50.474519
31,9,32,52,75.16599988937378,50.476391
10,43,42,11,74.07722043991089,40.275035
24,47,13,32,75.34283471107483,46.035534
49,17,20,44,74.887380361557,50.457494
34,8,36,14,74.84070706367493,50.450589
48,11,52,8,75.02623724937439,45.19761
21,37,34,13,74.86322855949402,50.448356
13,14,46,9,74.61098718643188,46.035263
7,27,10,52,74.13449048995972,34.065458
30,39,41,31,74.81547665596008,50.475991
33,13,10,42,74.87090682983398,40.244709
35,15,24,42,75.23985886573792,50.474386
22,46,12,28,75.2173240184784,44.116006
43,47,24,14,75.24011778831482,50.449972
44,17,41,19,75.00409197807312,50.473407
44,45,12,13,75.68539524078369,44.114736
47,45,17,37,85.6724464893341,50.342114
30,5,18,50,75.07520937919617,50.451266
7,39,29,15,74.41444230079651,34.056193
40,26,41,4,74.91690993309021,37.431981
52,4,51,34,75.10694313049316,50.477137
16,43,8,48,74.72664022445679,36.166412
44,26,20,25,75.61521601676941,50.459328
31,4,25,21,75.15727353096008,50.476943
45,44,36,43,75.44028782844543,50.478039
51,28,34,51,74.04952645301819,50.477623
39,34,44,41,74.93840336799622,50.477031
5,17,49,39,73.79156160354614,28.830535
29,46,20,21,75.8674099445343,50.459908
39,51,30,51,73.88589024543762,50.477366
28,9,19,41,75.00179409980774,50.45064
5,39,39,15,73.97721600532532,28.829478
40,27,36,23,75.1938202381134,50.477598
51,38,28,20,75.31191086769104,50.477023
17,15,14,16,75.49657201766968,47.939528
16,18,18,44,75.11693859100342,50.001268
16,50,49,7,74.81702446937561,43.25338
30,48,32,33,75.73053050041199,50.477498
4,16,30,47,73.6731538772583,26.304161
45,24,50,30,74.96731972694397,50.477249
42,45,32,24,75.0872790813446,50.477367
11,39,47,17,74.61980724334717,42.209636
42,23,26,32,75.75975775718689,50.478877
32,38,15,28,76.10090327262878,49.313509
35,47,28,17,75.03033924102783,50.480728
43,44,19,43,74.69152784347534,50.450596
22,15,5,12,74.89592385292053,29.72805
35,33,30,35,74.28933310508728,50.478055
41,40,20,49,75.44671511650085,50.460677
13,43,41,15,75.21825504302979,46.039268
31,50,52,17,75.36150026321411,50.480724
50,15,46,39,74.85099911689758,50.477655
32,36,14,11,75.24859929084778,47.939671
52,40,38,36,75.54319381713867,50.478838
16,51,40,44,75.55883955955505,50.002078
30,43,33,48,75.30429697036743,50.478204
34,41,9,51,74.78078651428223,38.248466
44,38,44,6,74.6969861984253,41.349465
47,9,23,41,75.28547263145447,50.466504
42,46,50,13,74.96178007125854,50.442124
26,4,13,41,74.76079320907593,45.739988
8,13,7,25,74.2966661453247,33.930334
42,23,30,16,75.20126557350159,50.459066
5,41,38,46,74.08187127113342,28.82561
51,6,9,34,74.59990048408508,38.242703
38,12,51,43,74.64706420898438,50.473727
34,35,33,10,75.24256777763367,48.88759
33,12,24,45,74.8202211856842,50.471284
33,20,8,42,74.44918155670166,36.159149
38,12,9,6,74.86841416358948,38.245339
28,48,26,25,75.6776294708252,50.474233
27,43,40,48,75.5642740726471,50.472442
7,18,46,15,74.43392658233643,34.052052
40,19,40,9,75.26066780090332,47.084753
35,25,20,20,74.02193808555603,50.451772
27,17,9,33,74.93262648582458,38.243336
10,4,12,40,74.5957682132721,40.000597
7,27,35,32,74.0819354057312,34.052924
29,30,26,29,74.25798106193542,50.473284
14,7,8,35,74.43530941009521,36.149869
23,8,44,50,74.8443341255188,50.471097
6,42,45,9,74.35431504249573,31.584421
41,24,31,26,75.023761510849,50.473829
35,8,6,38,74.18364477157593,31.720737
6,37,5,46,74.08133935928345,29.713768
6,46,38,15,74.32025814056396,31.600182
51,23,22,36,75.65771341323853,50.474454
27,22,38,37,74.95411276817322,50.473866
9,35,52,33,74.46580243110657,38.295588
28,8,51,37,74.6367723941803,50.474357
16,30,37,19,75.16192173957825,49.998301
51,36,19,27,75.89284610748291,50.446294
19,49,4,47,73.94427990913391,24.811862
50,40,38,35,75.27661204338074,50.474334
22,34,28,10,75.3433210849762,48.891088
11,9,13,23,74.77662253379822,42.2025
32,45,42,30,75.32791018486023,50.473937
30,10,35,23,75.36036729812622,50.474221
31,4,39,35,74.8161551952362,50.47511
5,8,26,11,74.01908254623413,28.822818
40,39,14,38,75.80497360229492,47.937493
16,9,27,14,75.26800608634949,49.996496
