MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
incar-object-detection-nanodet,resnet50,640x640,lne,GPU/CPU,F32,81.4,28.5,114.1,42.9,1385.3,5.1,1433.4,0.7,4746.2,51.3,1.9,51.3,2.0,22.5,25.0,56.1,45.7,0.0,40.8,28.5,5.8,4.9
incar-object-detection-nanodet,resnet50,640x640,tensorrt,GPU,F16,81.4,28.5,57.1,43.1,271.7,10.5,325.2,3.1,20916.5,53.7,2.1,53.1,2.1,25.8,28.0,45.7,68.0,0.0,44.7,30.8,6.6,18.9
incar-object-detection-nanodet,resnet50,640x640,tensorrt,GPU,F32,81.4,28.5,114.1,43.3,461.8,10.7,515.8,1.9,13189.6,60.3,2.2,59.9,2.3,32.0,34.0,43.5,82.0,0.0,47.6,33.2,7.5,10.6
incar-object-detection-nanodet,resnet50,640x640,ncnn,GPU,F16,81.4,28.5,57.1,43.3,1257.3,70.1,1370.7,0.7,4963.2,58.9,2.6,58.8,2.5,12.3,13.0,40.5,90.0,0.0,47.4,34.1,6.4,4.6
incar-object-detection-nanodet,resnet50,640x640,ncnn,GPU,F32,81.4,28.5,114.1,43.0,1257.1,70.2,1370.3,0.7,4964.4,60.3,2.6,60.2,2.6,12.3,14.0,40.5,89.7,0.0,45.8,32.6,6.4,4.7
incar-object-detection-nanodet,resnet50,640x640,onnxruntime,CPU,F32,81.4,28.5,114.1,42.3,11955.9,6.7,12004.9,0.1,566.7,23.5,1.2,23.5,0.9,3.0,8.0,64.1,0.0,0.0,39.9,28.4,3.9,0.9
incar-object-detection-nanodet,resnet50,640x480,lne,CPU,F32,52.0,24.4,97.4,32.4,4317.7,3.8,4353.9,0.2,1562.5,35.8,1.0,35.8,1.4,4.2,8.0,64.2,0.0,0.0,40.4,28.6,4.1,1.4
incar-object-detection-nanodet,resnet50,640x480,onnxruntime,CPU,F32,52.0,24.4,97.4,32.5,7722.7,12.2,7767.3,0.1,875.9,27.1,0.7,27.1,1.1,3.0,4.0,64.0,0.0,0.0,40.9,29.1,3.9,0.9
incar-object-detection-nanodet,resnet50,640x480,lne,GPU/CPU,F32,52.0,24.4,97.4,32.7,691.2,3.8,727.8,1.4,9347.8,50.1,1.9,49.9,2.0,26.7,29.0,54.8,51.0,0.0,40.9,28.5,5.9,6.1
incar-object-detection-nanodet,resnet50,640x480,tensorrt,GPU,F16,52.0,24.4,48.7,32.7,150.8,8.1,191.6,5.2,35504.0,53.7,2.2,52.9,2.1,22.2,24.0,47.6,61.8,0.0,43.0,29.8,6.2,22.0
incar-object-detection-nanodet,resnet50,640x480,tensorrt,GPU,F32,52.0,24.4,97.4,33.0,272.7,7.9,313.5,3.2,21698.5,57.6,2.1,56.9,2.2,30.8,33.0,44.7,71.5,0.0,45.9,31.9,7.0,11.8
incar-object-detection-nanodet,resnet50,640x480,ncnn,GPU,F16,52.0,24.4,48.7,32.7,659.7,18.2,710.6,1.4,9573.0,53.9,2.2,53.7,2.1,14.7,16.0,41.7,84.4,0.0,45.3,32.7,6.5,5.6
incar-object-detection-nanodet,resnet50,640x480,ncnn,GPU,F32,52.0,24.4,97.4,32.9,659.7,17.9,710.6,1.4,9574.0,54.9,2.2,54.8,2.1,14.7,16.0,41.5,77.9,0.0,44.5,31.8,6.4,5.7
incar-object-detection-nanodet,resnet50,640x480,onnxruntime,CPU,F32,52.0,24.4,97.4,32.2,7730.7,12.4,7775.3,0.1,874.9,21.6,1.1,21.6,0.8,3.0,10.0,64.1,0.0,0.0,39.9,28.5,3.9,0.9
