MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
incar-object-detection-nanodet,resnet50,320x320,lne,CPU,F32,17.4,24.4,97.4,11.6,1472.5,1.4,1485.4,0.7,4579.8,30.2,0.8,30.2,1.2,4.0,5.0,63.9,0.0,0.0,39.0,27.1,4.1,1.4
incar-object-detection-nanodet,resnet50,320x320,onnxruntime,CPU,F32,17.4,24.4,97.4,11.4,3155.5,2.4,3169.3,0.3,2146.5,25.2,0.6,25.2,1.0,2.2,3.0,63.7,0.0,0.0,39.9,28.1,3.8,0.7
incar-object-detection-nanodet,resnet50,320x320,lne,GPU/CPU,F32,17.4,24.4,97.4,11.6,347.8,1.4,360.8,2.8,18857.6,46.0,1.8,45.7,1.8,20.0,23.0,57.5,42.4,0.0,38.5,26.7,5.5,4.4
incar-object-detection-nanodet,resnet50,320x320,tensorrt,GPU,F16,17.4,24.4,48.7,11.8,59.4,3.0,74.1,13.5,91831.7,50.3,2.1,48.7,2.0,16.0,18.0,50.0,52.7,0.0,40.3,27.9,5.5,21.2
incar-object-detection-nanodet,resnet50,320x320,tensorrt,GPU,F32,17.4,24.4,97.4,11.6,104.1,2.9,118.7,8.4,57333.2,53.6,2.1,52.5,2.1,22.7,25.0,47.4,71.8,0.0,41.8,29.1,6.7,10.9
incar-object-detection-nanodet,resnet50,320x320,ncnn,GPU,F16,17.4,24.4,48.7,11.5,232.4,10.9,254.8,3.9,26699.7,40.5,1.6,40.0,1.6,12.3,13.0,42.6,75.2,0.0,41.5,29.1,6.0,5.7
incar-object-detection-nanodet,resnet50,320x320,ncnn,GPU,F32,17.4,24.4,97.4,11.7,232.1,7.3,251.1,4.0,27093.7,41.6,1.7,41.2,1.6,12.3,13.0,42.6,71.4,0.0,41.6,29.2,6.0,5.8
incar-object-detection-nanodet,resnet50,320x320,onnxruntime,CPU,F32,17.4,24.4,97.4,11.4,3152.0,2.7,3166.1,0.3,2148.7,20.6,1.1,20.6,0.8,2.2,8.0,63.8,0.0,0.0,37.9,26.7,3.8,0.7
incar-object-detection-nanodet,resnet50,640x640,lne,CPU,F32,81.4,28.5,114.1,42.2,7226.1,5.1,7273.4,0.1,935.3,35.7,1.0,35.7,1.4,4.1,6.0,64.2,0.0,0.0,41.0,28.9,4.1,1.4
incar-object-detection-nanodet,resnet50,640x640,onnxruntime,CPU,F32,81.4,28.5,114.1,42.6,11935.9,6.5,11985.1,0.1,567.6,28.4,0.7,28.4,1.1,3.0,4.0,64.0,0.0,0.0,41.2,29.3,4.0,0.9
