MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
headpose-rankpose,mobilefacenetfc512,112x112,lne,GPU/CPU,F32,4.4,0.5,6.2,25.0,3.2,126.1,0.0,129.3,7.7,25993.6,26.8,0.3,0.0,0.0,0.0,0.0,49.5,0.0,0.0,51.2,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,112x112,onnxruntime,CPU,F32,4.4,0.5,6.2,25.0,3.2,402.4,0.1,405.7,2.5,8282.0,26.7,0.3,0.0,0.0,0.0,0.0,53.6,0.0,0.0,52.2,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,192x224,lne,GPU/CPU,F32,4.63,1.6,6.3,25.2,5.3,431.3,0.0,436.7,2.3,7694.8,27.9,0.4,0.0,0.0,0.0,0.0,52.6,0.0,0.0,54.2,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,192x224,onnxruntime,CPU,F32,4.63,1.6,6.3,25.2,5.4,974.8,0.1,980.3,1.0,3427.7,27.7,0.4,0.0,0.0,0.0,0.0,53.8,0.0,0.0,54.3,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,224x224,lne,GPU/CPU,F32,4.43,1.9,6.3,25.3,6.1,519.7,0.0,525.8,1.9,6389.8,22.4,0.3,0.0,0.0,0.0,0.0,52.8,0.0,0.0,58.6,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,224x224,ncnn,GPU,F16,4.43,1.9,6.3,12.6,6.2,2164.6,0.4,2171.1,0.5,1547.6,30.7,0.5,0.0,0.0,0.0,0.0,29.0,0.0,0.0,60.2,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,224x224,ncnn,GPU,F32,4.43,1.9,6.3,25.3,6.2,2163.6,0.4,2170.2,0.5,1548.3,31.8,0.5,0.0,0.0,0.0,0.0,29.0,0.0,0.0,59.8,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,224x224,onnxruntime,CPU,F32,4.43,1.9,6.3,25.3,6.1,1138.0,0.1,1144.2,0.9,2936.6,22.8,0.3,0.0,0.0,0.0,0.0,53.6,0.0,0.0,59.8,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,96x112,lne,GPU/CPU,F32,4.63,0.4,6.2,25.0,2.8,108.3,0.0,111.2,9.0,30213.3,27.3,0.3,0.0,0.0,0.0,0.0,49.2,0.0,0.0,51.7,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512,96x112,onnxruntime,CPU,F32,4.63,0.4,6.2,25.0,2.9,362.3,0.1,365.2,2.7,9200.4,27.3,0.3,0.0,0.0,0.0,0.0,53.3,0.0,0.0,52.7,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512onlypose,96x112,lne,GPU/CPU,F32,4.34,0.4,3.0,12.1,2.9,108.6,0.0,111.5,9.0,30127.5,26.7,0.3,0.0,0.0,0.0,0.0,49.3,0.0,0.0,51.4,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512onlypose,96x112,ncnn,GPU,F16,4.34,0.4,3.0,6.0,2.8,550.5,0.4,553.7,1.8,6068.2,32.1,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,53.0,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512onlypose,96x112,ncnn,GPU,F32,4.34,0.4,3.0,12.1,2.8,550.6,0.3,553.7,1.8,6068.1,32.4,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,52.5,0.0,0.0,0.0
headpose-rankpose,mobilefacenetfc512onlypose,96x112,onnxruntime,CPU,F32,4.34,0.4,3.0,12.1,2.9,310.4,0.1,313.3,3.2,10724.6,26.9,0.3,0.0,0.0,0.0,0.0,53.3,0.0,0.0,51.8,0.0,0.0,0.0
headpose-rankpose,mobilefacenetonlyposefc512,112x112,lne,GPU/CPU,F32,4.38,0.5,3.0,12.1,3.2,127.3,0.0,130.5,7.7,25746.8,25.4,0.3,0.0,0.0,0.0,0.0,49.7,0.0,0.0,51.7,0.0,0.0,0.0
headpose-rankpose,mobilefacenetonlyposefc512,112x112,ncnn,GPU,F16,4.38,0.5,3.0,6.1,3.2,623.7,0.3,627.2,1.6,5356.9,32.4,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,53.3,0.0,0.0,0.0
headpose-rankpose,mobilefacenetonlyposefc512,112x112,ncnn,GPU,F32,4.38,0.5,3.0,12.1,3.2,624.3,0.3,627.8,1.6,5352.1,32.7,0.4,0.0,0.0,0.0,0.0,29.8,0.0,0.0,53.7,0.0,0.0,0.0
headpose-rankpose,mobilefacenetonlyposefc512,112x112,onnxruntime,CPU,F32,4.38,0.5,3.0,12.1,3.2,349.6,0.1,352.8,2.8,9522.8,27.1,0.3,0.0,0.0,0.0,0.0,53.5,0.0,0.0,52.1,0.0,0.0,0.0
