MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
incar-object-detection-nanodet,5x,320x320,lne,CPU,F32,1.8,2.5,9.8,14.4,356.5,0.0,370.9,2.7,18343.1,23.2,0.5,23.1,0.9,4.0,4.0,62.4,0.0,0.0,35.7,24.3,3.8,0.6
incar-object-detection-nanodet,5x,320x320,onnxruntime,CPU,F32,1.8,2.5,9.8,11.6,639.6,0.2,651.3,1.5,10445.0,22.6,0.5,22.6,0.9,2.0,3.0,63.3,0.0,0.0,36.4,25.0,3.7,0.4
incar-object-detection-nanodet,5x,320x320,lne,GPU/CPU,F32,1.8,2.5,9.8,11.6,177.1,0.0,188.7,5.3,36048.3,38.3,1.6,38.1,1.5,8.0,9.0,60.9,12.6,0.0,35.9,24.7,4.2,1.1
incar-object-detection-nanodet,5x,320x320,tensorrt,GPU,F16,1.8,2.5,4.9,11.5,31.9,0.7,44.1,22.7,154232.1,44.6,2.0,42.7,1.7,9.4,11.0,58.7,28.4,0.0,40.1,27.9,4.7,4.3
incar-object-detection-nanodet,5x,320x320,tensorrt,GPU,F32,1.8,2.5,9.8,11.5,36.2,0.7,48.4,20.6,140420.2,46.3,2.0,44.5,1.8,10.4,12.0,55.1,34.4,0.0,39.6,27.5,4.7,3.9
incar-object-detection-nanodet,5x,320x320,ncnn,GPU,F16,1.8,2.5,4.9,11.6,35.4,0.1,47.2,21.2,144225.8,23.5,1.1,23.0,0.9,6.6,8.0,50.4,33.8,0.0,37.4,25.8,4.4,4.3
incar-object-detection-nanodet,5x,320x320,ncnn,GPU,F32,1.8,2.5,9.8,11.6,35.4,0.2,47.1,21.2,144421.9,23.1,1.1,22.6,0.9,6.4,7.0,50.2,28.3,0.0,37.6,26.2,4.3,4.3
incar-object-detection-nanodet,5x,320x320,onnxruntime,CPU,F32,1.8,2.5,9.8,11.4,644.0,0.0,655.4,1.5,10379.4,17.6,1.0,17.6,0.7,2.0,3.0,63.3,0.0,0.0,36.0,25.1,3.7,0.4
incar-object-detection-nanodet,m,320x320,lne,CPU,F32,0.9,1.2,4.7,14.4,215.8,0.0,230.3,4.3,29540.1,22.0,0.5,21.9,0.9,3.5,4.0,61.5,0.0,0.0,34.9,23.7,3.7,0.5
incar-object-detection-nanodet,m,320x320,onnxruntime,CPU,F32,0.9,1.2,4.7,11.4,402.6,0.0,414.1,2.4,16429.1,22.7,0.5,22.7,0.9,2.0,3.0,63.1,0.0,0.0,35.3,24.0,3.7,0.3
incar-object-detection-nanodet,m,320x320,lne,GPU/CPU,F32,0.9,1.2,4.7,11.5,142.1,0.0,153.6,6.5,44284.6,37.8,1.6,37.5,1.5,6.4,7.0,61.5,9.1,0.0,35.4,24.6,4.0,0.7
incar-object-detection-nanodet,m,320x320,tensorrt,GPU,F16,0.9,1.2,2.4,14.5,24.4,0.7,39.6,25.2,171751.6,47.0,2.1,45.1,1.8,6.9,8.0,57.8,10.8,0.0,38.2,26.2,4.1,2.8
incar-object-detection-nanodet,m,320x320,tensorrt,GPU,F32,0.9,1.2,4.7,11.6,32.6,0.7,44.8,22.3,151773.3,47.2,2.1,45.3,1.8,7.9,9.0,58.9,28.9,0.0,38.2,26.4,4.5,2.3
incar-object-detection-nanodet,m,320x320,ncnn,GPU,F16,0.9,1.2,2.4,11.6,28.7,0.1,40.4,24.8,168411.6,20.1,1.0,19.8,0.8,5.5,6.0,51.8,21.6,0.0,36.2,24.9,4.0,2.8
incar-object-detection-nanodet,m,320x320,ncnn,GPU,F32,0.9,1.2,4.7,11.7,28.6,0.1,40.5,24.7,168091.9,20.2,1.0,19.9,0.8,5.4,6.0,52.0,35.8,0.0,36.3,25.0,4.0,2.8
incar-object-detection-nanodet,m,320x320,onnxruntime,CPU,F32,0.9,1.2,4.7,11.5,396.9,0.0,408.4,2.4,16659.2,17.5,0.9,17.4,0.7,2.0,3.0,63.4,0.0,0.0,35.1,24.1,3.7,0.3
