MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
face-landmarks-detection-3ddfa,default,120x120,lne,CPU,F32,0.4,3.3,13.0,1.1,18.3,0.3,19.6,51.0,530943.7,6.8,2.2,6.8,2.1,1.0,1.0,61.3,0.0,0.0,40.0,39.0,7.8,1.2
face-landmarks-detection-3ddfa,default,120x120,onnxruntime,CPU,F32,0.4,3.3,13.0,1.0,61.2,0.5,62.7,15.9,166116.1,6.8,2.2,6.8,2.1,1.0,1.0,65.7,0.0,0.0,40.0,39.1,8.0,0.4
face-landmarks-detection-3ddfa,default,120x120,lne,GPU/CPU,F32,0.4,3.3,13.0,4.6,68.3,0.3,73.2,13.7,142361.2,13.7,6.4,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.5,37.5,9.2,0.3
face-landmarks-detection-3ddfa,default,120x120,tensorrt,NPU/GPU,S8,0.4,3.3,3.3,2.4,12.9,1.5,16.7,59.7,622229.3,16.3,7.1,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.5,37.5,9.2,1.2
face-landmarks-detection-3ddfa,default,120x120,tensorrt,GPU,S8,0.4,3.3,3.3,2.1,7.6,2.2,11.8,84.7,882184.8,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.2,37.5,9.2,1.6
face-landmarks-detection-3ddfa,default,120x120,tensorrt,NPU/GPU,F16,0.4,3.3,6.5,1.6,18.2,1.3,21.2,47.3,492487.9,14.6,6.5,9.7,3.0,2.0,2.0,100.0,0.0,1.0,35.0,37.5,9.2,0.9
face-landmarks-detection-3ddfa,default,120x120,tensorrt,GPU,F16,0.4,3.3,6.5,2.6,6.9,2.8,12.3,81.6,849822.3,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.0,37.5,9.2,1.6
face-landmarks-detection-3ddfa,default,120x120,tensorrt,GPU,F32,0.4,3.3,13.0,1.9,8.4,2.2,12.5,80.2,835709.6,15.8,6.9,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.0,37.5,9.2,1.6
face-landmarks-detection-3ddfa,default,120x120,ncnn,GPU,F16,0.4,3.3,6.5,2.4,8.5,0.6,11.5,87.1,907645.6,10.3,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.0,37.5,9.2,1.7
face-landmarks-detection-3ddfa,default,120x120,ncnn,GPU,F32,0.4,3.3,13.0,2.5,7.7,1.0,11.2,89.3,930342.6,10.3,5.2,9.7,3.0,2.0,2.0,100.0,0.0,0.0,35.0,37.5,9.2,1.7
face-landmarks-detection-3ddfa,default,120x120,onnxruntime,CPU,F32,0.4,3.3,13.0,2.0,104.6,1.2,107.9,9.3,96595.2,9.7,5.0,9.7,3.0,2.0,2.0,100.0,0.0,0.0,34.8,37.5,9.2,0.2
