var_0,var_1,time,memory
31,12,69.72163271903992,34.520895
51,26,71.24152493476868,52.310376
15,29,71.06085085868835,52.310927
14,38,70.7925455570221,52.31023
9,36,71.40910577774048,52.309497
37,40,71.25527811050415,52.309598
48,22,70.78906869888306,51.879517
11,19,70.58504629135132,47.731685
15,37,71.68452596664429,52.310926
18,20,70.67378783226013,49.594347
8,24,71.13008546829224,52.302814
38,6,68.2958447933197,27.377598
5,48,71.37339639663696,52.306579
20,34,71.17258262634277,52.3151
23,52,71.88788676261902,52.315291
19,34,71.00017952919006,52.310759
19,49,71.612140417099,52.311606
3,36,71.14358806610107,52.148842
46,24,71.44244527816772,52.303833
26,28,71.22946429252625,52.31368
20,14,69.86842894554138,38.257917
47,19,70.87607765197754,47.738094
24,41,71.21458768844604,52.310718
27,12,69.58700609207153,34.521609
41,50,71.03306794166565,52.312174
41,17,69.89230370521545,43.941829
4,23,71.27149319648743,52.296169
49,25,71.80366039276123,52.312469
9,32,71.33705806732178,52.310211
22,28,71.2789261341095,52.312081
3,23,71.46414232254028,52.139601
17,42,71.41959381103516,52.303061
14,4,68.5858519077301,27.495132
37,7,68.46250987052917,27.568399
15,6,68.71165466308594,27.370703
46,11,69.48069524765015,32.702075
22,5,68.24677896499634,27.412361
45,29,71.22466444969177,52.305813
36,36,71.65013098716736,52.31367
14,52,71.39517140388489,52.30542
13,37,71.73806285858154,52.310752
23,51,71.1750738620758,52.316506
44,50,71.5907678604126,52.312942
5,33,71.00609993934631,52.30622
9,24,71.09805274009705,52.306543
15,46,71.08794617652893,52.313399
35,51,71.26301431655884,52.312071
29,45,71.05265641212463,52.312071
45,29,70.98624563217163,52.313019
36,10,69.77124881744385,30.97794
7,9,69.23362803459167,29.423989
32,12,69.31165909767151,34.519776
37,26,71.48247933387756,52.309257
37,29,70.96831583976746,52.306786
42,42,70.71782374382019,52.308854
15,41,71.56345629692078,52.310182
3,39,71.31572675704956,52.143136
25,39,70.80242323875427,52.307686
22,31,71.19044017791748,52.308792
7,31,71.22997760772705,52.309248
51,5,68.16269397735596,27.406387
28,25,72.43975758552551,52.310636
11,40,71.79973673820496,52.307512
32,11,69.29138994216919,32.707271
33,15,70.01731419563293,40.140978
34,7,68.10201144218445,27.560922
9,42,71.72125196456909,52.307608
29,30,71.41436886787415,52.306064
5,42,72.03372597694397,52.298313
25,21,70.08350896835327,51.257341
43,49,71.04961729049683,52.309791
39,41,70.87656855583191,52.309822
24,26,70.65800285339355,52.304961
6,31,71.04026365280151,52.308783
7,22,70.79229831695557,51.87493
39,15,69.82978677749634,40.145783
10,31,70.73455238342285,52.307246
45,46,70.76888942718506,52.309822
50,35,71.08298802375793,52.305678
39,9,70.0292739868164,29.425924
22,36,72.02181482315063,52.309448
16,4,68.46616554260254,27.499639
36,35,71.6306836605072,52.309055
6,33,70.57250046730042,52.304446
16,49,70.9285728931427,52.308179
46,17,69.73192882537842,43.938653
13,18,69.95495796203613,45.837246
23,26,71.56006503105164,52.308308
6,43,71.12069892883301,52.307775
14,17,70.59232664108276,43.937847
21,46,71.1486337184906,52.3115
15,32,71.55692839622498,52.309022
28,9,69.20386719703674,29.426573
15,36,71.49279499053955,52.310502
12,41,71.05933427810669,52.309955
35,18,69.86408424377441,45.837514
48,22,71.25101852416992,51.880829
43,23,71.18232035636902,52.307403
21,17,70.10018658638,43.939195
9,37,71.60229802131653,52.30829
40,25,71.49186515808105,52.310116
10,38,71.38424515724182,52.309646
50,51,70.90191173553467,52.310471
5,5,68.79983687400818,27.410773
18,20,71.00070595741272,49.588306
8,52,71.20230603218079,52.309232
10,43,71.40412998199463,52.309006
9,39,71.50598096847534,52.309635
26,35,71.35031652450562,52.310111
21,32,71.1191475391388,52.308356
51,43,71.24377298355103,52.311847
47,34,71.29181265830994,52.310142
12,47,71.97319412231445,52.30738
38,30,71.16422986984253,52.310648
16,16,70.46452450752258,42.04462
12,51,71.242520570755,52.311067
3,17,69.70185971260071,43.923633
13,38,71.56600594520569,52.310016
45,44,71.03509163856506,52.310142
24,19,70.53093433380127,47.737549
16,25,70.79581546783447,52.310472
8,19,70.57905650138855,47.735466
47,31,71.04708743095398,52.306285
26,22,70.83425688743591,51.880061
40,34,70.91464352607727,52.30963
51,18,70.44381856918335,45.838378
8,30,71.77826595306396,52.309665
16,43,71.25935649871826,52.306052
25,36,71.63215804100037,52.311335
8,15,70.22953772544861,40.14915
47,49,71.18270707130432,52.308831
29,45,71.1686863899231,52.311366
25,17,70.0263843536377,43.941829
9,5,67.95468091964722,27.410777
8,31,71.09407496452332,52.311832
50,25,71.20359492301941,52.313148
25,32,71.47519063949585,52.311434
44,3,68.50472140312195,27.682545
49,30,71.59625220298767,52.311872
32,13,69.9528796672821,36.381491
4,4,68.8448691368103,27.50067
33,24,71.50678992271423,52.303185
3,16,70.22725129127502,42.021887
25,44,71.7543044090271,52.310718
32,26,71.28755068778992,52.310818
14,25,71.34782147407532,52.310369
17,24,71.37913632392883,52.302939
44,52,71.21194100379944,52.310111
15,23,71.22147154808044,52.311597
51,12,69.82774806022644,34.522993
14,6,67.99351620674133,27.378286
11,43,71.72837924957275,52.311822
32,41,71.10013937950134,52.312102
42,37,70.67588710784912,52.312071
3,48,71.67512512207031,52.141005
11,15,69.90161919593811,40.149533
40,41,71.41062569618225,52.312102
31,48,71.61585783958435,52.302958
10,16,69.13383150100708,42.044669
15,38,70.99770212173462,52.304503
45,46,71.38494968414307,52.303184
13,39,71.631098985672,52.310752
51,27,70.57607364654541,52.310565
42,52,70.7937982082367,52.312102
5,13,70.09839296340942,36.379985
51,26,71.7797703742981,52.312505
14,41,71.09045577049255,52.312222
27,24,71.25468301773071,52.303802
9,52,71.41965079307556,52.310859
49,7,69.24516606330872,27.562638
4,32,71.1518325805664,52.299119
33,13,69.44137454032898,36.37561
37,32,71.54060339927673,52.306665
7,23,71.94821071624756,52.307592
29,3,68.50516629219055,27.678635
19,14,69.61187839508057,38.251902
29,10,68.908766746521,30.977482
14,47,71.52465152740479,52.307238
34,15,69.87979817390442,40.143079
12,14,69.77779245376587,38.246502
7,45,71.71672368049622,52.308235
8,14,70.36354494094849,38.255746
15,26,71.77735829353333,52.306127
42,25,71.32169604301453,52.308087
41,33,70.87562155723572,52.305631
41,38,71.13181734085083,52.306093
42,49,70.97706437110901,52.306837
48,35,71.16652011871338,52.312071
14,6,68.81994938850403,27.370059
47,34,71.1668746471405,52.307767
21,5,68.52506732940674,27.407807
18,51,71.33520555496216,52.308012
38,9,69.12120318412781,29.424188
36,52,71.427499294281,52.307767
12,15,69.90577578544617,40.142508
41,20,70.31755876541138,49.586481
33,10,69.62968945503235,30.97845
50,5,68.60764336585999,27.40759
4,41,71.02721691131592,52.301544
24,22,71.85591626167297,51.878005
44,39,71.25858283042908,52.308086
39,49,70.81612586975098,52.307767
12,23,71.68762350082397,52.308094
31,40,70.67614722251892,52.307798
9,22,70.96717643737793,51.875192
12,42,71.10229206085205,52.309011
43,26,71.1886374950409,52.308201
15,39,71.3150269985199,52.308123
16,22,71.40706419944763,51.874566
15,51,71.16446208953857,52.310063
32,9,68.69110083580017,29.425276
35,26,71.57707667350769,52.309138
49,18,70.68136978149414,45.835778
17,17,70.23107552528381,43.939877
16,41,71.47754907608032,52.30738
48,6,68.76422452926636,27.375574
50,29,71.14739489555359,52.310122
38,30,71.1722412109375,52.308881
11,48,72.2783670425415,52.308925
27,18,69.86286234855652,45.835778
6,35,70.8799695968628,52.30871
25,24,71.39666438102722,52.301641
27,17,70.3129951953888,43.939908
52,22,70.902747631073,51.878654
44,14,69.56236982345581,38.254483
36,45,71.51214385032654,52.308766
35,44,71.2281596660614,52.309174
32,19,70.63391017913818,47.735462
14,37,70.93442225456238,52.308495
16,43,71.38401985168457,52.308756
51,49,70.56412672996521,52.310142
38,15,70.4676685333252,40.14556
41,48,71.41159057617188,52.309599
26,39,70.37027382850647,52.310111
46,31,71.09348487854004,52.309885
36,9,69.23953342437744,29.425701
9,26,71.12458682060242,52.310009
49,46,71.8923876285553,52.310142
4,16,69.75547480583191,42.037469
48,10,69.41043949127197,30.979963
42,37,71.4063241481781,52.310142
22,37,70.8616590499878,52.310087
36,13,70.17429161071777,36.379755
35,18,70.72591400146484,45.836642
40,30,71.23090267181396,52.310136
32,35,70.95810008049011,52.310142
13,52,71.73321986198425,52.308823
40,37,71.25112915039062,52.309143
34,12,69.62010264396667,34.520065
17,18,71.06995177268982,45.837933
10,46,71.54601573944092,52.310541
5,21,71.18489646911621,51.255123
4,16,70.15318250656128,42.038014
11,5,68.02900195121765,27.411316
22,11,68.81934833526611,32.709429
42,48,70.80258297920227,52.310687
52,37,71.25117087364197,52.310687
40,41,70.60201930999756,52.311366
13,23,71.20141887664795,52.315145
8,18,70.56129336357117,45.839112
9,4,68.48197960853577,27.501687
30,51,71.17404007911682,52.311366
36,26,71.00199246406555,52.311905
39,28,71.46221828460693,52.313064
26,52,71.01128005981445,52.310718
27,23,71.48198080062866,52.311011
35,26,71.10829281806946,52.312161
15,38,71.36840009689331,52.311439
17,10,69.62281131744385,30.979923
22,17,70.64924430847168,43.940616
3,9,68.73340272903442,29.418628
12,40,70.91451668739319,52.304733
47,24,71.53911805152893,52.304538
34,45,71.36004638671875,52.311335
47,3,69.45164370536804,27.683929
24,31,70.7479100227356,52.312357
28,3,68.49024438858032,27.677933
46,31,71.07264685630798,52.305329
18,8,69.12195873260498,28.225152
19,37,71.00968718528748,52.312174
23,32,71.90752029418945,52.31601
47,15,69.93748760223389,40.148063
37,52,70.91890811920166,52.312494
41,24,71.57846117019653,52.301553
40,51,71.55623459815979,52.313558
22,21,70.78025221824646,51.260566
30,21,71.08033895492554,51.263068
5,10,69.28111171722412,30.981316
19,21,70.62286496162415,51.258488
35,24,70.80463743209839,52.297687
24,35,71.06798005104065,52.305964
40,15,69.43482089042664,40.140631
18,4,68.25598073005676,27.497046
11,4,67.95442771911621,27.495321
21,50,71.2943103313446,52.305785
11,23,71.56899404525757,52.30539
18,39,71.32710814476013,52.305303
25,23,71.66785836219788,52.305027
22,27,71.7346363067627,52.305331
19,28,71.72302484512329,52.307711
39,14,69.4776701927185,38.252152
28,8,69.15342497825623,28.216994
13,43,71.05340695381165,52.30515
47,46,70.3623423576355,52.305237
9,15,70.29914379119873,40.144975
5,21,71.14726829528809,51.251584
10,40,70.93656730651855,52.305248
11,4,67.64771938323975,27.493477
33,23,72.14815855026245,52.312756
41,24,70.87831783294678,52.296378
25,44,70.73021340370178,52.307879
7,33,71.30998754501343,52.309203
42,16,70.09039044380188,42.043668
37,16,70.34404158592224,42.043557
16,22,70.70735669136047,51.875966
29,30,71.31482172012329,52.308017
39,22,72.15181231498718,51.878886
23,39,70.77164936065674,52.311467
6,13,69.73225712776184,36.372601
43,47,71.02323341369629,52.308406
51,44,70.91465973854065,52.305519
4,50,71.16683077812195,52.301544
49,14,70.23200225830078,38.252547
43,26,71.01071977615356,52.307945
23,31,70.73799347877502,52.311725
39,24,71.03493666648865,52.299881
7,36,71.16007685661316,52.308915
38,38,70.70151162147522,52.307791
38,39,71.51568365097046,52.302699
23,12,69.53294730186462,34.519273
4,25,70.81510615348816,52.298331
36,19,70.42088150978088,47.737037
32,33,71.0456907749176,52.309174
18,43,71.04992914199829,52.3073
22,7,68.87294745445251,27.565714
50,49,71.06484651565552,52.307407
20,14,69.74649620056152,38.256373
28,33,70.38790583610535,52.309887
14,44,71.25407600402832,52.308399
20,23,71.09977889060974,52.312144
11,20,70.64117455482483,49.59667
41,9,68.93645405769348,29.424868
40,6,67.71308159828186,27.375166
20,42,71.06830716133118,52.31134
31,44,71.23877310752869,52.308406
48,21,71.47185063362122,51.257996
47,7,68.89108943939209,27.565094
36,15,70.26553344726562,40.142016
8,17,69.88282680511475,43.935715
22,15,69.790447473526,40.147157
8,52,70.83781957626343,52.310065
25,19,70.70824766159058,47.737549
48,23,71.30958008766174,52.311011
38,48,70.53590178489685,52.309599
30,4,68.2715961933136,27.500126
32,45,71.8266954421997,52.308943
10,46,70.56310844421387,52.308774
49,41,71.08978176116943,52.310142
45,46,70.90559101104736,52.309415
46,35,71.92099905014038,52.309599
14,4,67.95906019210815,27.499679
50,30,72.07642006874084,52.310105
17,13,69.67318296432495,36.380218
29,47,71.30975294113159,52.30963
25,37,71.51252269744873,52.310142
42,18,70.42555952072144,45.836673
50,33,71.76769471168518,52.310142
26,31,71.40992999076843,52.309429
10,46,70.99031686782837,52.30791
37,50,71.50086903572083,52.310687
9,19,69.99820065498352,47.734061
12,36,71.32545375823975,52.311612
19,48,70.64479207992554,52.310759
7,6,68.6045503616333,27.381097
34,36,71.4781744480133,52.311366
30,6,68.39889717102051,27.377087
5,8,69.23385381698608,28.223977
41,26,70.96292018890381,52.311769
23,35,71.1577455997467,52.314643
33,40,70.3468644618988,52.310718
39,42,71.21838212013245,52.310687
50,11,69.76856708526611,32.709582
12,41,71.34945869445801,52.311612
17,36,71.38091206550598,52.308813
43,3,69.00957989692688,27.682576
52,37,71.47174715995789,52.311366
51,21,71.72177720069885,51.259948
6,18,70.41926741600037,45.841697
49,42,71.45776700973511,52.309599
51,13,69.84486126899719,36.38146
14,6,68.88395428657532,27.37755
37,34,71.0418529510498,52.302755
34,15,69.52931022644043,40.147296
22,45,71.4593997001648,52.312016
31,34,70.61237001419067,52.312071
16,9,69.11151599884033,29.417861
51,35,70.94817996025085,52.304483
43,34,70.90486454963684,52.311335
32,6,68.90869092941284,27.377735
24,50,72.14459800720215,52.303577
46,31,71.07230067253113,52.312388
15,18,70.49444508552551,45.842162
41,38,71.06667304039001,52.312071
37,21,70.9739727973938,51.260596
6,46,71.11395454406738,52.30258
51,30,71.11791014671326,52.312608
18,49,71.60088300704956,52.312347
25,20,70.4538037776947,49.58973
11,48,71.50099039077759,52.310438
46,49,71.06944680213928,52.303968
29,8,68.75066375732422,28.220704
23,18,70.30491924285889,45.835557
5,25,71.13673901557922,52.297568
6,25,71.51004266738892,52.30647
12,23,71.72937989234924,52.304824
24,47,71.61191821098328,52.304268
22,48,71.99395370483398,52.307063
29,30,71.52530407905579,52.304076
45,31,70.86554408073425,52.304448
39,52,71.6434645652771,52.307118
4,36,71.40839314460754,52.299565
34,52,71.49259996414185,52.304968
46,16,70.51843857765198,42.039537
6,15,69.62780690193176,40.140716
47,20,71.54553008079529,49.582865
11,20,70.79239225387573,49.595053
52,16,70.39328169822693,42.040998
41,49,71.4949004650116,52.302754
41,12,69.75919198989868,34.522993
12,35,70.45030784606934,52.308212
26,5,67.96386432647705,27.408709
25,3,69.08982348442078,27.679944
42,47,70.7713475227356,52.307511
41,47,70.75209307670593,52.307287
46,14,69.51886677742004,38.253004
12,44,71.39274668693542,52.308212
18,9,69.29709839820862,29.422903
13,35,71.8270936012268,52.306767
17,48,71.41649031639099,52.305382
4,4,68.70241975784302,27.497525
43,26,71.68066811561584,52.308489
22,45,71.27674388885498,52.307743
21,46,71.42830395698547,52.307939
41,20,70.58859395980835,49.586481
23,36,71.45084071159363,52.312042
37,52,71.4945616722107,52.307287
37,45,71.30601358413696,52.307798
17,42,70.91722321510315,52.305006
29,33,70.68099188804626,52.305164
25,38,71.16665720939636,52.308375
52,30,71.26615333557129,52.310136
24,19,70.73363256454468,47.736581
45,51,70.5777153968811,52.308375
5,10,69.40283393859863,30.978356
46,31,70.7556688785553,52.308661
23,46,71.26022386550903,52.312691
44,23,70.84605646133423,52.308348
13,24,71.34420919418335,52.30175
21,22,70.14661908149719,51.873688
11,21,70.69268321990967,51.261976
3,25,71.0847897529602,52.146003
27,31,71.36194491386414,52.309052
34,13,69.83252787590027,36.379299
16,14,69.90949058532715,38.258178
34,26,71.7927930355072,52.308809
33,30,71.60473465919495,52.308881
45,23,71.19754791259766,52.309059
49,19,70.6124382019043,47.735462
27,33,70.95844721794128,52.307511
39,8,69.21822714805603,28.224104
48,50,71.34221029281616,52.309143
16,13,69.96575450897217,36.376851
44,41,71.17924666404724,52.310142
7,36,71.25571084022522,52.310716
12,40,71.20506024360657,52.310524
28,51,71.5135588645935,52.309599
41,14,69.75818014144897,38.255859
6,27,71.1384584903717,52.308664
4,51,70.98909425735474,52.302601
51,6,68.4716444015503,27.37603
16,28,71.48138380050659,52.308354
35,25,71.9280617237091,52.311924
50,15,69.76219367980957,40.146103
23,17,70.07002258300781,43.939255
17,44,71.03368282318115,52.307725
22,27,71.19118595123291,52.309476
40,17,70.36859607696533,43.940285
37,37,71.60087895393372,52.30963
37,25,70.96091723442078,52.310517
51,22,71.15872931480408,51.877781
14,4,68.53057408332825,27.501471
5,34,71.53656721115112,52.30426
3,6,68.46283793449402,27.378909
24,31,71.22703838348389,52.310973
5,17,69.88439583778381,43.938052
35,29,70.9623692035675,52.311635
39,9,68.6566059589386,29.42682
27,11,69.30152344703674,32.709551
7,33,71.15430879592896,52.312483
33,36,71.95066046714783,52.310111
49,10,69.15050530433655,30.979602
49,28,71.57033848762512,52.313456
44,38,71.58277702331543,52.308782
42,23,71.54578161239624,52.311659
22,7,68.36214184761047,27.56633
39,24,72.00147604942322,52.303185
43,22,71.03340435028076,51.880606
25,3,68.7828619480133,27.683248
43,51,71.28278684616089,52.309599
26,11,69.25347757339478,32.7039
44,32,71.3410758972168,52.302788
16,15,69.36438488960266,40.152728
20,30,71.44967722892761,52.313506
21,33,71.30459141731262,52.311956
6,8,69.44142580032349,28.226103
8,9,69.7962646484375,29.428433
6,14,70.01495099067688,38.255241
36,27,71.26554942131042,52.310565
16,44,71.85984253883362,52.310971
12,45,72.07900977134705,52.31226
7,46,70.94738268852234,52.312483
24,5,68.0842227935791,27.400829
12,12,69.81065917015076,34.513659
18,26,70.8178539276123,52.312727
38,36,70.85710954666138,52.311335
15,26,71.23153591156006,52.307534
43,41,71.36148190498352,52.311447
39,16,70.6769506931305,42.047364
44,19,71.08853888511658,47.738094
19,46,71.92534852027893,52.307614
39,14,69.56837105751038,38.249829
15,47,71.40697860717773,52.308646
6,51,70.92600679397583,52.29888
49,45,71.32603526115417,52.300314
10,52,71.37795901298523,52.304088
22,51,71.25948643684387,52.303701
7,26,71.07090449333191,52.308031
5,26,71.51816916465759,52.293818
10,34,71.75312304496765,52.30547
50,6,69.03430366516113,27.373342
46,52,71.00106573104858,52.306093
18,26,71.50960302352905,52.303851
18,26,71.62138748168945,52.307839
35,52,71.41189384460449,52.306942
27,12,69.28199505805969,34.514334
28,31,71.05348443984985,52.312357
13,30,71.3039333820343,52.300563
39,23,71.451425075531,52.305872
40,37,71.57407283782959,52.309559
33,43,71.49793362617493,52.308406
48,7,68.78527879714966,27.561455
14,23,70.95698165893555,52.309947
44,19,70.9445013999939,47.735813
3,16,70.3621416091919,42.021559
14,44,70.9233922958374,52.307407
19,23,70.84383869171143,52.306379
10,50,72.17356038093567,52.307261
42,11,69.58716750144958,32.70695
35,45,71.13956189155579,52.307287
29,52,71.05856370925903,52.308086
44,52,70.962327003479,52.302439
12,26,71.60294485092163,52.308973
3,19,70.4353084564209,47.712408
17,46,71.51132488250732,52.306181
28,42,70.94927048683167,52.307118
35,25,71.99024963378906,52.306703
39,33,70.89698266983032,52.307542
26,52,71.35396218299866,52.306911
31,50,71.06482172012329,52.303464
33,38,71.47011733055115,52.30963
14,11,69.90486311912537,32.708749
4,51,71.39532232284546,52.301833
45,45,71.45287537574768,52.308375
3,34,70.87144732475281,52.145699
34,33,71.2666802406311,52.309174
10,33,70.75802421569824,52.30755
4,5,68.65202569961548,27.404176
42,6,67.89454674720764,27.375574
42,5,68.17992281913757,27.409069
48,42,71.37519025802612,52.309174
52,46,71.54636907577515,52.309174
26,34,71.44811797142029,52.308055
26,7,68.49707651138306,27.565502
3,23,71.75765419006348,52.145783
23,51,71.05271863937378,52.312042
27,13,69.61085820198059,36.377892
18,48,71.60192799568176,52.309011
28,47,71.88942837715149,52.308055
45,20,71.04249048233032,49.585482
13,38,71.42608451843262,52.309399
21,14,70.09327244758606,38.255348
47,31,71.19181752204895,52.309429
10,17,70.6740050315857,43.94073
52,38,71.1870379447937,52.309143
16,36,72.02576398849487,52.308244
51,33,70.90976667404175,52.309143
30,6,68.56224536895752,27.37603
19,41,71.36814308166504,52.309215
47,14,69.8407621383667,38.255859
35,52,71.61207246780396,52.310142
30,51,70.72315120697021,52.310142
12,34,71.28628325462341,52.310068
16,48,71.41516518592834,52.308787
17,34,71.14746737480164,52.308237
33,48,71.34881091117859,52.309174
42,44,71.14320063591003,52.308735
32,21,70.88293242454529,51.25886
42,39,71.99873113632202,52.309143
8,23,71.86044478416443,52.309002
29,13,69.04405212402344,36.380236
35,9,68.85993385314941,29.427468
41,15,70.22001767158508,40.147327
16,16,70.138840675354,42.045949
49,38,70.6930136680603,52.310111
45,27,71.75627517700195,52.309917
3,48,71.54128527641296,52.147755
27,29,71.22924017906189,52.311666
10,34,71.2596492767334,52.309286
41,29,71.27160143852234,52.312314
11,24,71.09675860404968,52.304832
15,3,67.98691177368164,27.682332
26,36,71.91782093048096,52.311366
52,13,69.86623167991638,36.381491
15,19,70.6851532459259,47.739349
39,51,70.73489356040955,52.310142
31,24,71.44489669799805,52.302066
12,15,69.69982242584229,40.145459
35,50,70.78510737419128,52.310111
28,21,70.77939009666443,51.258373
42,34,70.89424633979797,52.311335
