var_0,var_1,time,memory
36,36,71.20537901,49.400412
14,4,69.62280416,24.614791
17,42,72.28820109,49.398496
14,52,79.31404805,49.400514
29,45,70.37858915,49.400406
22,5,68.747293,24.515263
45,29,74.37183428,49.401351
44,50,75.16553354,49.400408
5,33,71.05313182,49.394281
35,51,77.04362512,49.400404
36,10,70.03321052,28.052825
7,9,69.75701928,26.518117
37,29,71.44816566,49.382345
22,31,69.96845102,49.389128
42,42,69.13561249,49.392836
25,39,69.68259192,49.38422
11,40,70.01893401,49.387472
32,11,66.58754301,29.794512
33,15,69.01188397,37.219455
15,41,69.90827537,49.388403
7,31,70.05739355,49.397224
37,26,70.00342226,49.395226
32,12,68.52135181,31.601546
3,39,67.053689,49.238523
34,7,70.0171814,24.66038
28,25,70.77340865,49.39391
51,5,64.90348053,24.494159
9,42,67.42368841,49.387921
5,42,67.85698056,49.394279
29,30,67.67050362,49.380499
43,49,73.07624292,49.400406
6,31,74.24838543,49.399826
45,46,72.70500445,49.400406
25,21,74.98217678,48.347518
16,49,71.79973888,49.399043
7,22,73.15255046,48.965379
22,36,74.3942914,49.400352
6,33,74.1888783,49.399824
39,15,72.32046747,37.23634
23,26,73.73252273,49.399691
24,26,73.16121864,49.400806
50,35,74.79965281,49.400414
39,41,72.85316277,49.400411
46,17,71.73658013,41.028015
39,9,71.91500688,26.517399
10,31,73.25842071,49.398822
36,35,72.81201696,49.40041
16,4,71.55760121,24.614911
6,43,76.18944716,49.399831
13,18,78.00169182,42.928376
14,17,73.67889309,41.027353
28,9,77.76794744,26.51741
21,46,77.36688137,49.401026
43,23,79.56314158,49.400702
18,20,80.15948033,46.683418
12,41,79.81489825,49.401288
8,52,79.95152545,49.380283
10,38,80.53048635,49.399481
48,22,81.05963755,48.970328
15,36,78.2848506,49.380606
15,32,79.17855906,49.401732
10,43,78.17509246,49.399478
9,39,81.61867714,49.399844
35,18,78.27477813,42.927446
21,17,77.19109464,41.033668
40,25,81.03797507,49.402186
9,37,82.6199739,49.380125
50,51,80.9187026,49.400408
26,35,75.02969646,49.400406
5,5,71.59210467,24.515281
21,32,78.65495086,49.389762
12,47,74.66649652,49.389311
51,43,75.77875924,49.382805
3,17,74.14519191,41.010144
12,51,73.50639057,49.400585
40,34,79.62250233,49.394781
8,30,77.08235192,49.391561
26,22,79.83314061,48.970327
51,18,77.39305806,42.908436
16,16,79.0709374,39.129328
38,30,78.92935205,49.400912
16,43,77.35291219,49.389189
47,34,79.86291695,49.397589
45,44,77.75577879,49.395477
13,38,81.14298296,49.382861
24,19,78.47490764,44.827818
25,36,76.82273602,49.384426
8,19,79.32543826,44.810287
16,25,81.17175984,49.399327
47,31,79.88567185,49.387313
8,15,76.26445723,37.238065
47,49,75.45603538,49.400414
25,17,76.74972725,41.031537
49,30,75.23928356,49.400915
50,25,75.94123912,49.402185
4,4,71.36344957,24.614926
17,24,73.7465837,49.392614
14,25,71.98577857,49.400038
44,52,71.02392817,49.400411
3,16,71.61389613,39.115355
25,32,77.20055842,49.400472
33,24,74.4216547,49.392876
9,5,74.83891177,24.516681
8,31,79.297019,49.400711
15,23,74.62833118,49.402274
25,44,76.84906697,49.400405
29,45,78.92848969,49.400406
32,13,74.33808613,33.470537
44,3,74.6714859,24.814574
32,26,76.72387362,49.400804
51,12,70.37944674,31.61153
14,6,69.502702,24.474113
45,46,69.47731924,49.380874
11,43,74.63103771,49.400273
5,13,69.55178261,33.447126
31,48,73.78457761,49.384393
13,39,72.66675901,49.399233
14,41,73.83579278,49.38731
51,27,72.61669827,49.399815
27,24,73.6329658,49.393053
40,41,68.89714885,49.400589
3,48,66.96069407,49.224622
42,52,69.57781506,49.380171
9,52,68.29735184,49.400026
42,37,69.08064985,49.400587
15,38,67.29379797,49.385017
32,41,68.43514848,49.382284
51,26,69.87541223,49.388319
11,15,68.29660058,37.237986
10,16,68.24411154,39.133094
49,7,65.85473561,24.656155
34,15,68.10792542,37.236348
4,32,70.34023833,49.388777
37,32,67.58031392,49.389916
41,33,68.93283653,49.400407
8,14,68.64681435,35.347806
7,45,69.03845406,49.401398
29,3,66.90052128,24.814579
12,14,69.02402353,35.33062
48,35,68.67668486,49.397586
42,49,70.56011176,49.400409
14,6,67.5860703,24.464783
29,10,66.81120992,28.07113
33,13,68.01860952,33.461387
14,47,70.44891858,49.400507
7,23,68.20727444,49.401093
42,25,72.26282597,49.402193
19,14,69.31838703,35.340313
15,26,71.20923066,49.393877
41,38,72.29042721,49.400406
47,34,65.16699386,49.400411
24,22,65.33083868,48.970327
18,51,64.12933803,49.40065
36,52,64.96119237,49.400404
44,39,63.95695472,49.400409
9,22,64.86229873,48.967714
12,23,64.59549332,49.40069
50,5,61.70496535,24.51528
41,20,64.11620855,46.678804
15,39,64.92657471,49.401726
21,5,62.16109133,24.515271
12,42,64.13144326,49.401287
33,10,62.75347257,28.071135
16,22,64.31187129,48.967682
4,41,66.008605,49.393705
38,9,63.74059224,26.517412
31,40,64.58897805,49.400402
12,15,63.50175381,37.235124
39,49,64.43340564,49.400407
43,26,69.51006055,49.400814
15,51,74.58572769,49.382014
6,35,73.88099051,49.387151
49,18,73.50043058,42.907031
16,41,72.78086662,49.399052
25,24,76.59480214,49.383723
27,17,78.18269706,41.017463
52,22,80.10449791,48.952724
38,30,78.43413138,49.400908
50,29,78.28588724,49.386035
35,26,77.04792905,49.400808
32,19,77.45069981,44.809507
35,44,78.64359975,49.394069
48,6,76.13328075,24.464065
11,48,78.5562675,49.393052
32,9,77.80529666,26.50614
14,37,80.23688698,49.400508
36,45,78.47690511,49.387028
17,17,79.92267036,41.031537
27,18,76.85566688,42.927449
44,14,73.61960483,35.340471
16,43,69.83436942,49.399046
41,48,70.14971375,49.400408
42,37,70.80855966,49.40041
26,39,69.57208276,49.396884
22,37,66.12283921,49.400354
40,30,66.41754127,49.400918
35,18,66.63867593,42.927448
36,9,67.8336463,26.512481
38,15,66.46612906,37.23423
9,26,66.52965498,49.400188
13,52,64.52127433,49.399065
40,37,67.79513836,49.40041
51,49,64.47503495,49.400408
4,16,65.9969995,39.127577
34,12,66.10923076,31.609235
49,46,68.34933162,49.400411
32,35,66.04302454,49.400414
48,10,65.96021867,28.071134
36,13,63.79641962,33.470544
46,31,66.11723232,49.400701
17,18,67.61410832,42.927642
4,16,67.15358686,39.12757
30,51,68.23847795,49.400407
39,28,67.38968539,49.402104
42,48,69.97410655,49.400409
26,52,67.4882443,49.40041
9,4,65.31186795,24.615667
11,5,65.83248091,24.515592
5,21,66.83725882,48.344567
40,41,67.76648378,49.400404
35,26,68.84371638,49.400815
13,23,67.34539008,49.404097
10,46,67.42096019,49.399483
22,11,65.65590978,29.798608
17,10,65.80583167,28.070617
15,38,68.38180327,49.401728
27,23,67.17720509,49.400698
8,18,65.82448459,42.928668
52,37,67.46430731,49.400409
36,26,67.58194995,49.379693
22,17,74.40631557,41.016274
47,24,71.80616283,49.379496
37,52,73.22415352,49.394777
40,51,72.52583981,49.398293
24,31,72.46962523,49.381679
23,32,70.84564877,49.393788
47,15,72.21626449,37.229301
34,45,71.87993622,49.379997
3,9,75.592978,26.490583
28,3,75.0385921,24.814575
19,21,74.76964474,48.32996
30,21,75.76494217,48.349638
5,10,76.65827918,28.059219
12,40,77.15904498,49.39706
46,31,77.0045476,49.397879
19,37,78.98500729,49.392033
22,21,75.45262456,48.342531
47,3,74.63873672,24.799254
18,8,76.72154117,25.29921
41,24,79.71264529,49.392869
35,24,72.13173938,49.392875
21,50,77.1901536,49.401029
28,8,74.68931365,25.315524
39,14,75.35436916,35.346102
9,15,76.51306653,37.239867
13,43,76.69006133,49.399055
11,23,75.08154631,49.401135
25,23,78.87562561,49.400698
11,4,70.80887461,24.61477
24,35,73.38697028,49.400408
18,4,72.07794142,24.614917
10,40,74.36099482,49.399479
40,15,73.06388283,37.236336
22,27,74.32999039,49.40028
33,23,74.41217804,49.4007
5,21,73.31102037,48.344559
11,4,72.45452332,24.614772
19,28,76.74825096,49.400436
18,39,75.14158344,49.400649
47,46,72.84390545,49.400407
41,24,71.33629966,49.392875
39,22,64.96708584,48.970328
4,50,66.75384235,49.372583
23,31,64.64570856,49.386738
51,44,66.77934742,49.400409
49,14,64.92347097,35.346099
23,39,65.1695385,49.404362
29,30,66.49845934,49.400916
25,44,64.81934142,49.400405
42,16,64.11830211,39.11964
38,38,65.53994107,49.400408
7,33,65.43889713,49.381677
38,39,64.11680055,49.400408
7,36,66.39685655,49.386076
43,47,64.54696012,49.382104
39,24,64.49049902,49.392878
37,16,64.0061183,39.135662
6,13,64.0178287,33.4668
16,22,66.09711885,48.967678
43,26,64.6409297,49.386726
23,12,67.91058302,31.605328
14,44,69.87115073,49.394174
48,21,67.29280138,48.349637
20,42,70.08269644,49.402574
11,20,67.39916039,46.684753
22,7,66.54114127,24.646895
31,44,69.30237293,49.400408
28,33,69.91116714,49.388441
36,19,67.20585275,44.827822
36,15,67.34270573,37.225789
4,25,69.50295472,49.382553
47,7,66.01771879,24.660383
8,17,67.38750148,41.02397
40,6,66.61321974,24.473925
32,33,69.20317364,49.40041
20,23,68.90915418,49.403377
20,14,68.07865667,35.34619
18,43,70.69938517,49.391502
41,9,66.86864376,26.517405
50,49,68.29248357,49.391964
22,15,68.19007421,37.237953
50,33,68.42997384,49.400411
46,35,70.25463104,49.400407
25,37,68.42313147,49.400411
50,30,67.93124962,49.400917
32,45,68.11947727,49.400407
17,13,72.27105212,33.471002
45,46,73.55097508,49.400406
26,31,72.38819671,49.400692
48,23,74.8544569,49.400699
42,18,71.8422575,42.927453
8,52,73.33778858,49.400702
14,4,71.17079854,24.614787
30,4,70.14864635,24.614928
10,46,72.2721827,49.399484
49,41,71.97332239,49.400411
25,19,73.34467077,44.827817
29,47,71.94340968,49.400405
10,46,72.13238144,49.399472
38,48,74.23490238,49.400409
37,50,69.74836016,49.379296
52,37,67.84676862,49.386334
51,21,69.91682267,48.339079
39,42,70.44288778,49.400412
12,41,71.2481308,49.382282
23,35,69.93122578,49.404362
30,6,63.34918404,24.47392
17,36,66.75714087,49.382477
6,18,64.61876345,42.93188
43,3,62.82346702,24.80613
34,36,64.82716918,49.391259
49,42,63.61836624,49.380691
33,40,64.02926135,49.38509
12,36,65.53276277,49.401286
41,26,64.80123925,49.389552
5,8,63.20630693,25.29752
9,19,64.68173528,44.81034
7,6,66.40030622,24.478796
50,11,66.69257092,29.79235
19,48,68.56986332,49.400476
51,13,65.7277391,33.470576
51,30,67.41615582,49.400958
32,6,66.46203637,24.473963
18,49,69.00928497,49.400696
14,6,65.20181227,24.469044
41,38,68.50358009,49.400446
43,34,69.1174531,49.394115
25,20,67.94406056,46.675328
6,46,68.33483505,49.39987
37,21,70.23424411,48.34968
51,35,68.95079398,49.400449
46,31,69.08126187,49.400736
22,45,68.95032144,49.396876
11,48,69.80735803,49.400136
24,50,69.15878057,49.400449
16,9,68.12494421,26.516291
37,34,69.93735242,49.400446
34,15,65.15833235,37.23498
15,18,65.4905901,42.930504
31,34,66.54773736,49.398335
46,49,64.36750364,49.40041
6,15,65.39692354,37.23414
45,31,66.19905329,49.400688
52,16,64.38316488,39.135672
5,25,66.15242267,49.393214
47,20,65.22870517,46.678796
29,30,64.46724939,49.400914
11,20,64.53746891,46.688281
41,49,65.69252801,49.400408
29,8,63.28125763,25.315523
46,16,64.71055222,39.135669
4,36,64.46958733,49.393703
41,12,63.97249103,31.611352
23,18,65.14175987,42.930513
39,52,65.6045413,49.400406
22,48,65.27974224,49.400355
6,25,66.90632415,49.399814
34,52,65.3309412,49.400407
12,23,65.83107042,49.400685
24,47,66.31998467,49.400402
12,35,64.65818095,49.387436
23,36,66.26730394,49.397557
37,45,65.23850656,49.39712
17,48,65.70693731,49.383406
41,47,65.15718818,49.380226
18,9,63.98732662,26.517289
37,52,64.35310483,49.388673
26,5,62.13835502,24.513403
41,20,64.46060777,46.677623
17,42,65.40476298,49.379719
22,45,65.10127497,49.392138
29,33,65.00680804,49.387966
42,47,64.60663199,49.381628
21,46,67.59775662,49.392114
25,3,65.67711973,24.809183
43,26,70.82572341,49.396821
13,35,70.80519223,49.389442
4,4,67.47089577,24.615162
12,44,70.23477292,49.384618
46,14,69.2874248,35.328731
25,38,74.50309086,49.400413
45,23,75.42261457,49.400697
16,14,78.98443222,35.349389
33,30,75.66111398,49.400911
21,22,77.47853661,48.96572
46,31,78.07662916,49.400696
44,23,78.08307052,49.400695
34,13,77.19732404,33.470536
52,30,78.97193575,49.400912
27,33,75.07335567,49.400406
27,31,75.76179266,49.400696
49,19,78.84241414,44.827811
34,26,78.7511766,49.400811
23,46,79.89384389,49.40436
24,19,72.81734943,44.827815
11,21,74.40108752,48.353148
3,25,72.48225904,49.238467
13,24,74.99303436,49.392949
5,10,70.43019104,28.070484
45,51,74.77064133,49.400407
48,50,68.88418436,49.40052
37,37,65.8995502,49.381515
4,51,64.30660677,49.393821
23,17,65.95481443,41.029628
12,40,64.33886194,49.401401
50,15,63.0513258,37.219566
22,27,67.57880354,49.4004
39,8,63.4609952,25.298035
6,27,66.49934673,49.399926
51,6,63.42318606,24.474038
37,25,65.48826194,49.402303
40,17,65.74432492,41.031651
17,44,65.26966619,49.39861
16,28,64.00893545,49.383216
28,51,65.9336462,49.40052
16,13,63.26471114,33.467769
44,41,66.82169247,49.379403
35,25,65.39851213,49.382594
41,14,64.83959818,35.346223
7,36,64.84722662,49.401505
5,34,67.14613008,49.394821
25,3,63.54370284,24.82216
27,11,66.45633793,29.798522
44,38,64.80888295,49.407994
43,22,64.60816598,48.972978
35,29,66.12719131,49.395556
42,23,67.18324971,49.408285
39,9,63.89056277,26.52358
33,36,65.13822746,49.392668
51,22,67.19101524,48.977913
43,51,68.91876435,49.402354
22,7,69.77310491,24.65588
14,4,68.38772416,24.62236
49,10,69.79633856,28.078716
39,24,71.5808785,49.398344
24,31,70.36109471,49.398414
49,28,70.02617884,49.409689
7,33,70.71340609,49.406154
5,17,72.05853605,41.023104
3,6,71.72164917,24.472916
20,30,72.87270546,49.402579
39,16,72.32869697,39.135659
43,41,71.33927679,49.400403
8,9,71.109761,26.518248
36,27,73.32281637,49.399636
24,5,71.9146266,24.515278
12,12,73.56769657,31.611351
26,11,71.28494072,29.799392
44,19,67.55212379,44.827815
6,14,73.96869326,35.346838
12,45,74.77109337,49.401284
38,36,70.31720448,49.400411
44,32,68.08699489,49.400479
15,26,67.75938725,49.40092
7,46,73.31553721,49.401394
6,8,71.09958386,25.316107
16,15,72.8316431,37.241796
18,26,71.91881132,49.401301
16,44,75.25587416,49.399046
21,33,73.32170558,49.401027
49,45,72.16536808,49.400402
39,23,72.11466479,49.388737
50,6,71.23007131,24.464064
13,30,74.33770561,49.378642
22,51,74.78304911,49.400349
5,26,74.41067672,49.394246
19,46,72.15846515,49.389921
7,26,72.23285913,49.384475
18,26,74.99820375,49.385279
40,37,74.36110449,49.379295
18,26,73.66709948,49.401301
28,31,75.223804,49.400687
27,12,75.17194653,31.593751
35,52,71.64153194,49.387742
15,47,77.44928026,49.387648
10,52,72.31690192,49.399485
46,52,74.00303054,49.391255
6,51,74.39076686,49.399825
10,34,74.47591162,49.38118
39,14,71.56357956,35.346101
3,16,71.44554019,39.115353
39,33,75.39260197,49.400411
29,52,77.30283618,49.40041
35,45,76.67092991,49.398999
26,52,77.3831284,49.400407
33,43,76.84769678,49.400406
44,52,74.89900398,49.391953
19,23,79.25691175,49.396597
3,19,77.74551082,44.805192
10,50,77.84011269,49.399484
31,50,77.7703197,49.400403
35,25,72.15566921,49.397262
44,19,71.39849901,44.827813
28,42,73.59498835,49.400407
17,46,72.23606086,49.398493
48,7,72.53451657,24.655451
14,44,77.01345634,49.39769
12,26,77.56905007,49.401531
42,11,77.26560831,29.799389
14,23,77.81090569,49.399981
3,34,77.45185876,49.238519
18,48,70.9432435,49.400653
4,5,70.81687546,24.51017
42,6,72.02290583,24.473919
33,38,72.01798534,49.400405
28,47,74.16876554,49.400405
26,34,72.37906218,49.400405
3,23,71.86253643,49.237486
27,13,71.47946572,33.470536
10,33,73.79207945,49.39948
48,42,73.72455406,49.400412
45,20,72.42518258,46.678802
26,7,70.58548236,24.660385
34,33,74.522439,49.400406
42,5,66.4637413,24.515276
23,51,74.84903049,49.404363
4,51,74.16161776,49.3937
14,11,69.54642797,29.800947
52,46,69.97526407,49.400408
45,45,70.61588049,49.400406
52,38,72.08703566,49.384383
32,21,72.92473626,48.344716
19,41,71.05586147,49.383588
35,52,73.29315615,49.397591
42,39,71.19480228,49.387029
17,34,71.79045153,49.389349
13,38,74.14152932,49.395539
12,34,72.78809309,49.401284
8,23,71.21764278,49.387098
51,33,72.03426385,49.400407
42,44,73.09516716,49.379993
30,51,72.99347329,49.390551
16,48,73.23642707,49.393417
30,6,70.28058267,24.471808
10,17,71.84307408,41.023864
33,48,72.64729023,49.389847
16,36,73.37266421,49.378624
47,31,75.67603874,49.382389
47,14,72.88857436,35.334835
21,14,70.75123048,35.327579
49,38,71.55410433,49.400408
12,15,71.23775434,37.235121
10,34,71.79421592,49.399489
15,3,69.53314042,24.813537
41,15,71.04361963,37.236348
52,13,71.13454461,33.470537
26,36,73.40006208,49.400403
35,50,74.37385464,49.40041
28,21,71.49663258,48.349631
3,48,75.22149277,49.238516
15,19,71.56846905,44.828381
31,24,80.09150481,49.392876
11,24,80.03996491,49.393806
35,9,74.9733305,26.517409
27,29,76.36296821,49.401357
39,51,75.97096348,49.400407
45,27,76.24467301,49.399635
16,16,76.15930271,39.135664
41,29,74.2393856,49.401356
29,13,75.73549652,33.470538
26,32,71.9832046,49.400477
27,51,71.32764769,49.379989
16,21,70.92977881,48.353882
8,9,74.55083561,26.499945
20,46,75.40566516,49.402573
36,40,74.35939646,49.400404
31,44,76.8586216,49.400414
52,46,76.9102695,49.381396
22,35,74.48238873,49.400353
38,12,74.72653747,31.611345
3,45,75.52056146,49.217402
30,44,71.05836725,49.400412
38,34,73.18332911,49.382807
33,18,73.55306268,42.927447
13,24,74.88408899,49.392948
36,19,73.81030202,44.827818
20,52,75.56555581,49.402573
25,28,71.86795211,49.402099
7,9,73.32503843,26.518114
42,34,81.53331804,49.400411
33,42,79.3549931,49.391252
48,38,77.86534023,49.40041
52,17,77.88030267,41.021686
38,17,72.49536538,41.031534
46,21,74.7859447,48.349633
19,48,75.13121486,49.383585
15,23,75.22578692,49.395943
43,22,82.3153007,48.968214
4,26,82.56768107,49.386936
13,9,75.96535492,26.51917
25,32,83.12116671,49.385154
22,38,80.97110057,49.400355
28,13,78.63837266,33.467724
23,26,83.21895313,49.39969
8,28,79.4299221,49.38733
3,38,78.22576809,49.234996
6,28,78.08955526,49.395598
38,19,78.83396173,44.81444
42,9,77.62888861,26.506144
26,28,72.82187057,49.39014
41,6,75.84532213,24.473925
31,51,80.0211575,49.400407
44,19,78.13998103,44.827814
7,9,75.87825871,26.51812
41,18,77.47070146,42.92745
13,9,76.91972446,26.519171
41,46,79.99123669,49.400412
50,47,73.98768973,49.400405
6,51,74.15071249,49.399822
9,50,73.10267854,49.399841
31,6,72.01716328,24.473919
51,34,71.84342575,49.40041
52,41,72.01087689,49.400407
25,10,74.33065224,28.071125
12,17,73.74115038,41.029709
37,18,73.74971819,42.927451
42,26,73.68157387,49.400816
21,43,73.44720244,49.401025
46,13,75.77397919,33.470541
29,27,74.23303604,49.39964
31,47,66.84546018,49.387036
30,4,65.23753715,24.614927
42,19,70.26738,44.815849
40,49,72.27373743,49.4004
21,9,70.81413555,26.504766
35,7,67.67978549,24.66037
33,25,72.72693658,49.402186
38,40,71.92208004,49.400407
44,35,69.90075922,49.389849
36,44,71.25279927,49.382808
10,18,70.85530782,42.914684
22,24,71.80883026,49.393552
9,14,67.84162712,35.335796
36,11,67.89768648,29.780386
50,11,68.52009153,29.799392
9,51,72.56909466,49.38154
43,5,66.53685069,24.515279
13,12,67.03783107,31.613994
6,17,73.74985504,41.008594
21,18,74.86654115,42.92998
10,39,76.10924864,49.397376
15,31,76.6396718,49.401725
42,46,69.04412198,49.4004
31,23,71.31333637,49.397878
32,5,69.75657582,24.515278
34,18,66.50270891,42.92745
26,17,69.0927844,41.031539
7,35,68.68827128,49.391537
29,50,70.61196637,49.400412
46,27,70.72268772,49.39964
17,15,68.30056906,37.228812
50,18,68.54262304,42.927453
44,37,68.69819903,49.400412
44,32,70.06528521,49.400473
30,8,68.99827218,25.315527
50,3,66.90074086,24.808237
33,10,66.23365617,28.066907
37,30,70.85500956,49.394578
52,35,65.08173585,49.400409
36,21,70.99345803,48.344709
33,27,67.99856114,49.39964
21,44,67.9759438,49.401029
14,35,70.44362855,49.400509
34,47,68.55226588,49.400408
42,7,67.16390848,24.660383
48,45,69.96857119,49.400411
9,27,69.24375343,49.39978
19,25,71.53522325,49.401985
47,25,69.2639246,49.402185
26,8,68.49982262,25.315524
51,33,70.05462384,49.400406
