var_0,var_1,var_2,time,memory
46,46,31,29.243337869644165,7.332002
49,33,44,30.215211868286133,7.316196
17,52,16,30.135345697402958,6.435008
34,30,29,29.6877121925354,7.316421
37,20,51,30.093838930130005,7.331874
46,25,52,30.226107597351078,7.33216
13,37,34,30.008694410324097,7.310898
45,47,25,29.365089893341064,7.313827
39,37,35,32.589061975479126,7.331815
7,46,52,33.185423374176025,7.312826
17,5,24,33.729185819625854,7.330525
37,12,52,30.844687700271606,7.328503
24,16,32,30.284016847610477,7.323025
5,24,7,29.66877102851868,3.867502
36,35,4,30.069472074508667,3.369176
32,14,18,29.65575861930847,6.98151
23,9,38,30.28709650039673,7.325675
21,42,31,30.08648705482483,7.32144
40,26,35,29.56412672996521,7.33197
11,38,20,30.46655225753784,7.265008
32,42,42,29.245116472244263,7.319016
35,31,17,30.335365772247314,6.717239
12,27,14,30.32381582260132,5.854244
10,15,14,30.491214275360107,5.849704
22,18,21,30.44879531860352,7.323149
18,16,21,30.142763137817383,7.317439
33,40,39,33.29938554763794,7.331883
12,5,10,33.331828355789185,4.703363
37,11,31,30.204028606414795,7.330665
37,40,49,30.32138991355896,7.332093
32,33,37,30.234897136688232,7.33217
20,31,9,29.653802156448364,4.418549
27,21,36,30.266079425811768,7.332123
12,24,35,30.956827402114868,7.331717
51,10,32,29.77310395240784,7.332165
17,38,49,30.03377413749695,7.331861
5,11,11,30.18219542503357,4.989329
8,6,4,29.716642141342163,3.371423
48,14,33,33.41458773612976,7.332296
42,32,16,34.107555866241455,6.435012
17,13,20,33.80843114852905,7.276272
10,47,10,33.365488052368164,4.701912
48,39,48,33.53709387779236,7.332373
13,12,19,33.442885875701904,7.1784
47,16,22,34.274736404418945,7.322925
27,20,23,33.66485953330994,7.331737
4,52,45,29.788386821746823,7.331761
44,38,8,30.515151262283325,4.142023
7,34,4,29.678237438201904,3.369174
50,48,33,30.216455936431885,7.332154
16,20,52,29.970538854599,7.332023
16,22,34,29.52369427680969,7.31324
9,15,49,29.518978595733643,7.332141
20,51,28,29.609176874160767,7.320597
22,10,22,30.358515977859497,7.322999
5,17,36,30.377081155776978,7.31829
42,35,43,30.885254621505737,7.332094
49,11,32,30.37078332901001,7.325113
41,36,44,26.838940858840942,7.33231
50,22,11,26.283649682998657,4.980901
35,46,8,27.03106665611267,4.142015
52,43,30,27.527559995651245,7.313794
50,39,49,30.77641606330872,7.317829
10,13,40,31.63694715499878,7.331895
16,47,12,30.13005256652832,5.266864
42,32,44,30.893818378448486,7.310851
33,13,50,31.63797354698181,7.331903
38,17,25,31.625565767288208,7.32197
24,47,21,30.912588834762573,7.305569
28,16,28,30.328126430511475,7.319955
11,45,5,30.708695888519287,3.436341
40,39,30,30.0498731136322,7.332139
33,24,19,30.374844312667847,7.176345
22,27,49,29.782031059265137,7.331929
12,29,49,30.33685040473938,7.327631
13,18,24,30.828527212142944,7.330372
40,48,39,29.722590684890747,7.331864
40,50,25,29.91047978401184,7.331467
17,7,11,33.75283217430115,4.98969
47,47,31,33.91966223716736,7.328528
43,8,47,32.591479778289795,7.33244
20,50,51,33.83675503730774,7.328388
47,27,15,29.19136619567871,6.143503
11,11,20,29.25580859184265,7.270062
43,17,24,29.317185401916504,7.330334
18,21,19,29.89516830444336,7.17817
29,41,13,29.870378971099854,5.566565
7,15,33,29.246454000473022,7.332341
47,51,45,29.503459692001343,7.331789
24,28,39,30.013259410858154,7.331728
16,39,16,30.26329588890076,6.43505
23,13,39,30.208391666412357,7.331825
27,19,21,29.963966369628903,7.322716
52,12,6,29.864827394485477,3.640151
26,52,16,29.96964263916016,6.435006
29,29,43,34.01743459701538,7.332116
35,40,39,33.01459622383118,7.331881
45,42,10,32.56661868095398,4.701914
20,16,38,29.448822498321533,7.332023
20,18,38,29.594277143478397,7.331949
31,12,41,30.233320713043213,7.332027
40,29,18,30.22170329093933,6.982031
30,44,42,29.565540075302124,7.332297
46,12,18,30.03988790512085,6.981445
12,23,28,30.137868642807007,7.332102
14,34,49,29.50638508796692,7.332336
37,13,24,29.698079347610477,7.330538
14,46,42,30.26115703582764,7.332395
14,7,27,29.78850483894348,7.33146
20,28,6,30.084604501724243,3.640113
21,40,52,30.13023781776428,7.33231
6,36,14,29.156024932861328,5.845326
17,46,34,33.85409331321716,7.314724
44,46,18,33.03325295448303,6.975932
41,15,38,33.150073289871216,7.312584
8,33,4,29.29240703582764,3.354084
19,7,44,30.01655960083008,7.332221
17,14,28,30.119702577590942,7.327966
50,45,7,29.10272717475891,3.867736
21,28,52,29.923728704452515,7.313233
5,6,51,29.352313995361328,7.330945
23,49,38,29.2371723651886,7.315257
25,34,26,29.986489057540894,7.31322
33,21,42,29.459911108016968,7.3289
45,5,40,29.930179119110107,7.33012
34,13,26,31.00137162208557,7.332054
41,13,25,31.173482179641724,7.324314
47,6,39,29.69289493560791,7.322267
26,51,51,31.08658051490784,7.317797
9,7,32,30.43908762931824,7.327465
4,25,24,33.27454614639282,7.321542
20,26,12,34.25133466720581,5.277423
41,38,33,30.330381393432617,7.332149
21,52,12,30.25547504425049,5.277424
38,34,41,30.274523496627808,7.332038
38,4,11,30.20133924484253,4.989835
48,29,17,29.53899121284485,6.717236
48,7,13,29.544033527374268,5.567145
39,47,31,30.294027090072632,7.332005
11,13,22,29.389872312545776,7.322947
33,41,52,29.671091079711918,7.331999
17,14,13,29.4833824634552,5.567036
23,26,8,30.002819776535038,4.142012
26,52,20,30.605148315429688,7.275574
8,45,15,30.05152726173401,6.144883
43,39,6,29.42126154899597,3.640116
49,17,23,29.37666082382202,7.331597
40,29,28,30.44522452354431,7.331893
46,8,12,34.200844287872314,5.277554
27,40,8,33.33634829521179,4.142018
51,48,32,30.276939153671265,7.331936
16,52,31,30.242623567581177,7.332119
6,46,48,30.027430057525635,7.332127
25,10,18,30.203566789627075,6.982028
41,6,32,30.343003511428837,7.332356
36,21,47,31.01952052116394,7.332405
18,24,44,30.358190536499023,7.315817
39,25,42,30.035147190093998,7.312244
51,18,24,29.47979688644409,7.313545
39,12,40,29.58411121368408,7.332023
33,7,39,31.048718214035038,7.331963
52,27,9,30.439743280410767,4.418665
12,20,8,29.812697410583496,4.123116
42,16,43,29.468915462493896,7.332171
19,20,20,33.78421902656555,7.258089
18,43,20,34.129653215408325,7.275686
14,28,7,33.54864525794983,3.878885
35,28,32,33.37428426742554,7.331925
48,14,45,29.5514817237854,7.3326
10,13,42,30.330646991729736,7.311681
48,51,52,30.436232089996334,7.331948
51,51,29,30.305227041244507,7.334388
18,27,37,30.13472628593445,7.329183
36,44,18,29.91347312927246,6.989615
11,14,38,29.69639658927917,7.331181
34,42,30,30.2761332988739,7.339686
4,11,34,30.499095678329468,7.327031
6,4,21,30.27308654785156,7.330552
9,16,30,30.74144577980041,7.339721
11,45,37,30.498294830322266,7.327264
44,7,44,33.729379415512085,7.329714
5,38,23,33.82065200805664,7.33486
38,34,19,33.67611074447632,7.185716
23,26,49,33.761250257492065,7.339583
26,28,6,30.6114354133606,3.635727
18,17,47,30.629122018814087,7.340023
27,41,18,30.5638210773468,6.97429
5,39,31,29.87042188644409,7.336767
31,37,51,30.63501882553101,7.33248
8,33,43,30.606467485427856,7.339556
4,42,47,30.674455404281616,7.337422
22,21,34,28.97462010383606,7.332015
14,12,22,30.25176048278809,7.323037
8,23,29,30.222081899642944,7.332226
30,6,18,29.659691333770752,6.981847
11,29,36,33.74542188644409,7.332216
37,5,48,33.90101075172424,7.332379
23,22,20,33.72193694114685,7.275494
24,27,20,33.72631025314331,7.275612
15,33,29,34.043529748916626,7.331707
36,4,36,30.35529375076294,7.331742
38,36,12,30.38190460205078,5.277422
37,49,47,29.64601802825928,7.33233
34,24,24,29.60433006286621,7.33037
13,30,24,29.367478132247925,7.330416
18,21,19,30.19398784637451,7.178127
36,4,37,29.61526393890381,7.331869
42,8,16,30.20390629768372,6.434047
29,38,16,31.051278352737427,6.435006
52,52,7,30.39339828491211,3.878768
46,38,46,30.291860818862915,7.331848
52,19,51,30.67472267150879,7.311359
31,46,32,33.88864755630493,7.331929
46,29,51,33.84456014633179,7.316855
41,46,16,33.8864324092865,6.435003
25,9,43,29.75036144256592,7.319325
13,30,12,30.552441120147705,5.268273
45,43,49,29.91429591178894,7.322304
16,26,43,30.703893423080444,7.331927
37,28,14,29.982768535614014,5.837353
28,26,34,30.738104820251465,7.331755
22,33,40,30.741763830184937,7.331933
39,39,50,30.801456451416016,7.319871
8,4,37,30.10202717781067,7.315846
27,7,30,30.118062019348145,7.332058
