MODEL,VERSION,INPUT_TILE,ENGINE,PROCESSOR,PRECISION,QUALITY_METRIC,QUALITY_VALUE,GFLOP,#PARAMS,STORAGE,PREPROCESSING_TIME,INFERENCE_TIME,POSTPROCESSING_TIME,LATENCY,THROUGHPUT,DMIPS,CPU_MEM,CPU_MEM_PEAK,GPU_MEM,GPU_MEM_PEAK,MEMORY_BANDWIDTH,MEMORY_BANDWIDTH_PEAK,CPU_LOAD,GPU_LOAD,NPU_LOAD,CPU_TEMP,GPU_TEMP,POWER_CONSUMPTION,ENERGY_EFFICIENCY
face-recognition-insightsface-mobilefacenet,mxnet,112x112,lne,CPU,F32,/,/,0.4,1.0,4.0,3.4,177.4,0.1,180.8,5.5,14865.5,38.5,0.3,0.0,0.0,0.0,0.0,88.0,0.0,0.0,73.3,0.0,0.0,0.0
face-recognition-insightsface-mobilefacenet,mxnet,112x112,onnxruntime,CPU,F32,/,/,0.4,1.0,4.0,/,/,/,/,/,/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
